month	ct_avg_前复权价格	股东人数
2017-06	1.21	239796.5	
2017-09	1.83	108890	
2017-12	1.33	99506	
2018-03	1.09	90865	
2018-06	0.8	86072	
2018-09	0.58	91563	
2018-12	0.65	101658	
2019-03	0.94	114895	
2019-06	0.77	117082	
2019-09	0.76	109553	
2019-12	0.82	116963	
2020-03	0.93	114108	
2020-06	0.84	109227	
2020-09	1.3	207029	
2020-12	1.28	183738	
2021-02	1.1	173780	
2021-03	1.11	173358	
2021-06	1.08	179197	
2021-09	1.11	178323	
2021-12	1.12	168657	
2022-03	0.92	171169	
2022-06	0.93	173258	
2022-09	0.89	159513	
2022-12	0.9	154018	
2023-03	0.89	152627	
2023-06	0.87	144465	
2023-09	0.9	138767	
2023-12	0.94	145916	
2024-03	0.94	153557	
2024-06	0.98	169635	
2024-09	1.02	154948	
