month	ct_avg_前复权价格	人均持股
2017-06	1.21	1415.5	
2017-09	1.83	3061	
2017-12	1.33	3350	
2018-03	1.09	3668	
2018-06	0.8	14041	
2018-09	0.58	13199	
2018-12	0.65	11888	
2019-03	0.94	10518	
2019-06	0.77	10322	
2019-09	0.76	11031	
2019-12	0.82	10333	
2020-03	0.93	10591	
2020-06	0.84	30518	
2020-09	1.3	17457	
2020-12	1.28	19670	
2021-02	1.1	20797	
2021-03	1.11	20847	
2021-06	1.08	20168	
2021-09	1.11	20267	
2021-12	1.12	22994	
2022-03	0.92	22657	
2022-06	0.93	22384	
2022-09	0.89	24313	
2022-12	0.9	25180	
2023-03	0.89	25410	
2023-06	0.87	26845	
2023-09	0.9	27947	
2023-12	0.94	26578	
2024-03	0.94	25256	
2024-06	0.98	22886	
2024-09	1.02	25061	
