month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2004-07	1.13	81.04	
2004-08	1.06	63.11	
2004-09	1.05	40.14	
2004-10	1.24	87.67	
2004-11	1.3	94.64	
2004-12	1.27	83.15	
2005-01	1.21	68.88	
2005-02	1.26	75.69	
2005-03	1.36	89.25	
2005-04	1.56	96.05	
2005-05	1.34	73.95	
2005-06	1.14	24.03	
2005-07	1.09	-7.48	
2005-08	1.19	-9.08	
2005-09	1.18	-20.98	
2005-10	1.05	-51.01	
2005-11	0.91	-74.84	
2005-12	0.96	-77.52	
2006-01	1.17	-38.39	
2006-02	1.24	-2.1	
2006-03	1.31	23.41	
2006-04	1.4	46.07	
2006-05	1.53	65.92	
2006-06	1.64	79.3	
2006-07	2.06	96.13	
2006-08	1.94	86.61	
2006-09	1.96	84.23	
2006-10	1.97	80.67	
2006-11	1.93	60.43	
2006-12	2.2	91.67	
2007-01	3.05	98.35	
2007-02	3.05	91.73	
2007-03	3.45	97.08	
2007-04	3.81	97.75	
2007-05	4.31	98.36	
2007-06	5.01	97.11	
2007-07	4.58	82.47	
2007-08	5.23	93.44	
2007-09	6.16	97.81	
2007-10	6.63	96.18	
2007-11	6	78.73	
2007-12	7.5	94.6	
2008-01	8.8	95.94	
2008-02	9.1	94.17	
2008-03	7.81	72.58	
2008-04	6.36	33.42	
2008-05	7.38	38.39	
2008-06	6.76	17.28	
2008-07	6.83	-0.31	
2008-08	5.1	-40.86	
2008-09	3.2	-59.45	
2008-10	2.49	-75.94	
2008-11	2.53	-80.8	
2008-12	3.35	-66.54	
2009-01	3.76	-51.13	
2009-02	4.12	-39.78	
2009-03	4.23	-24.19	
2009-04	4.83	7.44	
2009-05	5.08	21.53	
2009-06	4.82	22.97	
2009-07	5.36	45.46	
2009-08	5.53	59.44	
2009-09	5.22	50.81	
2009-10	5.49	58.54	
2009-11	6.39	85.33	
2009-12	6.9	87.27	
2010-01	6.95	88.39	
2010-02	6.1	62.98	
2010-03	5.97	44.72	
2010-04	5.65	16.5	
2010-05	4.54	-27.1	
2010-06	4.24	-50.05	
2010-07	3.86	-57.67	
2010-08	4.46	-50.28	
2010-09	4.47	-53.57	
2010-10	4.95	-33.03	
2010-11	4.73	-27.31	
2010-12	4.52	-42.78	
2011-01	4.12	-69.29	
2011-02	4.59	-48.27	
2011-03	5.11	7.65	
2011-04	5.19	34.02	
2011-05	4.9	33.93	
2011-06	4.86	32.61	
2011-07	5.31	67.73	
2011-08	5.07	52.44	
2011-09	4.67	-5.27	
2011-10	4.47	-36.94	
2011-11	4.69	-35.84	
2011-12	4.04	-66.19	
2012-01	3.47	-79.76	
2012-02	4.12	-71.65	
2012-03	4.18	-62.26	
2012-04	4.22	-63.66	
2012-05	4.15	-54.75	
2012-06	3.56	-85.4	
2012-07	3.45	-87.22	
2012-08	3.32	-93.21	
2012-09	3.01	-95.94	
2012-10	3.16	-84.03	
2012-11	3.04	-89.16	
2012-12	3.19	-75.64	
2013-01	3.62	-22.19	
2013-02	3.99	9.41	
2013-03	3.77	16.79	
2013-04	3.27	-23.51	
2013-05	3.34	-31.74	
2013-06	2.95	-50.53	
2013-07	2.72	-69.49	
2013-08	2.88	-60.11	
2013-09	2.91	-54.75	
2013-10	2.92	-50.1	
2013-11	3.07	-32.78	
2013-12	3.33	4.02	
2014-01	2.89	-35.84	
2014-02	2.96	-40.07	
2014-03	2.9	-63.01	
2014-04	3.03	-28.78	
2014-05	3.27	23.53	
2014-06	3.35	61.61	
2014-07	3.63	85.56	
2014-08	4.06	92.35	
2014-09	4.07	88.44	
2014-10	4.17	91.96	
2014-11	4.38	97.1	
