month	ct_avg_Tdx收盘价	人均持股
2006-09	6.06	12568	
2006-12	7.83	17626	
2007-03	12.43	25694	
2007-06	15.6	9349	
2007-09	23	18209	
2007-12	24.17	18294	
2008-03	17.7	19651	
2008-06	13.66	21388	
2008-09	11.53	24033	
2008-12	8.65	15141	
2009-03	8.59	12282	
2009-06	9.89	11370	
2009-09	9.78	49801	
2009-12	10.51	40419	
2010-03	9.43	41728	
2010-06	8.33	44710	
2010-09	8.59	47379	
2010-12	8.04	43991	
2011-03	8.54	52585	
2011-06	8.36	56189	
2011-09	7.32	57768	
2011-12	7.4	59423	
2012-03	7.47	59204	
2012-06	7.28	57767	
2012-09	5.96	58827	
2012-12	6.49	61451	
2013-03	7.71	66833	
2013-06	6.28	67409	
2013-09	7.3	73992	
2013-12	7.62	79290	
2014-03	6.57	75362	
2014-06	6.65	76275	
2014-09	7.74	86379	
2014-12	10.36	81736	
2015-03	10.69	72455	
2015-06	13.39	70213	
2015-09	9.35	84855	
2015-12	8.86	80938	
2016-03	6.87	78157	
2016-06	6.39	76679	
2016-09	6.27	81032	
2016-12	7.11	90146	
2017-03	7.07	89277	
2017-06	8.26	102075	
2017-09	8.91	98378	
2017-12	8.91	99461	
2018-03	8.85	99445	
2018-06	8.84	105632	
2018-09	8.14	106775	
2018-12	8	110352	
2019-03	8.53	103229	
2019-06	8.5	106519	
2019-09	7.74	104497	
2019-12	8.01	112666	
2020-03	7.01	99393	
2020-06	7	98931	
2020-09	6.48	89040	
2020-12	6.62	87522	
2021-03	6.83	82698	
2021-06	6.64	73083	
2021-09	6.29	74708	
2021-12	6.31	84110	
2022-03	6.79	93751	
2022-06	6.63	92036	
2022-09	6.69	102543	
2022-12	6.7	104188	
2023-03	7.21	109670	
2023-06	7.48	112791	
2023-09	7.29	113158	
2023-12	7.25	115420	
2024-03	7.36	109774	
2024-06	7.12	96156	
2024-09	6.16	96908	
