month	ct_avg_Tdx收盘价	股东人数
2006-09	6.06	96443	
2006-12	7.83	94559	
2007-03	12.43	82556	
2007-06	15.6	226901	
2007-09	23	116494	
2007-12	24.17	142243	
2008-03	17.7	178679	
2008-06	13.66	164170	
2008-09	11.53	146104	
2008-12	8.65	231902	
2009-03	8.59	285891	
2009-06	9.89	308825	
2009-09	9.78	260573	
2009-12	10.51	321054	
2010-03	9.43	310981	
2010-06	8.33	290241	
2010-09	8.59	273890	
2010-12	8.04	337947	
2011-03	8.54	282720	
2011-06	8.36	264585	
2011-09	7.32	257355	
2011-12	7.4	250184	
2012-03	7.47	251111	
2012-06	7.28	257360	
2012-09	5.96	252722	
2012-12	6.49	241929	
2013-03	7.71	222448	
2013-06	6.28	220546	
2013-09	7.3	200925	
2013-12	7.62	187498	
2014-03	6.57	197273	
2014-06	6.65	194911	
2014-09	7.74	172112	
2014-12	10.36	181888	
2015-03	10.69	205187	
2015-06	13.39	211738	
2015-09	9.35	175202	
2015-12	8.86	183682	
2016-03	6.87	190216	
2016-06	6.39	193883	
2016-09	6.27	183469	
2016-12	7.11	164919	
2017-03	7.07	166525	
2017-06	8.26	145646	
2017-09	8.91	151119	
2017-12	8.91	149473	
2018-03	8.85	149498	
2018-06	8.84	140742	
2018-09	8.14	139235	
2018-12	8	134722	
2019-03	8.53	144018	
2019-06	8.5	139569	
2019-09	7.74	142270	
2019-12	8.01	131954	
2020-03	7.01	149576	
2020-06	7	150275	
2020-09	6.48	166968	
2020-12	6.62	169863	
2021-03	6.83	179772	
2021-06	6.64	203425	
2021-09	6.29	198999	
2021-12	6.31	176756	
2022-03	6.79	158579	
2022-06	6.63	161534	
2022-09	6.69	144983	
2022-12	6.7	142693	
2023-03	7.21	135561	
2023-06	7.48	134470	
2023-09	7.29	135840	
2023-12	7.25	136435	
2024-03	7.36	160022	
2024-06	7.12	183234	
2024-09	6.16	188398	
