month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2009-11	19.01	20.54	
2009-12	21.14	35.79	
2010-01	21.62	55.71	
2010-02	19.5	38.57	
2010-03	19.97	44.41	
2010-04	21.2	61.95	
2010-05	17.95	17.58	
2010-06	14.53	-35.53	
2010-07	11.92	-57.55	
2010-08	13.8	-49.72	
2010-09	16.08	-43.99	
2010-10	17.68	-23.21	
2010-11	21.11	18.83	
2010-12	19.65	27.21	
2011-01	17.66	7.72	
2011-02	19.2	25	
2011-03	22.69	60.75	
2011-04	23.17	70.04	
2011-05	22.21	73.98	
2011-06	20.04	43.08	
2011-07	23.09	79.8	
2011-08	23.78	85.91	
2011-09	21.71	55.1	
2011-10	19.22	5.64	
2011-11	19.2	-21.15	
2011-12	17.45	-52.07	
2012-01	14.73	-72.32	
2012-02	16.25	-69.29	
2012-03	16.93	-65.95	
2012-04	16.05	-79.86	
2012-05	15.54	-85	
2012-06	14.41	-92.77	
2012-07	14.38	-86.89	
2012-08	13.93	-90.26	
2012-09	13.8	-88.39	
2012-10	13.57	-94.2	
2012-11	12.71	-97.08	
2012-12	11.98	-91.45	
2013-01	14.03	-52.68	
2013-02	15.11	-18.81	
2013-03	15.3	2.38	
2013-04	14.42	4.96	
2013-05	14.74	9.66	
2013-06	13.83	13.08	
2013-07	13.19	-35.91	
2013-08	13.62	-40.22	
2013-09	14.29	6.86	
2013-10	14.08	1.93	
2013-11	15.74	20.71	
2013-12	16.5	68.79	
2014-01	16.22	71.17	
2014-02	17.26	85.32	
2014-03	16.43	76.49	
2014-04	15.76	51.83	
2014-05	14.87	7.72	
2014-06	16.4	35.27	
2014-07	18.1	74.26	
2014-08	21.58	94.69	
2014-09	25.19	97.75	
2014-10	26.51	96.48	
2014-11	26.3	88.57	
2014-12	25.46	79.04	
2015-01	25	63.44	
2015-02	26.67	82.5	
2015-03	29.95	92.98	
2015-04	36.36	98.38	
2015-05	44.62	99.55	
2015-06	43.36	86.22	
2015-07	38.29	65.02	
2015-08	42.38	79.25	
2015-09	32.3	30.45	
2015-10	38.23	38.5	
2015-11	41.09	64.24	
2015-12	38.98	48.6	
2016-01	31.84	-11.88	
2016-02	32.84	-28.57	
2016-03	32.65	-38.78	
2016-04	36.13	-18.21	
2016-05	38.09	8.59	
2016-06	42.56	42.28	
2016-07	42.7	52	
2016-08	42.6	61.53	
2016-09	40	40.94	
2016-10	40.23	38.11	
2016-11	38.18	14.85	
2016-12	36.82	-17.74	
2017-01	38.96	-6.4	
2017-02	39.12	11.8	
2017-03	39.65	27.06	
2017-04	38.96	3.57	
2017-05	31.66	-63.88	
2017-06	29.97	-82.43	
2017-07	33.72	-72.83	
2017-08	33.49	-72.36	
2017-09	34.68	-47.92	
2017-10	37.99	-1.47	
2017-11	37.79	19.56	
2017-12	37.98	35.97	
2018-01	38.04	46.23	
2018-02	35.02	0	
2018-03	39.45	48.17	
2018-04	41.42	77.88	
2018-05	39.63	73.21	
2018-06	39.68	71.03	
2018-07	41.9	84.82	
2018-08	40.79	78.46	
2018-09	43.59	94.13	
2018-10	40.14	64.14	
2018-11	39.08	21.63	
2018-12	36.55	-18.62	
2019-01	35.88	-45.98	
2019-02	39.19	-29.7	
2019-03	42.3	17.94	
2019-04	40.8	32.65	
2019-05	37.32	6.88	
2019-06	32.27	-67.01	
2019-07	35.28	-64.75	
2019-08	39.21	-34.05	
2019-09	41.93	11.52	
2019-10	39.57	18.11	
2019-11	39.11	26.06	
2019-12	39.19	33.24	
2020-01	39.22	29.97	
2020-02	37.88	-22.41	
2020-03	36.35	-28.53	
2020-04	34.52	-70.28	
2020-05	35.35	-65.33	
2020-06	36.37	-53.84	
2020-07	43.01	13.86	
2020-08	46.58	55.44	
2020-09	46.71	77.8	
2020-10	51.31	96.26	
2020-11	58.93	98.04	
2020-12	66.78	98.91	
2021-01	76.76	93.75	
2021-02	71.54	85.12	
2021-03	65.6	67.59	
2021-04	73.8	82.23	
2021-05	72.18	78.57	
2021-06	76.61	89.88	
2021-07	81.25	93.1	
2021-08	94.57	97.97	
2021-09	85.82	80.89	
2021-10	84.71	72.66	
2021-11	97.14	92.17	
2021-12	97.79	89.28	
2022-01	89.12	60.81	
2022-02	85.14	29.3	
2022-03	82.79	15.48	
2022-04	73.4	-16.78	
2022-05	80.64	-20.53	
2022-06	69.98	-34.95	
2022-07	63.94	-63.86	
2022-08	62.64	-84.43	
2022-09	63.53	-76.91	
2022-10	64.51	-70.82	
2022-11	61.56	-80.44	
2022-12	57.97	-97.93	
2023-01	57.35	-93.36	
2023-02	57.1	-90.54	
2023-03	55.29	-91.61	
2023-04	55.22	-89.19	
2023-05	48.19	-93.48	
2023-06	42.24	-94.37	
2023-07	44.31	-85.37	
2023-08	43.36	-87.15	
2023-09	43.3	-82.1	
2023-10	40.18	-93.38	
2023-11	39.97	-89.04	
2023-12	37.83	-96.85	
2024-01	33.79	-97.28	
2024-02	33.37	-90.75	
2024-03	35.34	-76.91	
2024-04	33.34	-88.21	
2024-05	35.77	-61.83	
2024-06	37.59	-31.16	
2024-07	37.39	-15.57	
2024-08	36.89	-7.35	
2024-09	37.96	9.68	
2024-10	43.9	45.73	
2024-11	42.38	49.66	
2024-12	39.36	33.93	
2025-01	37.24	3.51	
