month	ct_avg_前复权价格	股东人数
1998-12	1.22	14266	
1999-12	1.12	27406	
2000-12	1.69	58129	
2001-12	1.18	67282	
2002-06	1.12	63859	
2002-09	1.21	66692	
2002-12	0.95	65878	
2003-03	0.95	65026	
2003-06	1.15	59220	
2003-09	1.03	65064	
2003-12	1.01	66854	
2004-03	1.27	64071	
2004-06	1.05	70883	
2004-09	1.02	78135	
2004-12	1.02	74297	
2005-03	1.12	64310	
2005-06	1.02	61973	
2005-09	1.09	62350	
2005-12	0.97	61186	
2006-03	1.01	65254	
2006-06	1.68	54071	
2006-09	1.4	73928	
2006-12	1.52	67084	
2007-03	2.13	76419	
2007-06	3.9	120567	
2007-09	4.79	94594	
2007-12	4.46	99778	
2008-03	5.27	76352	
2008-06	4.15	81353	
2008-09	2.94	77785	
2008-12	3.18	70010	
2009-03	4.37	94263	
2009-06	4.89	55861	
2009-09	5.71	62421	
2009-12	6.42	94006	
2010-03	6.92	91412	
2010-06	6.91	80468	
2010-09	7.1	114575	
2010-12	7.12	180550	
2011-03	6.26	184643	
2011-06	5.28	175285	
2011-09	5.01	163451	
2011-12	4.44	162307	
2012-03	4.84	158372	
2012-06	5.17	148633	
2012-09	5.51	128926	
