month	ct_avg_Tdx收盘价	人均持股
1998-12	30.09	3154	
1999-12	18.53	2737	
2000-12	22.43	1935	
2001-12	15.53	1672	
2002-06	13.15	2290	
2002-09	12.14	2193	
2002-12	9.57	2220	
2003-03	9.53	2249	
2003-06	11.46	2470	
2003-09	10.22	2248	
2003-12	9.96	2188	
2004-03	12.66	2283	
2004-06	9.28	4889	
2004-09	4.95	4546	
2004-12	4.95	4781	
2005-03	5.43	5523	
2005-06	4.88	5820	
2005-09	5.12	5785	
2005-12	4.58	5895	
2006-03	4.82	5528	
2006-06	6.72	8587	
2006-09	5.59	6504	
2006-12	6.1	7168	
2007-03	8.5	6292	
2007-06	12.7	5233	
2007-09	14.63	6669	
2007-12	13.61	6323	
2008-03	16.09	8263	
2008-06	12.66	7755	
2008-09	8.92	8110	
2008-12	9.64	9011	
2009-03	13.24	6693	
2009-06	14.82	12274	
2009-09	17.19	10984	
2009-12	19.33	7294	
2010-03	20.81	7501	
2010-06	20.7	9201	
2010-09	14.16	9694	
2010-12	14.2	6151	
2011-03	12.5	6015	
2011-06	10.52	10837	
2011-09	9.9	11622	
2011-12	8.8	11704	
2012-03	9.58	11995	
2012-06	10.16	12781	
2012-09	10.79	14734	
