month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2012-11	0.93	-0.28	
2012-12	0.93	-0.28	
2013-01	1	-0.24	
2013-02	1.01	-0.23	
2013-03	1.02	-0.22	
2013-04	0.95	-0.27	
2013-05	1	-0.24	
2013-06	0.93	-0.3	
2013-07	0.89	-0.33	
2013-08	1.06	-0.2	
2013-09	1.52	0.14	
2013-10	1.9	0.42	
2013-11	1.54	0.15	
2013-12	1.39	0.03	
2014-01	1.63	0.21	
2014-02	1.96	0.44	
2014-03	1.69	0.24	
2014-04	1.66	0.21	
2014-05	1.85	0.34	
2014-06	1.79	0.3	
2014-07	1.8	0.29	
2014-08	1.92	0.38	
2014-09	2.08	0.49	
2014-10	2.23	0.59	
2014-11	2.37	0.68	
2014-12	2.05	0.44	
2015-01	1.92	0.35	
2015-02	2.08	0.45	
2015-03	2.83	0.97	
2015-04	3.05	1.09	
2015-05	3.34	1.26	
2015-06	3.34	1.23	
2015-07	3.34	1.2	
2015-08	3.34	1.18	
2015-09	5.81	2.7	
2015-10	7.21	3.45	
2015-11	10.67	5.24	
2015-12	11.62	5.42	
2016-01	7.76	3.15	
2016-02	8.04	3.17	
2016-03	7.26	2.65	
2016-04	7.97	2.89	
2016-05	7.15	2.4	
2016-06	7.52	2.48	
2016-07	8.15	2.67	
2016-08	7.64	2.35	
2016-09	7.24	2.09	
2016-10	7.67	2.18	
2016-11	8.8	2.55	
2016-12	7.42	1.91	
2017-01	6.83	1.62	
2017-02	6.25	1.35	
2017-03	5.76	1.12	
2017-04	5.98	1.16	
2017-05	6.29	1.23	
2017-06	6.83	1.37	
2017-07	6.33	1.16	
2017-08	6.38	1.14	
2017-09	6.98	1.3	
2017-10	8.09	1.6	
2017-11	8.78	1.76	
2017-12	9.53	1.92	
2018-01	9.93	1.96	
2018-02	10.05	1.92	
2018-03	10.08	1.86	
2018-04	8.13	1.26	
2018-05	8.24	1.26	
2018-06	8.63	1.32	
2018-07	8.81	1.32	
2018-08	8.37	1.17	
2018-09	6.87	0.75	
2018-10	6.2	0.57	
2018-11	5.22	0.3	
2018-12	5.09	0.26	
2019-01	4.77	0.17	
2019-02	5.68	0.38	
2019-03	5.8	0.4	
2019-04	5.85	0.39	
2019-05	4.82	0.14	
2019-06	4.68	0.1	
2019-07	4.44	0.03	
2019-08	4.42	0.02	
2019-09	4.82	0.11	
2019-10	4.86	0.11	
2019-11	5.19	0.17	
2019-12	5.23	0.17	
2020-01	5.77	0.28	
2020-02	4.85	0.07	
2020-03	4.2	-0.08	
2020-04	3.79	-0.17	
2020-05	4.33	-0.06	
2020-06	4.65	0	
2020-07	5.3	0.13	
2020-08	5.87	0.24	
2020-09	6.7	0.39	
2020-10	8.22	0.68	
2020-11	8.54	0.72	
2020-12	8.79	0.75	
2021-01	9.88	0.93	
2021-02	10.31	0.98	
2021-03	9.09	0.72	
2021-04	8.65	0.61	
2021-05	9.13	0.67	
2021-06	8.41	0.52	
2021-07	7.36	0.32	
2021-08	6.84	0.21	
2021-09	6.58	0.15	
2021-10	6.84	0.19	
2021-11	6.8	0.17	
2021-12	7.1	0.21	
2022-01	7.44	0.25	
2022-02	7.32	0.22	
2022-03	6.02	0	
2022-04	5.28	-0.13	
2022-05	5.35	-0.13	
2022-06	5.96	-0.03	
2022-07	5.83	-0.06	
2022-08	5.53	-0.11	
2022-09	5.21	-0.17	
2022-10	4.97	-0.21	
2022-11	5.25	-0.17	
2022-12	6.21	-0.03	
2023-01	6.66	0.04	
2023-02	6.44	0	
2023-03	6.36	-0.02	
2023-04	6.25	-0.05	
2023-05	6.56	-0.01	
2023-06	6.66	0	
2023-07	7.15	0.07	
2023-08	7.46	0.11	
2023-09	7.44	0.1	
2023-10	7.06	0.04	
2023-11	6.82	0	
2023-12	6.19	-0.1	
2024-01	5.98	-0.13	
2024-02	6.13	-0.11	
2024-03	6.49	-0.05	
2024-04	6.97	0.03	
2024-05	6.68	-0.01	
2024-06	6.45	-0.04	
2024-07	6.33	-0.06	
2024-08	6.07	-0.1	
2024-09	6.12	-0.09	
2024-10	7.73	0.15	
2024-11	7.78	0.16	
2024-12	7.53	0.12	
2025-01	7.07	0.05	
