month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2006-07	1.72	90.42	
2006-08	1.62	82.69	
2006-09	1.88	95.58	
2006-10	2.04	98.06	
2006-11	2.03	89.49	
2006-12	2.58	99.02	
2007-01	3.24	98.66	
2007-02	3.71	97.08	
2007-03	4.09	96.31	
2007-04	4.54	96.26	
2007-05	4.57	91.62	
2007-06	5.58	97.41	
2007-07	5.71	92.37	
2007-08	6.74	98.21	
2007-09	7.56	98.53	
2007-10	8.03	93.3	
2007-11	7.25	74.31	
2007-12	8.02	82.19	
2008-01	9.16	94.93	
2008-02	9.11	90.71	
2008-03	8.3	71.9	
2008-04	7.2	28.95	
2008-05	7.46	16.38	
2008-06	7.33	-0.18	
2008-07	7.19	-20.81	
2008-08	6.86	-44.77	
2008-09	6.07	-54.37	
2008-10	5.49	-73.48	
2008-11	5.71	-72.81	
2008-12	6.53	-45.5	
2009-01	6.89	-11.67	
2009-02	7.26	11.56	
2009-03	7.4	27.92	
2009-04	7.26	34.27	
2009-05	7.5	53.97	
2009-06	9.26	70.49	
2009-07	9.85	78.65	
2009-08	9.61	75.77	
2009-09	14.18	95.41	
2009-10	15.17	92.63	
2009-11	17.56	95.28	
2009-12	16.01	80.28	
2010-01	16.23	79.38	
2010-02	16.58	74.64	
2010-03	18.21	91.73	
2010-04	19.83	92.69	
2010-05	20.11	91.25	
2010-06	21.83	93.18	
2010-07	20.2	77.31	
2010-08	22.54	94.52	
2010-09	22.91	92.81	
2010-10	23.11	91.69	
2010-11	24.4	96.06	
2010-12	22.37	66.11	
2011-01	20.17	19.73	
2011-02	20.55	0.48	
2011-03	19.66	-21.55	
2011-04	17.63	-43.47	
2011-05	16.04	-62.5	
2011-06	15.25	-81	
2011-07	15.13	-80.36	
2011-08	11.83	-90.92	
2011-09	11.37	-93.92	
2011-10	10.56	-96.65	
2011-11	12.06	-75.45	
2011-12	11.41	-78.41	
2012-01	10.59	-91.55	
2012-02	11.38	-72.95	
2012-03	11.52	-49.15	
2012-04	10.83	-77.73	
2012-05	10.95	-82.39	
2012-06	11.02	-72.23	
2012-07	11.63	-20.01	
2012-08	11.82	7.49	
2012-09	11.87	32.77	
2012-10	11.42	22.97	
2012-11	10.17	-38.84	
2012-12	9.05	-77.85	
2013-01	10.86	-58.79	
2013-02	11.36	-24.17	
2013-03	11.42	-3.83	
2013-04	11.11	-3.42	
2013-05	11.47	17.98	
2013-06	11.28	25.95	
2013-07	11.74	11.84	
2013-08	12.93	65.75	
2013-09	12.59	68.47	
2013-10	12.88	83.68	
2013-11	12.22	61.48	
2013-12	12.75	67.17	
2014-01	13.6	87.5	
2014-02	13.39	86.77	
2014-03	12.42	43.11	
2014-04	12.1	12.63	
2014-05	11.45	-26.65	
2014-06	11.87	-28.7	
2014-07	12.5	-7.07	
2014-08	12.9	34.01	
2014-09	13.06	48.04	
2014-10	14.79	67.41	
2014-11	16.4	86.61	
2014-12	16.44	84.08	
2015-01	16.77	88.57	
2015-02	16.67	85.65	
2015-03	18.68	97.89	
2015-04	22.14	99.15	
2015-05	27.9	99.29	
2015-06	26.85	87.29	
2015-07	21.17	58.89	
2015-08	21.55	53.7	
2015-09	17.52	2.01	
2015-10	18.85	-4.57	
2015-11	19.78	-2.76	
2015-12	19.83	-11.26	
2016-01	18.98	-23.62	
2016-02	21.38	18.69	
2016-03	20.26	6.52	
2016-04	21.09	32.41	
2016-05	23.38	56.12	
2016-06	23.23	63.53	
2016-07	26.14	81.97	
2016-08	29.51	91.46	
2016-09	28.23	83.04	
2016-10	28.32	79.74	
2016-11	27.41	61.85	
2016-12	26.96	47.69	
2017-01	26.42	32.69	
2017-02	27.14	31.3	
2017-03	27.93	60.02	
2017-04	27.52	42.91	
2017-05	26.87	13.48	
2017-06	27.89	43.63	
2017-07	23.13	-29.55	
2017-08	22.08	-75.7	
2017-09	21.52	-88.14	
2017-10	22.23	-73.9	
2017-11	22.84	-59.62	
2017-12	21.55	-74.49	
2018-01	21.6	-81.09	
2018-02	19.96	-92.32	
2018-03	21.96	-65.63	
2018-04	23.1	-24.5	
2018-05	26.27	19.8	
2018-06	25.97	42.99	
2018-07	26.92	64.85	
2018-08	25.42	53.46	
2018-09	27.32	78.57	
2018-10	27.98	84.47	
2018-11	29.23	91.36	
2018-12	27.75	75.54	
2019-01	25.15	24.64	
2019-02	28.4	54.7	
2019-03	32.72	84.23	
2019-04	34.28	90.69	
2019-05	33.1	83.12	
2019-06	33.3	78.52	
2019-07	37.14	93.79	
2019-08	37.93	92.45	
2019-09	39.2	93.53	
2019-10	42.9	97.77	
2019-11	42.47	90.77	
2019-12	39.71	66.15	
2020-01	40.59	65.51	
2020-02	48.44	92.68	
2020-03	51.73	95.9	
2020-04	58.84	98.47	
2020-05	61.17	95.53	
2020-06	68.59	98.21	
2020-07	82.05	98.37	
2020-08	92.4	90.99	
2020-09	81.02	76.22	
2020-10	87.65	82.14	
2020-11	68.24	38.14	
2020-12	67.56	18.4	
2021-01	75.73	27.05	
2021-02	73.95	22.14	
2021-03	61.91	-22.71	
2021-04	66.17	-28.66	
2021-05	61.39	-45.64	
2021-06	58.48	-69.09	
2021-07	58.45	-74.43	
2021-08	56.51	-81.09	
2021-09	45.09	-93.21	
2021-10	46.03	-85.71	
2021-11	46.47	-87.18	
2021-12	44.78	-92.35	
2022-01	44.39	-81.44	
2022-02	40.54	-96.21	
