month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2012-10	24.76	11.42	-0.24	20.19	0.33	22.97	
2012-11	22.07	10.17	-0.33	-43.1	0.17	-38.84	
2012-12	19.64	9.05	-0.4	-81.93	0.03	-77.85	
2013-01	23.55	10.86	-0.28	-60.49	0.23	-58.79	
2013-02	24.64	11.36	-0.25	-26.85	0.27	-24.17	
2013-03	24.76	11.42	-0.25	-5.44	0.26	-3.83	
2013-04	24.11	11.11	-0.27	-4.07	0.21	-3.42	
2013-05	24.94	11.47	-0.25	16.22	0.24	17.98	
2013-06	24.44	11.28	-0.26	22.32	0.2	25.95	
2013-07	25.36	11.74	-0.24	9.32	0.24	11.84	
2013-08	27.92	12.93	-0.16	64.04	0.35	65.75	
2013-09	27.19	12.59	-0.19	66.02	0.29	68.47	
2013-10	27.81	12.88	-0.17	80.31	0.31	83.68	
2013-11	26.38	12.22	-0.22	59.82	0.22	61.48	
2013-12	27.53	12.75	-0.19	66.92	0.26	67.17	
2014-01	29.37	13.6	-0.14	87.5	0.33	87.5	
2014-02	28.91	13.39	-0.16	86.77	0.29	86.77	
2014-03	26.83	12.42	-0.22	42.6	0.19	43.11	
2014-04	26.14	12.1	-0.25	12.25	0.14	12.63	
2014-05	24.74	11.45	-0.29	-26.92	0.07	-26.65	
2014-06	25.49	11.87	-0.27	-32.9	0.1	-28.7	
2014-07	26.59	12.5	-0.24	-20.3	0.15	-7.07	
2014-08	27.42	12.9	-0.22	22.7	0.17	34.01	
2014-09	27.76	13.06	-0.21	35.8	0.17	48.04	
2014-10	31.44	14.79	-0.11	59.62	0.31	67.41	
2014-11	34.88	16.4	-0.02	82.37	0.43	86.61	
2014-12	34.95	16.44	-0.02	82.14	0.42	84.08	
2015-01	35.67	16.77	-0.01	88.21	0.43	88.57	
2015-02	35.44	16.67	-0.02	85.54	0.4	85.65	
2015-03	39.73	18.68	0.1	97.89	0.55	97.89	
2015-04	47.08	22.14	0.29	99.15	0.81	99.15	
2015-05	59.33	27.9	0.61	99.29	1.24	99.29	
2015-06	56.65	26.85	0.53	86.82	1.11	87.29	
2015-07	45.28	21.17	0.22	60.36	0.64	58.89	
2015-08	45.38	21.55	0.22	53.53	0.65	53.7	
2015-09	36.87	17.52	-0.01	2.14	0.33	2.01	
2015-10	39.69	18.85	0.07	-3.57	0.42	-4.57	
2015-11	41.63	19.78	0.12	-2.72	0.47	-2.76	
2015-12	41.75	19.83	0.12	-12.03	0.46	-11.26	
2016-01	39.96	18.98	0.08	-22.95	0.39	-23.62	
2016-02	45.01	21.38	0.21	17.56	0.55	18.69	
2016-03	42.65	20.26	0.15	5.67	0.45	6.52	
2016-04	44.39	21.09	0.2	30.71	0.5	32.41	
2016-05	49.23	23.38	0.33	55.61	0.64	56.12	
2016-06	34.13	23.23	-0.07	6.2	0.62	63.53	
2016-07	34.12	26.14	-0.07	-49.87	0.8	81.97	
2016-08	38.51	29.51	0.05	-55.86	1	91.46	
2016-09	36.84	28.23	0.01	-72.14	0.88	83.04	
2016-10	36.97	28.32	0.01	-74.72	0.86	79.74	
2016-11	35.77	27.41	-0.02	-82.91	0.78	61.85	
2016-12	35.19	26.96	-0.04	-86.53	0.73	47.69	
2017-01	34.49	26.42	-0.06	-86.41	0.67	32.69	
2017-02	35.42	27.14	-0.03	-77.68	0.69	31.3	
2017-03	36.46	27.93	0	-35.95	0.72	60.02	
2017-04	35.92	27.52	-0.02	-36.66	0.67	42.91	
2017-05	35.07	26.87	-0.04	-61.83	0.61	13.48	
2017-06	36.15	27.89	-0.01	-22.2	0.65	43.63	
2017-07	29.86	23.13	-0.18	-76.02	0.36	-29.55	
2017-08	28.5	22.08	-0.21	-93.21	0.29	-75.7	
2017-09	27.79	21.52	-0.23	-98.17	0.24	-88.14	
2017-10	28.69	22.23	-0.21	-80.94	0.28	-73.9	
2017-11	29.49	22.84	-0.18	-65.62	0.3	-59.62	
2017-12	27.82	21.55	-0.23	-79.04	0.22	-74.49	
2018-01	27.89	21.6	-0.22	-81.82	0.22	-81.09	
2018-02	25.77	19.96	-0.28	-92.32	0.12	-92.32	
2018-03	28.35	21.96	-0.2	-65.63	0.23	-65.63	
2018-04	29.82	23.1	-0.15	-25.1	0.29	-24.5	
2018-05	33.91	26.27	-0.02	18.67	0.46	19.8	
2018-06	33.48	25.97	-0.03	41.38	0.43	42.99	
2018-07	34.43	26.92	0.01	62.7	0.48	64.85	
2018-08	32.51	25.42	-0.04	48.45	0.39	53.46	
2018-09	34.93	27.32	0.04	76.74	0.49	78.57	
2018-10	35.77	27.98	0.07	83.68	0.52	84.47	
2018-11	37.37	29.23	0.12	90.34	0.58	91.36	
2018-12	35.49	27.75	0.07	74.29	0.5	75.54	
2019-01	32.16	25.15	-0.02	22.24	0.36	24.64	
2019-02	36.31	28.4	0.11	53.63	0.53	54.7	
2019-03	41.84	32.72	0.28	83.89	0.75	84.23	
2019-04	43.84	34.28	0.34	90.69	0.82	90.69	
2019-05	42.33	33.1	0.3	83.17	0.75	83.12	
2019-06	34.71	33.3	0.07	48.12	0.75	78.52	
2019-07	31.36	37.14	-0.03	-5.75	0.93	93.79	
2019-08	32.03	37.93	-0.01	-22.04	0.95	92.45	
2019-09	33.1	39.2	0.02	-30.22	0.99	93.53	
2019-10	36.22	42.9	0.12	-2.73	1.15	97.77	
2019-11	35.86	42.47	0.11	7.74	1.1	90.77	
2019-12	33.53	39.71	0.03	-34.01	0.94	66.15	
2020-01	34.27	40.59	0.05	-34.82	0.95	65.51	
2020-02	40.9	48.44	0.25	35.09	1.29	92.68	
2020-03	43.68	51.73	0.33	66.19	1.4	95.9	
2020-04	47.34	58.84	0.43	74.45	1.67	98.47	
2020-05	39.42	61.17	0.18	53.92	1.71	95.53	
2020-06	44.2	68.59	0.32	70.98	1.97	98.21	
2020-07	52.88	82.05	0.57	93.09	2.44	98.37	
2020-08	59.55	92.4	0.75	90.65	2.75	90.99	
2020-09	52.21	81.02	0.52	74.76	2.2	76.22	
2020-10	56.49	87.65	0.63	82.14	2.36	82.14	
2020-11	43.98	68.24	0.26	29.68	1.56	38.14	
2020-12	43.54	67.56	0.24	2.95	1.48	18.4	
