month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2012-09	11.87	0.4	
2012-10	11.42	0.33	
2012-11	10.17	0.17	
2012-12	9.05	0.03	
2013-01	10.86	0.23	
2013-02	11.36	0.27	
2013-03	11.42	0.26	
2013-04	11.11	0.21	
2013-05	11.47	0.24	
2013-06	11.28	0.2	
2013-07	11.74	0.24	
2013-08	12.93	0.35	
2013-09	12.59	0.29	
2013-10	12.88	0.31	
2013-11	12.22	0.22	
2013-12	12.75	0.26	
2014-01	13.6	0.33	
2014-02	13.39	0.29	
2014-03	12.42	0.19	
2014-04	12.1	0.14	
2014-05	11.45	0.07	
2014-06	11.87	0.1	
2014-07	12.5	0.15	
2014-08	12.9	0.17	
2014-09	13.06	0.17	
2014-10	14.79	0.31	
2014-11	16.4	0.43	
2014-12	16.44	0.42	
2015-01	16.77	0.43	
2015-02	16.67	0.4	
2015-03	18.68	0.55	
2015-04	22.14	0.81	
2015-05	27.9	1.24	
2015-06	26.85	1.11	
2015-07	21.17	0.64	
2015-08	21.55	0.65	
2015-09	17.52	0.33	
2015-10	18.85	0.42	
2015-11	19.78	0.47	
2015-12	19.83	0.46	
2016-01	18.98	0.39	
2016-02	21.38	0.55	
2016-03	20.26	0.45	
2016-04	21.09	0.5	
2016-05	23.38	0.64	
2016-06	23.23	0.62	
2016-07	26.14	0.8	
2016-08	29.51	1	
2016-09	28.23	0.88	
2016-10	28.32	0.86	
2016-11	27.41	0.78	
2016-12	26.96	0.73	
2017-01	26.42	0.67	
2017-02	27.14	0.69	
2017-03	27.93	0.72	
2017-04	27.52	0.67	
2017-05	26.87	0.61	
2017-06	27.89	0.65	
2017-07	23.13	0.36	
2017-08	22.08	0.29	
2017-09	21.52	0.24	
2017-10	22.23	0.28	
2017-11	22.84	0.3	
2017-12	21.55	0.22	
2018-01	21.6	0.22	
2018-02	19.96	0.12	
2018-03	21.96	0.23	
2018-04	23.1	0.29	
2018-05	26.27	0.46	
2018-06	25.97	0.43	
2018-07	26.92	0.48	
2018-08	25.42	0.39	
2018-09	27.32	0.49	
2018-10	27.98	0.52	
2018-11	29.23	0.58	
2018-12	27.75	0.5	
2019-01	25.15	0.36	
2019-02	28.4	0.53	
2019-03	32.72	0.75	
2019-04	34.28	0.82	
2019-05	33.1	0.75	
2019-06	33.3	0.75	
2019-07	37.14	0.93	
2019-08	37.93	0.95	
2019-09	39.2	0.99	
2019-10	42.9	1.15	
2019-11	42.47	1.1	
2019-12	39.71	0.94	
2020-01	40.59	0.95	
2020-02	48.44	1.29	
2020-03	51.73	1.4	
2020-04	58.84	1.67	
2020-05	61.17	1.71	
2020-06	68.59	1.97	
2020-07	82.05	2.44	
2020-08	92.4	2.75	
2020-09	81.02	2.2	
2020-10	87.65	2.36	
2020-11	68.24	1.56	
2020-12	67.56	1.48	
2021-01	75.73	1.72	
2021-02	73.95	1.59	
2021-03	61.91	1.13	
2021-04	66.17	1.24	
2021-05	61.39	1.04	
2021-06	58.48	0.91	
2021-07	58.45	0.88	
2021-08	56.51	0.79	
2021-09	45.09	0.42	
2021-10	46.03	0.43	
2021-11	46.47	0.43	
2021-12	44.78	0.36	
2022-01	44.39	0.34	
2022-02	40.54	0.21	
2022-03	36.15	0.07	
2022-04	28.04	-0.17	
2022-05	27.57	-0.19	
2022-06	32.6	-0.05	
2022-07	34.48	0	
2022-08	31.35	-0.09	
2022-09	29.86	-0.14	
2022-10	30.31	-0.13	
2022-11	30.62	-0.13	
2022-12	33.56	-0.05	
2023-01	36.26	0.02	
2023-02	34.93	-0.02	
2023-03	34.72	-0.03	
2023-04	37.57	0.04	
2023-05	35.23	-0.03	
2023-06	35.03	-0.04	
2023-07	35.56	-0.03	
2023-08	35.13	-0.05	
2023-09	34.59	-0.06	
2023-10	35.69	-0.03	
2023-11	37.21	0	
2023-12	36.58	-0.02	
2024-01	31.48	-0.16	
2024-02	30.26	-0.19	
2024-03	31.93	-0.15	
2024-04	30.53	-0.19	
2024-05	30.85	-0.19	
2024-06	27.58	-0.27	
2024-07	26.16	-0.31	
2024-08	25.39	-0.33	
2024-09	24.27	-0.36	
2024-10	26.93	-0.29	
2024-11	27.78	-0.27	
2024-12	28.03	-0.26	
2025-01	26.03	-0.32	
