month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2016-08	9.92	0.5	
2016-09	10.77	0.6	
2016-10	11.2	0.64	
2016-11	10.59	0.53	
2016-12	9.77	0.4	
2017-01	9.81	0.38	
2017-02	10.56	0.47	
2017-03	11.68	0.6	
2017-04	11.99	0.62	
2017-05	12.6	0.67	
2017-06	13.62	0.78	
2017-07	13.48	0.73	
2017-08	14.53	0.83	
2017-09	15.08	0.87	
2017-10	15.1	0.84	
2017-11	15.33	0.84	
2017-12	12.8	0.51	
2018-01	11.77	0.37	
2018-02	10.04	0.16	
2018-03	10.69	0.22	
2018-04	9.3	0.05	
2018-05	8.48	-0.05	
2018-06	7.93	-0.11	
2018-07	7.16	-0.2	
2018-08	6.29	-0.3	
2018-09	6.19	-0.32	
2018-10	5.28	-0.42	
2018-11	5.42	-0.41	
2018-12	5.21	-0.43	
2019-01	5.05	-0.45	
2019-02	5.96	-0.35	
2019-03	7.16	-0.22	
2019-04	7.55	-0.18	
2019-05	6.15	-0.33	
2019-06	5.96	-0.36	
2019-07	7.56	-0.19	
2019-08	9.15	-0.02	
2019-09	11.63	0.24	
2019-10	13.32	0.4	
2019-11	14.65	0.53	
2019-12	15.13	0.56	
2020-01	16.04	0.64	
2020-02	17.25	0.74	
2020-03	13.85	0.38	
2020-04	13.43	0.33	
2020-05	15.53	0.52	
2020-06	18.49	0.79	
2020-07	24.66	1.34	
2020-08	30.27	1.81	
2020-09	30.21	1.74	
2020-10	32.13	1.85	
2020-11	31.12	1.7	
2020-12	28.07	1.39	
2021-01	29.62	1.48	
2021-02	24.72	1.04	
2021-03	21.53	0.75	
2021-04	23.91	0.92	
2021-05	27.63	1.19	
2021-06	29.9	1.32	
2021-07	30	1.29	
2021-08	30.97	1.33	
2021-09	34.28	1.54	
2021-10	30.92	1.26	
2021-11	37.01	1.66	
2021-12	40.16	1.83	
2022-01	37.54	1.61	
2022-02	32.6	1.23	
2022-03	27.93	0.89	
2022-04	23.79	0.6	
2022-05	26.99	0.8	
2022-06	27.63	0.82	
2022-07	23.98	0.56	
2022-08	25.68	0.66	
2022-09	22.93	0.47	
2022-10	18.55	0.18	
2022-11	14.8	-0.06	
2022-12	13.16	-0.17	
2023-01	13.85	-0.13	
2023-02	16.24	0.02	
2023-03	15.64	-0.02	
2023-04	15.6	-0.03	
2023-05	13.65	-0.15	
2023-06	13.71	-0.15	
2023-07	13.65	-0.15	
2023-08	12.38	-0.23	
2023-09	11.7	-0.27	
2023-10	13.2	-0.18	
2023-11	13.98	-0.13	
2023-12	13.93	-0.14	
2024-01	13.72	-0.15	
2024-02	11.89	-0.27	
2024-03	13.03	-0.2	
2024-04	11.66	-0.28	
2024-05	12.53	-0.23	
2024-06	13.58	-0.17	
2024-07	16.18	-0.01	
2024-08	15.4	-0.06	
2024-09	14.66	-0.11	
2024-10	17.49	0.06	
2024-11	18.54	0.11	
2024-12	20.24	0.21	
2025-01	19.47	0.16	
2025-02	22.09	0.3	
