month	ct_avg_Tdx收盘价	人均持股
2008-05	31.41	0	
2008-06	29.01	5198	
2008-09	25.52	10299	
2008-12	23.51	6494	
2009-03	28.72	2800	
2009-06	14.23	3548	
2009-09	18.82	4419	
2009-12	26.27	7598	
2010-03	26.69	7916	
2010-06	31.5	8681	
2010-09	36.96	12924	
2010-12	53.39	12081	
2011-03	48.48	8941	
2011-06	24.25	37901	
2011-09	24.81	36099	
2011-12	24.35	41607	
2012-01	22.33	40560	
2012-03	26.31	43791	
2012-06	33.16	54917	
2012-09	37.68	56082	
2012-12	36.81	59551	
2013-03	45.48	50929	
2013-06	36.18	45496	
2013-09	40.75	47544	
2013-12	35.98	36107	
2014-03	26.1	18173	
2014-06	26.9	20069	
2014-09	27.73	19673	
2014-12	25.93	19947	
2015-03	31.12	24330	
2015-06	40.11	23885	
2015-09	23.09	25021	
2015-12	33.56	24936	
2016-03	24.62	22092	
2016-06	28.59	27470	
2016-09	29.93	31864	
2016-12	27.16	25954	
2017-03	32.47	35888	
2017-04	32.33	53855	
2017-06	18.84	58017	
2017-09	20.86	40551	
2017-12	17.71	31928	
2018-03	14.79	24206.5	
2018-04	12.86	22808	
2018-05	11.7	22332.5	
2018-06	10.88	22833.5	
2018-07	9.83	23639.5	
2018-08	8.63	23962	
2018-09	8.5	24205.67	
2018-10	7.25	24477.5	
2018-11	7.44	24781.67	
2018-12	7.15	24951.33	
2019-01	6.93	25183.5	
2019-02	8.18	25733	
2019-03	9.83	25434	
2019-04	10.35	26672.67	
2019-05	8.44	27479	
2019-06	8.12	26376.5	
2019-07	10.25	29254	
2019-08	12.41	28984	
2019-09	15.76	25951	
2019-10	18.06	25553.67	
2019-11	19.86	25743.5	
2019-12	20.51	23867	
2020-01	21.75	29919.67	
2020-02	23.39	22853	
2020-03	18.77	16639	
2020-04	18.21	15980	
2020-05	21	16332.67	
2020-06	24.94	19156.67	
2020-07	33.27	14483	
2020-08	40.83	11440	
2020-09	40.76	12422.67	
2020-10	43.35	14005	
2020-11	41.99	10280.67	
2020-12	37.87	7992.33	
2021-01	39.96	7713	
2021-02	33.34	6913.33	
2021-03	29.05	6824.67	
2021-04	32.25	7955.33	
2021-05	37.21	9534	
2021-06	40.18	9991.67	
2021-07	40.32	10482	
2021-08	41.62	13377.67	
2021-09	46.07	12335.33	
2021-10	41.56	12286.33	
2021-11	49.74	13737.5	
2021-12	53.97	16512	
2022-01	50.45	16166.5	
2022-02	43.81	14807	
2022-03	38	12627	
2022-04	31.97	12482	
2022-05	36.23	13296	
2022-06	36.93	8670	
2022-09	30.65	8211	
2022-10	24.8	7835.5	
2022-11	19.79	6189.5	
2022-12	17.6	5729.5	
2023-01	18.51	5585	
2023-02	21.71	5410	
2023-03	20.9	5744	
2023-04	20.85	5701	
2023-05	18.24	5873	
2023-06	18.23	5875	
2023-07	18.15	5941	
2023-08	16.46	5932	
2023-09	15.56	6067	
2023-10	17.55	6452	
2023-11	18.58	7095	
2023-12	18.52	7711	
2024-01	18.25	7586	
2024-03	17.32	7457	
2024-04	15.5	7271	
2024-05	16.65	8011	
2024-06	17.94	8869	
2024-07	21.39	9866	
2024-08	20.33	10105	
2024-09	19.33	9558	
2024-10	23.06	9626	
2024-11	24.44	9069	
2024-12	26.58	9380.5	
