month	ct_avg_前复权价格	股东人数
2008-05	1.01	7638	
2008-06	0.93	4617	
2008-09	0.82	2913	
2008-12	0.76	4620	
2009-03	0.92	10713	
2009-06	0.93	16913	
2009-09	1.22	13579	
2009-12	1.71	7897	
2010-03	2.15	11370	
2010-06	3.08	10367	
2010-09	3.61	6964	
2010-12	5.22	7450	
2011-03	4.74	10066	
2011-06	4.38	13540	
2011-09	4.87	14216	
2011-12	4.79	13093	
2012-01	4.39	13431	
2012-03	5.18	12440	
2012-06	6.52	10014	
2012-09	7.45	9806	
2012-12	7.27	9221	
2013-03	8.99	10782	
2013-06	12.9	26166	
2013-09	14.53	25039	
2013-12	12.83	32898	
2014-03	9.3	65364	
2014-06	9.62	60266	
2014-09	9.92	61479	
2014-12	9.28	60697	
2015-03	11.13	50231	
2015-06	14.37	51299	
2015-09	8.28	49020	
2015-12	12.03	49244	
2016-03	8.83	57403	
2016-06	10.27	46166	
2016-09	10.77	39645	
2016-12	9.77	48712	
2017-03	11.68	35300	
2017-04	11.99	35173.5	
2017-06	13.62	46884	
2017-09	15.08	67078	
2017-12	12.8	85297	
2018-03	10.69	112602	
2018-04	9.3	119435.5	
2018-05	8.48	121955.5	
2018-06	7.93	119352.5	
2018-07	7.16	115252.5	
2018-08	6.29	113700.33	
2018-09	6.19	112555.67	
2018-10	5.28	111311	
2018-11	5.42	109939.33	
2018-12	5.21	109191.33	
2019-01	5.05	108185	
2019-02	5.96	105882	
2019-03	7.16	107271	
2019-04	7.55	102217.33	
2019-05	6.15	99148	
2019-06	5.96	104122	
2019-07	7.56	94572.33	
2019-08	9.15	95468	
2019-09	11.63	106576.5	
2019-10	13.32	108573	
2019-11	14.65	107440	
2019-12	15.13	114950	
2020-01	16.04	91461.33	
2020-02	17.25	119198	
2020-03	13.85	164028.67	
2020-04	13.43	170381.5	
2020-05	15.53	166727.33	
2020-06	18.49	143049	
2020-07	24.66	191168.67	
2020-08	30.27	242201.67	
2020-09	30.21	222806.67	
2020-10	32.13	198044	
2020-11	31.12	276638.33	
2020-12	28.07	347091.67	
2021-01	29.62	362729	
2021-02	24.72	403560.67	
2021-03	21.53	408665.67	
2021-04	23.91	354359	
2021-05	27.63	292607.33	
2021-06	29.9	287390	
2021-07	30	284071.5	
2021-08	30.97	224064.33	
2021-09	34.28	241737.67	
2021-10	30.92	242542	
2021-11	37.01	220330	
2021-12	40.16	179098.5	
2022-01	37.54	181700	
2022-02	32.6	198374	
2022-03	27.93	232624	
2022-04	23.79	235331	
2022-05	26.99	221048.5	
2022-06	27.63	346563	
2022-09	22.93	365913	
2022-10	18.55	383685.5	
2022-11	14.8	486927.5	
2022-12	13.16	524569	
2023-01	13.85	538256	
2023-02	16.24	555647	
2023-03	15.64	523319	
2023-04	15.6	527260	
2023-05	13.65	511869	
2023-06	13.71	502193	
2023-07	13.65	496600	
2023-08	12.38	497366	
2023-09	11.7	486286	
2023-10	13.2	457290	
2023-11	13.98	415872	
2023-12	13.93	386707	
2024-01	13.72	397191	
2024-03	13.03	403632	
2024-04	11.66	413998	
2024-05	12.53	375719	
2024-06	13.58	339367	
2024-07	16.18	305098	
2024-08	15.4	297867	
2024-09	14.66	314932	
2024-10	17.49	314331	
2024-11	18.54	333637	
2024-12	20.24	323005.5	
