month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2010-06	3.08	96.99	
2010-07	2.76	78.65	
2010-08	2.96	88.92	
2010-09	3.61	97.42	
2010-10	3.72	93.97	
2010-11	4.6	97.36	
2010-12	5.22	97.24	
2011-01	4.69	80.31	
2011-02	4.61	75.42	
2011-03	4.74	73.37	
2011-04	4.37	43.23	
2011-05	4.09	14.29	
2011-06	4.38	15.56	
2011-07	5.26	59.27	
2011-08	5.29	70.34	
2011-09	4.87	59.14	
2011-10	4.84	51.84	
2011-11	5.25	74.96	
2011-12	4.79	36.69	
2012-01	4.39	-4.35	
2012-02	5	15.18	
2012-03	5.18	55.72	
2012-04	5.18	64.92	
2012-05	5.72	81.41	
2012-06	6.52	96.61	
2012-07	7.08	92.86	
2012-08	7.57	95.22	
2012-09	7.45	85.58	
2012-10	7.56	87.65	
2012-11	7	56.17	
2012-12	7.27	58.29	
2013-01	7.32	59.87	
2013-02	7.37	54.23	
2013-03	8.99	89.67	
2013-04	9.61	95.68	
2013-05	12.49	98.94	
2013-06	12.9	92.02	
2013-07	13.26	90.84	
2013-08	14.85	94.64	
2013-09	14.53	86.94	
2013-10	13.63	71.18	
2013-11	12.99	49.62	
2013-12	12.83	33.4	
2014-01	11.83	4.8	
2014-02	10.68	-23.88	
2014-03	9.3	-46.47	
2014-04	10.07	-40.94	
2014-05	9.86	-55.85	
2014-06	9.62	-76.16	
2014-07	9.03	-86.96	
2014-08	9.59	-65.22	
2014-09	9.92	-44.05	
2014-10	9.76	-39.93	
2014-11	9.44	-56.7	
2014-12	9.28	-67.55	
2015-01	10.2	-34.55	
2015-02	10.37	20	
2015-03	11.13	50.08	
2015-04	12.14	73.77	
2015-05	12.94	85.04	
2015-06	14.37	85.59	
2015-07	11.05	43.05	
2015-08	10.14	10.5	
2015-09	8.28	-29.73	
2015-10	9.28	-30.99	
2015-11	10.82	-16.16	
2015-12	12.03	31.72	
2016-01	10.12	0.98	
2016-02	10.45	-16.55	
2016-03	8.83	-60.29	
2016-04	9.84	-50.58	
2016-05	9.94	-46.6	
2016-06	10.27	-26.96	
2016-07	9.94	-29.97	
2016-08	9.92	-41.34	
2016-09	10.77	36.65	
2016-10	11.2	60.71	
2016-11	10.59	42.17	
2016-12	9.77	-15.18	
2017-01	9.81	-34.13	
2017-02	10.56	2.58	
2017-03	11.68	61.65	
2017-04	11.99	77.73	
2017-05	12.6	92.14	
2017-06	13.62	96.96	
2017-07	13.48	89.07	
2017-08	14.53	96.78	
2017-09	15.08	90.22	
2017-10	15.1	88.5	
2017-11	15.33	89.37	
2017-12	12.8	33.76	
2018-01	11.77	-7.75	
2018-02	10.04	-38.16	
2018-03	10.69	-47.28	
2018-04	9.3	-69.3	
2018-05	8.48	-79.83	
2018-06	7.93	-88.3	
2018-07	7.16	-90.71	
2018-08	6.29	-96.47	
2018-09	6.19	-94.17	
2018-10	5.28	-98.16	
2018-11	5.42	-89.85	
2018-12	5.21	-95.98	
2019-01	5.05	-93.99	
2019-02	5.96	-63.75	
2019-03	7.16	-13.14	
2019-04	7.55	14.62	
2019-05	6.15	-7.41	
2019-06	5.96	-32.75	
2019-07	7.56	29.66	
2019-08	9.15	60.67	
2019-09	11.63	84.69	
2019-10	13.32	89.53	
2019-11	14.65	92.09	
2019-12	15.13	93.22	
2020-01	16.04	94.92	
2020-02	17.25	96.65	
2020-03	13.85	65.75	
2020-04	13.43	40.48	
2020-05	15.53	61.31	
2020-06	18.49	83.48	
2020-07	24.66	94.56	
2020-08	30.27	97.83	
2020-09	30.21	89	
2020-10	32.13	95.81	
2020-11	31.12	84.65	
2020-12	28.07	57.76	
2021-01	29.62	61.56	
2021-02	24.72	20.3	
2021-03	21.53	-10.71	
2021-04	23.91	-13.95	
2021-05	27.63	12	
2021-06	29.9	43.03	
2021-07	30	47.56	
2021-08	30.97	51.87	
2021-09	34.28	64.02	
2021-10	30.92	48.44	
2021-11	37.01	77.44	
2021-12	40.16	90.61	
2022-01	37.54	78.85	
2022-02	32.6	44.64	
2022-03	27.93	4.74	
2022-04	23.79	-29.61	
2022-05	26.99	-32.28	
2022-06	27.63	-40.43	
2022-07	23.98	-69.05	
2022-08	25.68	-67	
2022-09	22.93	-82.4	
2022-10	18.55	-95.14	
2022-11	14.8	-98.33	
2022-12	13.16	-98.17	
2023-01	13.85	-85.32	
2023-02	16.24	-67.1	
2023-03	15.64	-62.85	
2023-04	15.6	-51.6	
2023-05	13.65	-76.96	
2023-06	13.71	-78.57	
2023-07	13.65	-81	
2023-08	12.38	-92.66	
2023-09	11.7	-89.87	
2023-10	13.2	-66.76	
2023-11	13.98	-33.81	
2023-12	13.93	-20.83	
2024-01	13.72	-4.71	
2024-02	11.89	-57.27	
2024-03	13.03	-45.71	
2024-04	11.66	-78.48	
2024-05	12.53	-68.26	
2024-06	13.58	-23.31	
2024-07	16.18	37.66	
2024-08	15.4	63.03	
2024-09	14.66	53.9	
2024-10	17.49	83.73	
2024-11	18.54	95.07	
2024-12	20.24	97.48	
2025-01	19.47	85.12	
2025-02	22.09	98.57	
