month	ct_avg_Tdx收盘价	人均持股
2012-05	34.78	1345	
2012-06	38.09	3471	
2012-09	24.63	3257	
2012-12	20.64	2779	
2013-03	24.78	3133	
2013-06	14.4	8252	
2013-09	15.69	12201	
2013-12	17.56	13337	
2014-03	21.17	13686	
2014-06	21	19815	
2014-09	24.27	25363	
2014-12	24.28	27832	
2015-03	30.32	26932	
2015-06	22.54	48809	
2015-12	14.75	21244	
2016-03	8.99	19376	
2016-06	11.92	24089	
2016-09	12.4	26837	
2016-12	11.83	34977	
2017-03	13.94	45396	
2017-06	12.36	44578	
2017-09	15.16	35023	
2017-12	20.3	30401	
2018-03	20.95	33460	
2018-06	12.81	26898	
2018-09	12.25	26927	
2018-12	10.66	26691	
2019-03	14.97	33758	
2019-06	12.46	29989	
2019-09	14.21	33340	
2019-12	14.82	30768	
2020-03	22.57	25398	
2020-06	22.86	24374	
2020-09	29.21	18717	
2020-12	30.94	22570	
2021-03	33.35	24984	
2021-06	45.07	25745	
2021-09	70.51	24962	
2021-12	70.04	28120	
2022-03	61.27	30628	
2022-06	62.33	31979	
2022-09	74.4	33034	
2022-12	66.33	34093	
2023-03	65.08	36185	
2023-06	66.96	40359	
2023-09	51.54	30488	
2023-12	41.27	25826	
2024-03	36.83	21901	
2024-06	31.45	17911	
2024-09	23.35	17270	
