month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2014-06	1.6	98.12	
2014-07	1.65	92.86	
2014-08	1.91	98.85	
2014-09	2.16	97.45	
2014-10	2.2	93.55	
2014-11	2.23	94.42	
2014-12	2.16	81.79	
2015-01	2.13	63.21	
2015-02	2.43	87.02	
2015-03	2.79	98.13	
2015-04	3.58	98.09	
2015-05	4.16	95.67	
2015-06	4.59	94.64	
2015-07	5.09	96.35	
2015-08	5.09	90.99	
2015-09	5.09	86.34	
2015-10	3.26	33.72	
2015-11	3.13	5.06	
2015-12	2.9	-22.13	
2016-01	2.03	-49.29	
2016-02	1.83	-58.51	
2016-03	1.77	-67.24	
2016-04	1.9	-66.92	
2016-05	1.69	-86.06	
2016-06	2.36	-49.38	
2016-07	2.52	-18.79	
2016-08	2.43	-11.88	
2016-09	2.45	-4.02	
2016-10	2.61	29.13	
2016-11	2.52	19.6	
2016-12	2.34	-0.08	
2017-01	2.35	1.83	
2017-02	2.42	11.66	
2017-03	2.76	46.08	
2017-04	2.68	49.16	
2017-05	2.55	41.29	
2017-06	2.45	-3.49	
2017-07	2.67	39.92	
2017-08	2.94	74.92	
2017-09	3.02	88.56	
2017-10	3.25	95.9	
2017-11	3.86	97.16	
2017-12	4.05	94.39	
2018-01	3.94	85.84	
2018-02	3.32	54.76	
2018-03	4.18	79.3	
2018-04	4.63	93.85	
2018-05	4.8	91.64	
2018-06	3.33	35.71	
2018-07	3.63	17.04	
2018-08	3.36	-11.65	
2018-09	3.18	-35.39	
2018-10	2.44	-63.29	
2018-11	2.76	-68.14	
2018-12	2.77	-71.47	
2019-01	2.59	-86.73	
2019-02	3.26	-41.96	
2019-03	3.89	10.8	
2019-04	3.58	22.96	
2019-05	3.11	-9.06	
2019-06	3.27	3.57	
2019-07	3.21	-3.46	
2019-08	3.57	41.84	
2019-09	3.73	67.46	
2019-10	3.87	77.68	
2019-11	3.8	75.6	
2019-12	3.89	73.82	
2020-01	4.68	94.98	
2020-02	6.06	98.97	
2020-03	5.92	87.82	
2020-04	5.41	77.13	
2020-05	6.07	88.69	
2020-06	6.01	84.73	
2020-07	6.75	91.19	
2020-08	6.61	86.18	
2020-09	7.7	96.67	
2020-10	8.08	91.63	
2020-11	7.74	82.99	
2020-12	8.15	86.1	
2021-01	10.1	98.79	
2021-02	10.68	93.15	
2021-03	8.79	68.13	
2021-04	9.15	65.48	
2021-05	10.37	87	
2021-06	11.88	95.45	
2021-07	14.11	96.02	
2021-08	17.18	96.27	
2021-09	18.63	92.32	
2021-10	18.92	90.4	
2021-11	19.77	91.48	
2021-12	18.51	73.64	
2022-01	15.9	40.84	
2022-02	15.51	19.25	
2022-03	16.14	15.92	
2022-04	13.69	-19.03	
2022-05	14.12	-28.43	
2022-06	16.55	-1.78	
2022-07	18.39	37.24	
2022-08	20.08	52.44	
2022-09	19.76	56	
2022-10	18.61	47.49	
2022-11	18.76	47.04	
2022-12	17.61	26.75	
2023-01	17.48	8.65	
2023-02	18.11	25.36	
2023-03	17.28	-4.11	
2023-04	18.29	15.69	
2023-05	18.71	34.78	
2023-06	17.89	15.22	
2023-07	17.58	3.27	
2023-08	15.5	-72.2	
2023-09	13.77	-95.94	
2023-10	11.93	-99.05	
2023-11	11.86	-92.41	
2023-12	11.03	-96.3	
2024-01	10.33	-96.18	
2024-02	9.11	-95.54	
2024-03	9.84	-85.33	
2024-04	8.71	-96.7	
2024-05	8.9	-87.68	
2024-06	8.58	-91.63	
2024-07	7.92	-94.1	
2024-08	7.11	-98.54	
2024-09	6.37	-96.48	
2024-10	9.71	-43.8	
2024-11	9.8	-12.54	
2024-12	9.15	-7.22	
2025-01	8.19	-30.06	
2025-02	8.64	-18.75	
