month	ct_avg_Tdx收盘价	股东人数
2002-09	13.73	30020	
2002-12	10.38	30365	
2003-03	10.38	31787	
2003-06	8.58	31560	
2003-09	5.24	31814	
2003-12	4.85	33297	
2004-03	5.59	35474	
2004-06	4.79	35135	
2004-09	4.44	34454	
2004-12	3.46	34143	
2005-03	2.82	34110	
2005-06	1.46	31839	
2005-09	1.84	28620	
2005-12	1.57	28294	
2006-03	1.46	26451	
2006-06	2.2	19818	
2006-09	2.16	18678	
2006-12	2.57	16075	
2007-06	8.18	26893	
2007-09	8.89	25800	
2007-12	8.56	30161	
2008-03	7.85	39673	
2008-06	4.24	41947	
2008-09	2.51	37416	
2008-12	2.23	36696	
2009-03	3.07	33577	
2009-06	5.86	32190	
2009-09	5.85	27632	
2009-12	8.05	24871	
2010-06	6.71	26295	
2010-09	7.8	26708	
2010-12	7.56	30974	
2011-03	7.48	29622	
2011-06	7.05	27831	
2011-09	6.78	26380	
2011-12	5.42	25348	
2012-03	5.03	24889	
2012-06	4.99	24134	
2012-09	5.39	23189	
2012-12	5.88	29159	
2013-03	6.81	32730	
2013-06	8	37253	
2013-09	8.97	38169	
2013-12	8.16	35330	
2014-03	9.59	29200	
2014-06	7.33	36603	
2014-09	9	33326	
2014-12	8.73	26801	
2015-03	11.05	35829	
2015-06	16.29	29973	
2015-12	17.79	40579	
2016-03	13.61	36463	
2016-06	13.06	34402	
2016-09	12.63	30593	
2016-12	11.91	29545	
2017-03	12.09	28912	
2017-06	10.08	27399	
2017-09	13.76	20926	
2017-12	13.26	22402	
2018-09	5.9	28843	
2018-12	5.13	29781	
2019-03	6.12	35220	
2019-06	4.9	35006	
2019-09	4.37	32503	
2019-12	4.09	35324	
2020-03	5.49	33336	
2020-06	5.14	46822	
2020-09	8.84	60316	
2020-12	6.62	65756	
2021-03	8.66	34743	
2021-06	11.24	34815	
2021-09	11.61	35629	
2021-12	7.32	44195	
2022-03	3.73	65058	
2022-06	3.3	65886	
2022-07	3.19	65146	
2022-08	3.37	63584	
2022-09	3.68	63626.33	
2022-10	4.07	75783.5	
2022-11	4.22	80235	
2022-12	4.9	115306	
2023-02	4.46	111796	
2023-03	4.26	120172	
2023-04	4.7	121995	
2023-06	4.19	111167	
2023-09	4.01	105634	
2023-12	3.85	98840	
2024-03	3.64	94848	
2024-06	3.31	90304	
2024-08	3.33	87511	
2024-09	3.16	86912	
