month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2011-03	7.48	1.29	0.32	-25.23	0.63	-27.52	
2011-04	7.51	1.29	0.34	-16.52	0.63	-20.53	
2011-05	7.48	1.29	0.35	0.89	0.61	-15.6	
2011-06	7.05	1.21	0.29	-59.65	0.51	-71.26	
2011-07	7.23	1.24	0.33	-56.59	0.55	-61.86	
2011-08	6.67	1.14	0.24	-85.38	0.41	-87.34	
2011-09	6.78	1.17	0.26	-87.08	0.44	-83.21	
2011-10	6.32	1.09	0.19	-98.55	0.35	-94.31	
2011-11	6.59	1.14	0.25	-85.71	0.39	-83.85	
2011-12	5.42	0.93	0.04	-95.37	0.13	-94.4	
2012-01	4.14	0.7	-0.2	-94.83	-0.15	-94.35	
2012-02	5.17	0.89	0.01	-81.61	0.09	-80.76	
2012-03	5.03	0.87	-0.02	-80.64	0.05	-80.16	
2012-04	5.01	0.86	-0.02	-79.83	0.04	-77.73	
2012-05	4.98	0.86	-0.03	-74.02	0.04	-71.14	
2012-06	4.99	0.86	-0.02	-62.22	0.04	-62.28	
2012-07	4.85	0.83	-0.05	-78.12	-0.01	-74.31	
2012-08	4.58	0.81	-0.1	-86.89	-0.04	-80.2	
2012-09	5.39	0.93	0.05	-31.79	0.11	-16.52	
2012-10	5.49	0.94	0.07	5.46	0.12	7.44	
2012-11	5.75	0.99	0.12	28.77	0.16	30.03	
2012-12	5.88	1.01	0.15	43.84	0.19	46.26	
2013-01	6.27	1.08	0.22	65.54	0.26	69.29	
2013-02	6.26	1.08	0.22	75.66	0.26	77.08	
2013-03	6.81	1.17	0.32	88.39	0.34	88.18	
2013-04	9.61	1.65	0.84	91.86	0.88	92.01	
2013-05	9.07	1.56	0.72	87.01	0.73	88.03	
2013-06	8	1.38	0.51	74.42	0.52	74.37	
2013-07	7.13	1.23	0.33	47.17	0.35	47.4	
2013-08	7.86	1.35	0.46	55.64	0.47	54.95	
2013-09	8.97	1.54	0.65	79.09	0.64	78.99	
2013-10	8.13	1.4	0.48	62.3	0.47	62.5	
2013-11	8.6	1.48	0.55	64.67	0.54	64.75	
2013-12	8.16	1.4	0.45	53.73	0.43	53.98	
2014-01	7.06	1.21	0.25	-4.89	0.22	-5.53	
2014-02	8.14	1.4	0.42	-1.12	0.4	-1.4	
2014-03	9.59	1.65	0.65	54.08	0.63	54.25	
2014-04	7.98	1.37	0.35	35.29	0.34	35.54	
2014-05	7.34	1.26	0.24	-17.81	0.22	-18.17	
2014-06	7.33	1.26	0.22	-41.12	0.2	-39.55	
2014-07	7.76	1.34	0.28	-27.6	0.26	-26.55	
2014-08	8.15	1.4	0.33	6.38	0.31	6.38	
2014-09	9	1.55	0.45	42.05	0.44	42.26	
2014-10	9.01	1.54	0.43	56.05	0.4	56.25	
2014-11	9.39	1.6	0.48	76.87	0.44	75.98	
2014-12	8.73	1.48	0.36	61.84	0.32	59.32	
2015-01	8.32	1.41	0.28	22.01	0.25	15.36	
2015-02	8.52	1.45	0.3	26.96	0.27	18.87	
2015-03	11.05	1.88	0.66	78.21	0.62	75.08	
2015-04	12.71	2.16	0.88	95.79	0.83	94.64	
2015-05	13.83	2.35	1.01	95.76	0.96	95.58	
2015-06	16.29	2.77	1.32	100	1.27	97.53	
2015-12	17.79	2.87	1.48	98.81	1.17	78.03	
2016-01	12.25	2.08	0.69	74.02	0.58	13.35	
2016-02	14.14	2.4	0.92	75.36	0.8	-8.21	
2016-03	13.61	2.31	0.84	72.44	0.72	-26.01	
2016-04	13.49	2.3	0.81	66.52	0.72	-34.15	
2016-05	12.07	2.04	0.61	24.29	0.51	-62.63	
2016-06	13.06	2.15	0.73	25.71	0.58	-59.2	
2016-07	13.74	2.34	0.81	46.98	0.71	-26.57	
2016-08	13.23	2.25	0.73	31.41	0.63	-27.56	
2016-09	12.63	2.15	0.65	-6.43	0.55	-55.89	
2016-10	12.84	2.18	0.67	-18.36	0.56	-63.45	
2016-11	12.88	2.19	0.66	-17.53	0.54	-59.5	
2016-12	11.91	2.02	0.53	-60.63	0.41	-87.05	
2017-01	11.41	1.94	0.46	-72.67	0.34	-91.22	
2017-02	11.81	2.01	0.5	-61.46	0.38	-80.31	
2017-03	12.09	2.06	0.53	-43.25	0.39	-64.79	
2017-04	11.99	2.04	0.5	-38.34	0.36	-56.89	
2017-05	10.72	1.82	0.33	-82.81	0.21	-88.97	
2017-06	10.08	1.71	0.24	-87.46	0.12	-91.15	
2017-07	10.33	1.76	0.26	-86.99	0.14	-87.54	
2017-08	12.2	2.07	0.47	-32.69	0.34	-35.29	
2017-09	13.76	2.34	0.63	15.39	0.5	13.39	
2017-10	14.06	2.39	0.65	39.08	0.51	37.81	
2017-11	13.71	2.33	0.58	49.88	0.47	49.35	
2017-12	13.26	2.26	0.51	53.74	0.41	53.7	
2018-01	12.29	2.03	0.39	24.88	0.26	14.94	
2018-08	6.8	1.41	-0.23	-26.61	-0.13	-80.16	
2018-09	5.9	1	-0.34	-64.99	-0.39	-96.19	
2018-10	5.32	0.9	-0.4	-84.18	-0.45	-96.87	
