month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2012-07	1.92	0.67	-0.51	-77.11	0.02	-64.94	
2012-08	1.88	0.66	-0.51	-84.98	0	-77.72	
2012-09	1.87	0.66	-0.5	-83.75	0.02	-78.88	
2012-10	1.95	0.68	-0.47	-63.34	0.05	-61.95	
2012-11	2.06	0.72	-0.43	-23.13	0.11	-15.54	
2012-12	2.17	0.76	-0.4	12.67	0.17	23.43	
2013-01	2.35	0.82	-0.34	32.68	0.26	48.84	
2013-02	2.39	0.84	-0.32	41.31	0.29	61.49	
2013-03	2.57	0.9	-0.26	57.14	0.36	74.74	
2013-04	2.76	0.98	-0.2	76.54	0.48	84.52	
2013-05	2.92	1.04	-0.15	88.6	0.55	90.75	
2013-06	2.45	0.87	-0.29	60.99	0.3	65.13	
2013-07	2.24	0.8	-0.35	19.26	0.18	25.97	
2013-08	2.24	0.8	-0.34	-1.83	0.18	5.48	
2013-09	2.3	0.82	-0.32	3.15	0.21	7.38	
2013-10	2.37	0.84	-0.3	5.36	0.22	8.13	
2013-11	2.36	0.84	-0.3	7.01	0.2	8.42	
2013-12	2.34	0.83	-0.31	-1.14	0.19	-1.38	
2014-01	2.35	0.83	-0.3	-21.51	0.17	-19.3	
2014-02	2.65	0.94	-0.22	40.96	0.32	41.63	
2014-03	2.58	0.92	-0.24	52.14	0.28	53.95	
2014-04	2.54	0.92	-0.25	52.64	0.26	58.25	
2014-05	2.36	0.86	-0.3	2.99	0.18	16.56	
2014-06	2.29	0.83	-0.32	-23.21	0.12	-8.93	
2014-07	2.34	0.87	-0.31	-22.82	0.18	8.89	
2014-08	2.6	0.91	-0.24	26.38	0.21	51.83	
2014-09	2.68	0.97	-0.21	67.98	0.29	78.91	
2014-10	3.01	1.09	-0.12	88.39	0.43	90.63	
2014-11	3.23	1.17	-0.06	96.97	0.52	95.09	
2014-12	3.73	1.36	0.09	98.8	0.74	98.33	
2015-01	3.95	1.43	0.14	93.44	0.81	93.17	
2015-02	4.24	1.54	0.22	90.3	0.93	90.3	
2015-03	5.52	2	0.57	98.9	1.44	98.74	
2015-04	6.3	2.31	0.78	97.53	1.78	97.7	
2015-05	6.24	2.3	0.74	91.34	1.71	91.83	
2015-06	6.79	2.5	0.88	93.88	1.87	94.05	
2015-07	5.21	1.92	0.44	55.78	1.18	56.44	
2015-08	4.9	1.8	0.35	32.02	1.02	33.89	
2015-09	4	1.47	0.11	-9.06	0.63	-8.17	
2015-10	4.08	1.5	0.14	-17.23	0.67	-16.7	
2015-11	4.1	1.51	0.15	-25.6	0.66	-24.7	
2015-12	4.18	1.54	0.17	-29.35	0.69	-28.88	
2016-01	3.7	1.36	0.05	-50.45	0.48	-50.31	
2016-02	3.85	1.42	0.09	-60.24	0.54	-59.05	
2016-03	3.88	1.43	0.11	-69.26	0.54	-65.64	
2016-04	3.71	1.37	0.06	-84.91	0.47	-82.68	
2016-05	3.38	1.27	-0.03	-93.62	0.35	-92.31	
2016-06	3.32	1.25	-0.04	-92.41	0.33	-92.14	
2016-07	3.47	1.31	0.01	-78.61	0.39	-76.19	
2016-08	3.43	1.29	0.01	-76.19	0.36	-76.44	
2016-12	3.44	1.29	0.01	-74.73	0.33	-44.03	
2017-01	3.43	1.29	0.02	-76.04	0.33	-51.89	
2017-02	3.62	1.36	0.07	-38.89	0.39	11.26	
2017-03	3.57	1.35	0.06	-26.94	0.36	26.86	
2017-04	3.59	1.34	0.07	-9.38	0.34	34.57	
2017-07	3.61	1.33	0.06	-11.16	0.29	14.07	
2017-08	3.63	1.4	0.07	4.35	0.36	64.48	
2017-09	3.57	1.38	0.05	-0.89	0.33	67.39	
2017-10	4.09	1.57	0.2	38.92	0.5	87.03	
2017-11	4.57	1.76	0.33	62.54	0.66	93.22	
2017-12	4.02	1.55	0.17	51.66	0.45	74.15	
2018-01	3.88	1.49	0.13	33.77	0.38	56.01	
2018-02	3.48	1.34	0.01	-10.48	0.24	7.8	
2018-03	3.68	1.42	0.07	-12.21	0.3	8.52	
2018-04	3.36	1.29	-0.02	-47.27	0.17	-33.78	
2018-05	3.27	1.26	-0.04	-57.79	0.15	-51.91	
2018-06	3	1.19	-0.12	-67.41	0.08	-63.08	
2018-07	2.87	1.14	-0.16	-74.27	0.04	-66.84	
2018-08	2.83	1.12	-0.17	-90.1	0.01	-80.82	
2018-09	2.76	1.1	-0.18	-94.08	-0.01	-88.72	
2018-10	2.49	0.99	-0.25	-97.37	-0.11	-96.23	
2018-11	2.52	1	-0.24	-89.61	-0.11	-89.25	
2018-12	2.45	0.97	-0.25	-95.8	-0.13	-95.27	
2019-01	2.7	1.07	-0.17	-60.02	-0.04	-60.39	
2019-02	3.2	1.27	-0.01	-16.61	0.12	-13.93	
2019-03	3.86	1.53	0.19	27.08	0.34	29.55	
2019-04	3.87	1.55	0.19	48.51	0.35	50.3	
2019-05	3.41	1.39	0.06	41.88	0.2	47.5	
2019-06	3.25	1.32	0.01	29.89	0.14	41.92	
2019-07	3.39	1.38	0.05	43.75	0.18	53.38	
2019-08	3.3	1.34	0.02	29.99	0.15	40.38	
2019-09	3.6	1.47	0.12	51.61	0.25	58.84	
2019-10	3.43	1.4	0.07	48.66	0.19	55.7	
2019-11	3.55	1.45	0.11	53.49	0.23	61.65	
