month	ct_avg_Tdx收盘价	股东人数
2012-03	8.86	296	
2012-06	7.74	308	
2012-09	5.63	302	
2012-12	5.82	301	
2013-03	5.87	303	
2013-06	8.11	299	
2013-09	8.52	297	
2013-12	8.8	290	
2014-03	7.47	292	
2014-06	7.4	292	
2014-09	8.28	293	
2014-12	8.69	290	
2015-03	9.41	299	
2015-06	15.29	295	
2015-09	18.07	291	
2015-12	22.26	291	
2016-03	19.48	289	
2016-06	22.86	285	
2016-09	22.74	268	
2016-12	23.73	264	
2017-03	26	257	
2017-06	27.19	248	
2017-09	26.44	248	
2017-12	24.28	246	
2018-03	21.9	242	
2018-06	14.57	248	
2018-09	10.37	254	
2018-12	10.41	254	
2019-02	11.44	257	
2019-06	10.8	256	
2019-09	12.17	259	
2019-12	11.62	261	
2020-03	11.36	260	
2020-06	9.38	259	
2020-09	10.15	259	
2020-12	13.43	258	
2021-03	10.59	258	
2021-06	12.13	262	
2021-09	17.81	257	
2021-12	15.86	259	
2022-03	11.75	258	
2022-06	16.57	265	
