month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2017-03	6.29	-87.5	
2017-04	6.11	-87.9	
2017-05	5.58	-95.54	
2017-06	5.63	-90.02	
2017-07	5.77	-76.23	
2017-08	5.89	-62.11	
2017-09	5.95	-44.56	
2017-10	5.81	-58.46	
2017-11	5.64	-76.7	
2017-12	5.39	-89.41	
2018-01	5.44	-82.47	
2018-02	5.13	-91.55	
2018-03	5	-95.66	
2018-04	4.8	-99.35	
2018-05	4.82	-90.54	
2018-06	4.52	-97.77	
2018-07	4.38	-91.56	
2018-08	4.38	-88.08	
2018-09	4.47	-70.77	
2018-10	4.23	-86.76	
2018-11	4.52	-55.6	
2018-12	4.28	-65.71	
2019-01	4.35	-73.34	
2019-02	5.03	-15.06	
2019-03	5.61	42.52	
2019-04	5.54	56.34	
2019-05	4.71	26.65	
2019-06	4.89	30.73	
2019-07	4.94	34.32	
2019-08	4.74	-5.92	
2019-09	4.95	15.22	
2019-10	4.83	-12.25	
2019-11	4.77	-34.65	
2019-12	4.93	-5.44	
2020-01	5.05	49.83	
2020-02	4.63	-27.95	
2020-03	4.62	-50.24	
2020-04	4.37	-86.65	
2020-05	4.45	-80.11	
2020-06	4.57	-67.28	
2020-07	5.92	21.74	
2020-08	5.72	77.13	
2020-09	5.4	71.59	
2020-10	5.34	67.02	
2020-11	5.27	52.38	
2020-12	5.2	38.35	
2021-01	5.06	13.62	
2021-02	4.73	-30.71	
2021-03	4.71	-48.72	
2021-04	4.58	-67.26	
2021-05	4.67	-59.48	
2021-06	4.67	-64.71	
2021-07	4.46	-87.01	
2021-08	4.52	-81.01	
2021-09	5.8	1.97	
2021-10	5.36	33.71	
2021-11	5.29	43.75	
2021-12	5.16	40.84	
2022-01	5.01	28.2	
2022-02	4.75	-13.06	
2022-03	4.44	-37.02	
2022-04	4.29	-54.14	
2022-05	4	-65.51	
2022-06	4.22	-56.76	
2022-07	4.15	-70.32	
2022-08	4.13	-77.83	
2022-09	4.08	-69.56	
2022-10	3.93	-90.46	
2022-11	4.07	-75.08	
2022-12	4.06	-62.26	
2023-01	4.09	-66.07	
2023-02	4.2	-15.67	
2023-03	4.19	6.06	
2023-04	4.35	33.88	
2023-05	4.74	61.96	
2023-06	4.57	67.23	
2023-07	4.71	80.23	
2023-08	4.83	80.82	
2023-09	4.35	27.9	
2023-10	4.36	5.15	
2023-11	4.53	24.39	
2023-12	4.48	17.86	
2024-01	4.29	-29.42	
2024-02	4.47	-14.22	
2024-03	4.51	20.66	
2024-04	4.54	12.86	
2024-05	4.62	44.06	
2024-06	4.46	19.78	
2024-07	4.33	-36.02	
2024-08	4.56	11.69	
2024-09	4.46	-26.69	
2024-10	5.35	80.16	
2024-11	5.53	92.9	
2024-12	5.45	87.3	
2025-01	5.03	64.88	
2025-02	5.11	60.18	
