month	ct_avg_Tdx收盘价	人均持股
2015-01	17.8	3002	
2015-03	16.39	6721	
2015-06	18.03	7690	
2015-09	8.95	9163	
2015-12	10.84	9160	
2016-03	8.38	15269	
2016-06	8.23	15695	
2016-09	6.29	21821	
2016-12	6.49	21644	
2017-03	6.29	21638	
2017-06	5.63	23016	
2017-09	5.95	22828	
2017-12	5.39	23708	
2018-03	5	65549	
2018-06	4.52	66938	
2018-09	4.47	68221	
2018-12	4.28	68333	
2019-03	5.61	67474	
2019-06	4.89	32947368	
2019-09	4.95	32947368	
2019-12	4.93	35267606	
2020-03	4.62	35267606	
2020-06	4.57	35267606	
2020-09	5.4	35267606	
2020-12	5.2	36823529	
2021-03	4.71	37939394	
2021-06	4.67	37939394	
2021-09	5.8	38523077	
2021-12	5.16	38523077	
2022-03	4.44	38523077	
2022-06	4.22	38523077	
2022-09	4.08	39125000	
2022-12	4.06	40387097	
2023-03	4.19	41733333	
2023-06	4.57	41733333	
2023-09	4.35	42440678	
2023-12	4.48	41733333	
2024-03	4.51	41733333	
2024-06	4.46	41733333	
2024-09	4.46	41733333	
