month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2017-11	15.03	0.65	-0.06	-59.33	0.02	-38.72	
2017-12	14.43	0.62	-0.09	-73.68	-0.03	-61.35	
2018-01	14.22	0.61	-0.1	-82.27	-0.05	-70.62	
2018-02	13.46	0.58	-0.14	-89.88	-0.09	-80.48	
2018-03	12.75	0.55	-0.18	-97.16	-0.13	-88.84	
2018-04	12.38	0.53	-0.2	-95.19	-0.16	-89.14	
2018-05	12.59	0.54	-0.18	-84.54	-0.13	-81.41	
2018-06	11.36	0.49	-0.25	-97.01	-0.21	-94.42	
2018-07	10.81	0.47	-0.28	-92.65	-0.23	-90.14	
2018-08	10.74	0.47	-0.28	-88.2	-0.23	-87.46	
2018-09	9.48	0.41	-0.36	-98.07	-0.33	-95.3	
2018-10	8.9	0.39	-0.4	-94.2	-0.35	-93.25	
2018-11	10.24	0.45	-0.3	-70.94	-0.25	-68.14	
2018-12	9.47	0.42	-0.35	-78.39	-0.3	-76.65	
2019-01	9.5	0.42	-0.35	-82.59	-0.3	-79.22	
2019-02	11.51	0.5	-0.21	-40.42	-0.17	-40.71	
2019-03	13.51	0.59	-0.07	20.88	-0.02	22.49	
2019-04	13.26	0.58	-0.08	38.35	-0.03	41.88	
2019-05	11.12	0.49	-0.23	14.46	-0.18	16.03	
2019-06	10.87	0.48	-0.24	-9.35	-0.19	-4.14	
2019-07	11.46	0.5	-0.2	22.56	-0.15	22.4	
2019-08	10.74	0.47	-0.25	-17.21	-0.2	-14.08	
2019-09	11.76	0.52	-0.18	15.13	-0.12	20.58	
2019-10	11.5	0.51	-0.19	17.26	-0.14	24.8	
2019-11	11.31	0.5	-0.21	-3.02	-0.15	3.74	
2019-12	12.13	0.54	-0.15	34.66	-0.08	37.58	
2020-01	13.23	0.59	-0.07	80.08	0	79.85	
2020-02	12.03	0.53	-0.16	56.43	-0.1	56.21	
2020-03	11.85	0.52	-0.17	50.04	-0.12	49.23	
2020-04	11.06	0.49	-0.22	-15.22	-0.17	-14.29	
2020-05	11.06	0.49	-0.22	-31.79	-0.18	-29.71	
2020-06	12.01	0.53	-0.16	-24.24	-0.12	-21.7	
2020-07	24.89	1.1	0.73	90.22	0.83	87.31	
2020-08	22.63	1	0.56	85.42	0.64	85.59	
2020-09	22.47	0.99	0.54	80.23	0.62	80.28	
2020-10	21.09	0.93	0.44	70.2	0.5	71.26	
2020-11	18.83	0.83	0.28	50.85	0.34	50.51	
2020-12	18.3	0.81	0.24	33.7	0.31	33.54	
2021-01	17.74	0.79	0.2	12.41	0.25	13.03	
2021-02	15.87	0.7	0.07	-15.71	0.11	-15.18	
2021-03	16.98	0.75	0.14	-15.14	0.19	-13.98	
2021-04	15.81	0.7	0.06	-38.05	0.11	-37.76	
2021-05	15.73	0.7	0.05	-43.95	0.11	-42.96	
2021-06	17.17	0.76	0.15	-22.92	0.21	-22.07	
2021-07	16	0.71	0.07	-44.6	0.11	-41.32	
2021-08	15.66	0.7	0.04	-64.57	0.09	-58.2	
