month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2021-07	2.71	-62.2	
2021-08	2.94	-39.93	
2021-09	2.84	-38.44	
2021-10	2.66	-64.12	
2021-11	2.57	-74.51	
2021-12	2.64	-63.9	
2022-01	2.62	-65.88	
2022-02	2.42	-89.84	
2022-03	2.17	-94.53	
2022-04	2.32	-80.55	
2022-05	1.8	-97.18	
2022-06	2.06	-80.57	
2022-07	2.07	-77	
2022-08	1.99	-87.89	
2022-09	1.84	-95.24	
2022-10	1.76	-88.84	
2022-11	1.76	-86.77	
2022-12	1.78	-79.1	
2023-01	1.8	-80.41	
2023-02	2.01	-23.26	
2023-03	1.94	-12.93	
2023-04	1.99	10.53	
2023-05	1.91	-1.21	
2023-06	1.79	-46.92	
2023-07	1.76	-61.27	
2023-08	1.99	-5.28	
2023-09	1.8	-37.63	
2023-10	1.8	-50.21	
2023-11	1.83	-44.16	
2023-12	1.78	-63.65	
2024-01	1.71	-85.63	
2024-02	1.7	-84.25	
2024-03	1.72	-76.74	
2024-04	1.64	-91.74	
2024-05	1.65	-87.9	
2024-06	1.54	-96.43	
2024-07	1.55	-87.81	
2024-08	1.57	-79.99	
2024-09	1.62	-71.71	
2024-10	1.99	9.57	
2024-11	2.06	42.01	
2024-12	2.01	55.52	
2025-01	1.88	50.54	
