month	ct_avg_前复权价格	股东人数
2012-04	0.92	26787	
2012-06	0.87	7558	
2012-09	0.74	6823	
2012-12	0.67	7307	
2013-03	0.75	6353	
2013-06	0.75	8141	
2013-09	0.8	7504	
2013-12	0.92	6843	
2014-03	1.26	4502	
2014-06	1.15	4249	
2014-09	1.35	6509	
2014-12	1.6	12083	
2015-03	1.88	9100	
2015-06	4.13	6686	
2015-09	1.61	7918	
2015-12	3.03	6496	
2016-03	1.9	7657	
2016-06	1.87	7644	
2016-09	1.88	7619	
2016-12	3.57	11184	
2017-03	5.16	5970	
2017-06	5.59	4898	
2017-09	6.48	5902	
2017-12	8.04	5149	
2018-03	11.36	6118	
2018-06	9.82	7345	
2018-09	6.54	16893	
2018-12	6.51	18518	
2019-03	8.73	17498	
2019-06	7	17819	
2019-09	9.39	21413	
2019-12	10.26	18050	
2020-03	12.54	20724	
2020-06	12.84	22961	
2020-09	11.34	29181	
2020-12	11.02	29921	
2021-03	8.28	34066	
2021-06	8.4	30679	
2021-09	7.53	31945	
2021-12	8.67	26523	
2022-03	7.32	26520	
2022-06	6.94	31242	
2022-09	5.99	38167	
2022-12	5.98	36091	
2023-03	8.87	41093	
2023-06	28.55	74987	
2023-09	22.95	71193	
2023-12	23.67	66789	
2024-03	35.92	72919	
2024-06	40.14	68996	
2024-09	34.33	79334	
