month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2018-09	22.18	0.02	
2018-10	21.48	-0.01	
2018-11	22.91	0.05	
2018-12	23.53	0.08	
2019-01	24.6	0.13	
2019-02	26.22	0.2	
2019-03	26.29	0.2	
2019-04	27.6	0.26	
2019-05	23.57	0.07	
2019-06	23.47	0.06	
2019-07	23.71	0.07	
2019-08	22.53	0.02	
2019-09	22.85	0.04	
2019-10	22.17	0.01	
2019-11	23.53	0.07	
2019-12	25.2	0.14	
2020-01	27.49	0.24	
2020-02	27.37	0.23	
2020-03	24.89	0.11	
2020-04	24.31	0.08	
2020-05	25.11	0.12	
2020-06	25.47	0.13	
2020-07	27.87	0.23	
2020-08	31.99	0.4	
2020-09	30.93	0.34	
2020-10	31.29	0.35	
2020-11	31.64	0.35	
2020-12	34.75	0.47	
2021-01	38.85	0.63	
2021-02	36.3	0.51	
2021-03	35.49	0.46	
2021-04	33.9	0.39	
2021-05	31.19	0.27	
2021-06	31.15	0.26	
2021-07	33.57	0.35	
2021-08	52.33	1.07	
2021-09	55.32	1.16	
2021-10	53.47	1.05	
2021-11	54.38	1.06	
2021-12	51.8	0.94	
2022-01	49.21	0.82	
2022-02	45.65	0.68	
2022-03	44.39	0.62	
2022-04	33.69	0.22	
2022-05	34.64	0.25	
2022-06	35.96	0.29	
2022-07	37.22	0.33	
2022-08	35.08	0.25	
2022-09	28.67	0.02	
2022-10	27.29	-0.03	
2022-11	28.66	0.02	
2022-12	28.1	0	
2023-01	31.29	0.11	
2023-02	30.99	0.09	
2023-03	28.18	-0.01	
2023-04	26.74	-0.06	
2023-05	27.22	-0.04	
2023-06	26.8	-0.06	
2023-07	27.58	-0.03	
2023-08	26.33	-0.08	
2023-09	23.89	-0.16	
2023-10	22.96	-0.19	
2023-11	23.07	-0.18	
2023-12	21	-0.25	
2024-01	20.57	-0.26	
2024-02	19.31	-0.3	
2024-03	20.94	-0.24	
2024-04	19.81	-0.28	
2024-05	21.31	-0.23	
2024-06	20.22	-0.27	
2024-07	18.73	-0.32	
2024-08	18.15	-0.34	
2024-09	19.07	-0.31	
2024-10	21.73	-0.21	
2024-11	22.97	-0.17	
2024-12	22.77	-0.18	
2025-01	21.65	-0.22	
2025-02	21.75	-0.21	
