month	ct_avg_Tdx收盘价	人均持股
2010-03	23.53	2490	
2010-06	19.2	3213	
2010-09	21.2	3949	
2010-12	23.43	12730	
2011-03	20.92	11802	
2011-06	17.23	11198	
2011-09	16.51	12046	
2011-12	13.16	11510	
2012-03	15.86	12160	
2012-06	15.75	12880	
2012-09	14.97	13174	
2012-12	17.06	13750	
2013-03	19.44	54012	
2013-06	20.33	62998	
2013-09	22.07	69782	
2013-12	24.41	74580	
2014-03	25.69	73918	
2014-06	21.34	75610	
2014-09	25.53	76825	
2014-12	31.06	83842	
2015-03	35.88	73878	
2015-12	25.73	31236	
2016-03	18.81	32357	
2016-06	18.81	35852	
2016-09	23.01	29754	
2016-12	21.31	33148	
2017-03	20.14	32900	
2017-06	19.4	37161	
2017-09	20.59	43681	
2017-12	25.05	48219	
2018-03	25.1	52619	
2018-06	23.11	60164	
2018-09	22.18	67364	
2018-12	23.53	65708	
2019-03	26.29	58617	
2019-06	23.47	58400	
2019-09	22.85	48861	
2019-12	25.2	71620	
2020-03	24.89	52409	
2020-06	25.47	60801	
2020-09	30.93	67499	
2020-12	34.75	52673	
2021-03	35.49	43616	
2021-06	31.15	41525	
2021-09	55.32	29973	
2021-12	51.8	31298	
2022-03	44.39	31514	
2022-06	35.96	24331	
2022-09	28.67	17891	
2022-12	28.1	20228	
2023-03	28.18	19428	
2023-06	26.8	19192	
2023-09	23.89	19108	
2023-12	21	19581	
2024-03	20.94	20461	
2024-06	20.22	20755	
2024-09	19.07	21372	
