month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2016-05	4.81	0.25	-0.46	-86.73	-0.4	-81.59	
2016-06	4.84	0.25	-0.44	-83.79	-0.39	-81.21	
2016-07	5.53	0.28	-0.35	-43.11	-0.32	-44.09	
2016-08	5.71	0.29	-0.32	-9.16	-0.28	-13.01	
2016-09	5.59	0.29	-0.32	-2.54	-0.28	-6.2	
2016-10	6.17	0.32	-0.24	28.52	-0.18	24.94	
2016-11	6.62	0.34	-0.18	51.54	-0.13	50.93	
2016-12	5.92	0.3	-0.26	30.6	-0.23	31.98	
2017-01	5.84	0.3	-0.27	22.82	-0.21	19.64	
2017-02	6.1	0.31	-0.24	43.3	-0.18	33.03	
2017-03	5.97	0.31	-0.25	26.28	-0.18	21.35	
2017-04	5.95	0.3	-0.25	22.17	-0.21	18.11	
2017-05	5.39	0.28	-0.32	-38.26	-0.26	-28.66	
2017-06	5.61	0.29	-0.29	-41.03	-0.24	-40.1	
2017-07	6.14	0.32	-0.22	5.74	-0.16	10.54	
2017-08	6.4	0.33	-0.18	45.54	-0.13	48.49	
2017-09	6.42	0.33	-0.18	62.54	-0.13	57.53	
2017-10	6.07	0.31	-0.22	42.38	-0.18	39.55	
2017-11	5.79	0.3	-0.24	-9.5	-0.19	-5.11	
2017-12	5.74	0.29	-0.24	-28.95	-0.22	-26.06	
2018-01	6.09	0.31	-0.19	2.15	-0.16	-1.3	
2018-02	5.74	0.3	-0.23	-3.99	-0.17	-8.93	
2018-03	5.46	0.28	-0.26	-49.76	-0.22	-52.64	
2018-04	5.02	0.26	-0.31	-70.98	-0.28	-64.78	
2018-05	5.13	0.26	-0.29	-71.02	-0.26	-68.1	
2018-06	4.9	0.25	-0.31	-91.12	-0.29	-79.29	
2018-07	4.74	0.25	-0.33	-91.96	-0.29	-81.45	
2018-08	4.98	0.26	-0.29	-71.27	-0.24	-64.4	
2018-09	5.1	0.27	-0.27	-49.62	-0.21	-51.32	
2018-10	5.12	0.27	-0.26	-40.43	-0.21	-38.19	
2018-11	5.14	0.27	-0.25	-22.69	-0.21	-16.15	
2018-12	4.82	0.25	-0.29	-58.3	-0.26	-43.17	
2019-01	4.74	0.25	-0.3	-69.28	-0.26	-67.53	
2019-02	4.87	0.25	-0.27	-67.38	-0.24	-58.69	
2019-03	5.21	0.27	-0.21	-13.99	-0.18	-7.14	
2019-04	5.25	0.27	-0.2	16.96	-0.18	23.85	
2019-05	4.81	0.25	-0.26	-26.92	-0.22	-15.85	
2019-06	4.77	0.25	-0.26	-41.54	-0.22	-46.19	
2019-07	4.72	0.25	-0.26	-61.14	-0.22	-52.72	
2019-08	4.42	0.24	-0.3	-86	-0.25	-66.35	
2019-09	5.02	0.27	-0.2	-38.57	-0.13	-12.9	
2019-10	4.85	0.26	-0.22	-35.66	-0.16	-14.34	
2019-11	4.81	0.26	-0.22	-43.2	-0.16	-16.28	
2019-12	4.84	0.26	-0.21	-29.87	-0.16	-4.5	
2020-01	4.94	0.26	-0.19	12.05	-0.16	17.19	
2020-02	4.4	0.23	-0.27	-62.81	-0.23	-41.87	
2020-03	4.23	0.22	-0.29	-88.15	-0.27	-56.9	
2020-04	3.91	0.21	-0.34	-96.68	-0.3	-73.64	
2020-05	3.78	0.2	-0.35	-96.08	-0.33	-81.6	
2020-06	3.83	0.2	-0.34	-86.7	-0.31	-74.42	
2020-07	4.17	0.23	-0.27	-59.98	-0.21	-48.21	
2020-08	4.11	0.22	-0.28	-52	-0.24	-35.84	
2020-09	4.05	0.22	-0.28	-51.99	-0.24	-37.5	
2020-10	4.04	0.22	-0.28	-48.66	-0.24	-32.14	
2020-11	4.24	0.23	-0.24	-16.62	-0.21	-14.84	
2020-12	4.39	0.24	-0.21	22.4	-0.14	24.5	
2021-01	4.48	0.25	-0.19	41.47	-0.11	45.09	
2021-02	4.25	0.23	-0.23	9.58	-0.18	15.65	
2021-03	5.4	0.3	-0.01	76.4	0.07	70.88	
2021-04	6.73	0.37	0.23	92.86	0.32	90.56	
2021-05	7.6	0.42	0.39	93	0.5	91.57	
2021-06	7.48	0.41	0.37	90.9	0.46	90.48	
