month	ct_avg_Tdx收盘价	股东人数
2008-06	9.84	5800	
2008-12	4.44	6196	
2009-03	5.09	6239	
2009-06	6.62	6072	
2009-09	7.97	5953	
2009-12	9.15	5749	
2010-03	12.01	5490	
2010-06	10.86	5354	
2010-12	12.95	4803	
2011-03	11.48	4766	
2011-06	9.37	4744	
2011-09	8.49	4704	
2011-12	6.33	4697	
2012-03	6.64	4666	
2012-06	6.13	4655	
2012-09	4.82	4655	
2012-12	5.35	4635	
2013-03	5.59	4570	
2013-06	4.74	4546	
2013-09	4.18	4519	
2013-12	4.03	4481	
2014-03	3.54	4453	
2014-06	3.27	4440	
2014-09	3.82	4384	
2014-12	7.12	4327	
2015-12	8.57	3882	
2016-12	7.35	3811	
2017-06	10	3723	
2017-12	11.51	3577	
2018-06	10.83	3314	
2018-12	8.19	3288	
2019-06	9.08	3248	
2019-12	8.9	3221	
2020-06	6.74	3193	
2020-12	7.61	3144	
2021-06	8.26	3078	
2021-12	8.5	3040	
2022-03	9.49	3022	
2022-06	9.98	3013	
2022-12	11.01	2983	
2023-06	8.28	2943	
2023-12	7.58	2914	
2024-06	7.39	2879	
