month	ct_avg_前复权价格	股东人数
2008-06	3.54	5800	
2008-12	1.61	6196	
2009-03	1.84	6239	
2009-06	2.4	6072	
2009-09	2.89	5953	
2009-12	3.31	5749	
2010-03	4.29	5490	
2010-06	3.92	5354	
2010-12	4.69	4803	
2011-03	4.16	4766	
2011-06	3.42	4744	
2011-09	3.11	4704	
2011-12	2.32	4697	
2012-03	2.44	4666	
2012-06	2.25	4655	
2012-09	1.8	4655	
2012-12	2	4635	
2013-03	2.09	4570	
2013-06	1.77	4546	
2013-09	1.58	4519	
2013-12	1.53	4481	
2014-03	1.34	4453	
2014-06	1.24	4440	
2014-09	1.47	4384	
2014-12	2.73	4327	
2015-12	3.3	3882	
2016-12	2.87	3811	
2017-06	3.91	3723	
2017-12	4.55	3577	
2018-06	4.28	3314	
2018-12	3.28	3288	
2019-06	3.64	3248	
2019-12	3.61	3221	
2020-06	2.74	3193	
2020-12	3.1	3144	
2021-06	3.37	3078	
2021-12	3.47	3040	
2022-03	3.85	3022	
2022-06	4.07	3013	
2022-12	4.49	2983	
2023-06	3.38	2943	
2023-12	3.09	2914	
2024-06	3.01	2879	
