month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2022-08	41.41	-92.26	
2022-09	39.16	-96.34	
2022-10	38.6	-90.29	
2022-11	41.4	-65.06	
2022-12	41.63	-50.32	
2023-01	41.8	-32.87	
2023-02	42.65	-6.2	
2023-03	47.49	22.52	
2023-04	60.32	62.5	
2023-05	54.09	66.65	
2023-06	53.36	70.31	
2023-07	49.79	48	
2023-08	49.26	32.03	
2023-09	51.83	49.96	
2023-10	54.89	66.97	
2023-11	55.11	73.01	
2023-12	53.33	61.95	
2024-01	47.05	0.81	
2024-02	44.42	-33.54	
2024-03	46.65	-44.6	
2024-04	42.03	-78.12	
2024-05	42.72	-79.64	
2024-06	47.04	-48.12	
2024-07	48.15	-22.44	
2024-08	48.09	-1.38	
2024-09	45.7	-37.78	
2024-10	84.54	60.17	
2024-11	93.42	81.33	
2024-12	89.87	86.24	
2025-01	95.2	90.77	
