month	ct_avg_Tdx收盘价	人均持股
1993-12	10.92	614	
1994-12	4.93	1174	
1995-12	4.77	1266	
1996-12	13.85	1413	
1997-12	27.75	708	
1998-12	17.24	570	
1999-06	19.11	648	
1999-12	16.06	808	
2000-12	21.19	1327	
2001-09	15.71	1605	
2001-12	15.62	1597	
2002-03	16.15	1603	
2002-06	12.54	1517	
2002-09	11.34	1500	
2002-12	9.81	1522	
2003-03	9.66	1553	
2003-06	9.76	1571	
2003-09	8.75	1596	
2003-12	8.49	1610	
2004-03	9.62	1665	
2004-06	8.67	1675	
2004-09	5.4	2521	
2004-12	5.42	2522	
2005-03	4.96	2544	
2005-06	4.75	2569	
2005-09	4.4	2632	
2005-12	3.94	2675	
2006-03	4.79	2862	
2006-06	4.5	3100	
2006-09	4.62	3488	
2006-12	7.57	4485	
2007-03	10.73	4527	
2007-06	15.92	6426	
2007-09	25.79	8131	
2007-12	19.85	4976	
2008-03	17	5019	
2008-06	9.84	4149	
2008-09	8.84	4615	
2008-12	9.57	5063	
2009-03	9.51	4334	
2009-06	13.19	6382	
2009-09	15.96	8053	
2009-12	24.26	8776	
2010-03	20.98	7790	
2010-06	19.69	9540	
2010-09	22.46	12803	
2010-12	26.64	16667	
2011-03	29.71	16152	
2011-06	26.36	22398	
2011-09	10.06	24485	
2011-12	8.56	23109	
2012-03	11.29	24554	
2012-06	11.88	28443	
2012-09	10.79	29761	
2012-12	12.21	34455	
2013-03	12.7	33415	
2013-06	11.62	32875	
2013-09	12.84	37108	
2013-12	18.94	41997	
2014-03	16.75	37270	
2014-06	14.84	33179	
2014-09	16.58	32640	
2014-12	18.56	33698	
2015-03	22.41	32014	
2015-06	30.35	15594	
2015-09	9.77	25109	
2016-03	8.56	25643	
2016-06	8.97	27175	
2016-09	10.36	29827	
2016-12	10.1	28286	
2017-03	11.34	32782	
2017-06	14.65	33360	
2017-09	14.3	44159	
2017-12	18.51	35264	
2018-03	19.5	30092	
2018-06	20.16	38100	
2018-09	15.5	34810	
2018-12	14.05	35240	
2019-03	16.69	35256	
2019-06	16.49	36985	
2019-09	15.7	36204	
2019-12	18.2	44281	
2020-03	15.99	36104	
2020-06	17.01	39098	
2020-09	21.83	44369	
2020-12	27.3	39354	
