month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2019-02	11.08	-0.35	
2019-03	11.67	-0.29	
2019-04	13.33	-0.16	
2019-05	11.91	-0.23	
2019-06	11.73	-0.21	
2019-07	11.71	-0.18	
2019-08	11.09	-0.2	
2019-09	11.09	-0.19	
2019-10	11.14	-0.17	
2019-11	11.49	-0.13	
2019-12	12.3	-0.06	
2020-01	12.07	-0.07	
2020-02	10.66	-0.17	
2020-03	10.76	-0.15	
2020-04	11.46	-0.09	
2020-05	11.76	-0.06	
2020-06	12.07	-0.03	
2020-07	15.55	0.25	
2020-08	19.51	0.57	
2020-09	18.85	0.51	
2020-10	19.22	0.54	
2020-11	23.69	0.88	
2020-12	25.68	1.02	
2021-01	32.35	1.51	
2021-02	39.63	2.01	
2021-03	29.47	1.21	
2021-04	28.04	1.07	
2021-05	26.8	0.96	
2021-06	17.31	0.26	
2021-07	18.73	0.35	
2021-08	19.16	0.38	
2021-09	20.52	0.46	
2021-10	18.73	0.33	
2021-11	16.13	0.13	
2021-12	17.58	0.23	
2022-01	18.69	0.3	
2022-02	19.3	0.33	
2022-03	15.11	0.04	
2022-04	14.18	-0.03	
2022-05	14.53	-0.01	
2022-06	15.85	0.07	
2022-07	14.65	-0.01	
2022-08	14.91	0	
2022-09	14.31	-0.04	
2022-10	11.66	-0.22	
2022-11	12.12	-0.19	
2022-12	12.65	-0.16	
2023-01	12.2	-0.19	
2023-02	13.35	-0.11	
2023-03	12.88	-0.15	
2023-04	14.2	-0.06	
2023-05	12.4	-0.18	
2023-06	11.78	-0.22	
2023-07	12.06	-0.2	
2023-08	12.28	-0.17	
2023-09	12.21	-0.17	
2023-10	11.27	-0.23	
2023-11	11.1	-0.23	
2023-12	10.24	-0.29	
2024-01	9.77	-0.32	
2024-02	9.99	-0.31	
2024-03	10.71	-0.25	
2024-04	11.15	-0.22	
2024-05	10.8	-0.25	
2024-06	9.75	-0.32	
2024-07	9.35	-0.34	
2024-08	8.84	-0.38	
2024-09	8.7	-0.39	
2024-10	9.43	-0.33	
2024-11	9.81	-0.31	
2024-12	9.37	-0.33	
2025-01	8.76	-0.38	
