month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2012-11	10.53	-100	
2012-12	10.31	-88.9	
2013-01	11.29	-72.32	
2013-02	11.49	-58.87	
2013-03	11.43	-58.72	
2013-04	9.55	-81.55	
2013-05	9.26	-86.93	
2013-06	8.68	-94.12	
2013-07	7.66	-97.44	
2013-08	8.43	-79.3	
2013-09	8.84	-63.02	
2013-10	9.11	-46.92	
2013-11	8.29	-65.94	
2013-12	8.35	-70.9	
2014-01	8.04	-81.38	
2014-02	8.66	-54.13	
2014-03	9.27	-1.11	
2014-04	8.69	5.4	
2014-05	7.96	-48.35	
2014-06	8.25	-51.74	
2014-07	8.34	-44.91	
2014-08	9.9	22.02	
2014-09	12.28	78.7	
2014-10	11.71	79.27	
2014-11	11.35	75.09	
2014-12	11.83	86.1	
2015-01	13.64	95.27	
2015-02	15.18	94.23	
2015-03	18.31	98.54	
2015-04	24.23	98.48	
2015-05	26.97	96.96	
2015-06	28.82	92.05	
2015-07	17.51	50.08	
2015-08	19	38.05	
2015-09	12.41	-6.52	
2015-10	9.77	-30.94	
2015-11	13.01	-30.19	
2015-12	14.1	-27.6	
2016-01	11.9	-48.22	
2016-02	12.03	-61.73	
2016-03	13.43	-39.67	
2016-04	13.18	-35.05	
2016-05	12.17	-67.9	
2016-06	11.78	-77.54	
2016-07	12.28	-63.35	
2016-08	12.9	-39.17	
2016-09	13.22	7.63	
2016-10	14.51	36.05	
2016-11	14.78	53.73	
2016-12	15.26	70.01	
2017-01	15.26	67.96	
2017-02	15.82	75.15	
2017-03	15.33	61.76	
2017-04	14.78	27.28	
2017-05	11.81	-18.88	
2017-06	9.38	-53.73	
2017-07	10.39	-49.32	
2017-08	10.3	-62.35	
2017-09	10.06	-79.46	
2017-10	9.97	-84.61	
2017-11	11.04	-59.25	
2017-12	13.96	10.5	
2018-01	15.25	38.76	
2018-02	15.43	51.31	
2018-03	15.86	61.81	
2018-04	14.61	50.5	
2018-05	11.31	14.81	
2018-06	10.33	-27.41	
2018-07	10.75	-35.39	
2018-08	11.56	-35.36	
2018-09	11.06	-48.21	
2018-10	10.31	-61.36	
2018-11	10.45	-72.69	
2018-12	10.1	-85.98	
2019-01	10.45	-72.61	
2019-02	11.08	-33.51	
2019-03	11.67	-2.85	
2019-04	13.33	38.27	
2019-05	11.91	41.52	
2019-06	11.73	38.91	
2019-07	11.71	38.32	
2019-08	11.09	-1.95	
2019-09	11.09	-29.51	
2019-10	11.14	-42.41	
2019-11	11.49	-20.71	
2019-12	12.3	36.08	
2020-01	12.07	41.85	
2020-02	10.66	-20.4	
2020-03	10.76	-57.83	
2020-04	11.46	-32.78	
2020-05	11.76	13.49	
2020-06	12.07	37.86	
2020-07	15.55	81.83	
2020-08	19.51	98.81	
2020-09	18.85	88.15	
2020-10	19.22	91.3	
2020-11	23.69	97.62	
2020-12	25.68	94.25	
2021-01	32.35	99.55	
2021-02	39.63	97.26	
2021-03	29.47	73.52	
2021-04	28.04	57.82	
2021-05	26.8	40.57	
2021-06	17.31	-6.12	
2021-07	18.73	-21.51	
2021-08	19.16	-27.72	
2021-09	20.52	-21.21	
2021-10	18.73	-42.13	
2021-11	16.13	-74.19	
2021-12	17.58	-69.06	
2022-01	18.69	-50	
2022-02	19.3	-30.58	
2022-03	15.11	-70.71	
2022-04	14.18	-89.1	
2022-05	14.53	-84.26	
2022-06	15.85	-71.98	
2022-07	14.65	-85.67	
2022-08	14.91	-76.55	
2022-09	14.31	-82.48	
2022-10	11.66	-94.48	
2022-11	12.12	-86.93	
2022-12	12.65	-80.15	
2023-01	12.2	-86.05	
2023-02	13.35	-53.62	
2023-03	12.88	-52.91	
2023-04	14.2	-7.19	
2023-05	12.4	-45.45	
2023-06	11.78	-64.33	
2023-07	12.06	-65.09	
2023-08	12.28	-59.98	
2023-09	12.21	-61.92	
2023-10	11.27	-80.41	
2023-11	11.1	-88.07	
2023-12	10.24	-98.04	
2024-01	9.77	-96.31	
2024-02	9.99	-86.03	
2024-03	10.71	-62.37	
2024-04	11.15	-34.55	
2024-05	10.8	-32.23	
2024-06	9.75	-72.56	
2024-07	9.35	-81.68	
2024-08	8.84	-90.95	
2024-09	8.7	-92.1	
2024-10	9.43	-67.21	
2024-11	9.81	-40.39	
2024-12	9.37	-56.21	
2025-01	8.76	-77.28	
