month	ct_avg_Tdx收盘价	股东人数
1999-06	8.04	81844	
1999-12	7.4	99935	
2000-06	10.14	74824	
2000-12	10.5	91101	
2001-06	12.29	85493	
2001-12	9.56	89733	
2002-06	8.55	89035	
2002-09	8.5	91192	
2002-12	6.95	89685	
2003-03	7.16	88271	
2003-06	6.9	91060	
2003-09	6.42	89081	
2003-12	6.19	87493	
2004-03	7.24	84228	
2004-06	6.02	83398	
2004-09	5.79	80966	
2004-12	5.58	80081	
2005-03	5.22	78593	
2005-06	4.74	77165	
2005-09	4.97	73665	
2005-12	4.42	71680	
2006-03	5.32	71621	
2006-06	5.96	65589	
2006-09	7.31	56513	
2006-12	9.06	47217	
2007-03	13.92	48636	
2007-06	23.48	50686	
2007-09	21.42	68247	
2007-12	19.29	74631	
2008-03	16.73	74686	
2008-06	11.34	75628	
2008-09	7.94	67780	
2008-12	7.86	60446	
2009-03	8.68	65835	
2009-06	10.51	52330	
2009-09	9.7	60017	
2009-12	12.49	46359	
2010-03	11.57	48360	
2010-06	10.12	44713	
2010-09	12.11	37829	
2010-12	10.87	40342	
2011-03	10.53	40812	
2011-06	9.07	45433	
2011-09	9.06	41292	
2011-12	9.37	37556	
2012-03	10.27	34660	
2012-06	10.52	32586	
2012-09	10.12	31797	
2012-12	10.67	31396	
2013-03	11.51	29852	
2013-06	10.25	29272	
2013-09	11.89	30779	
2013-12	10.83	29606	
2014-03	9.62	29280	
2014-06	9.65	29019	
2014-09	11.19	27567	
2014-12	14.55	24421	
2015-03	16.04	24528	
2015-06	18.28	28021	
2015-09	13.35	21614	
2015-12	18.08	18021	
2016-03	14.9	17830	
2016-06	18.59	14492	
2016-09	21.89	13006	
2016-12	18.01	18947	
2017-02	18.63	15857	
2017-03	20.22	13405	
2017-06	20.64	12013	
2017-09	19.52	11436	
2017-12	17.03	12338	
2018-03	14.91	14476	
2018-06	15.23	12807	
2018-09	14.82	12048	
2018-12	13.59	12575	
2019-03	14.53	13031	
2019-06	14.09	12844	
2019-09	16.42	12016	
2019-12	17.47	11486	
2020-03	13.54	14113	
2020-06	13.35	14675	
2020-09	13.72	15129	
2020-12	12.71	15807	
2021-03	12.23	15149	
2021-06	18.64	20020	
2021-09	16.78	20722	
2021-12	14.54	20253	
2022-03	14.61	29431	
2022-06	14.38	19184	
2022-09	14.7	16716	
2022-12	15.97	18127	
2023-03	17.47	13954	
2023-06	18.85	14021	
2023-09	19.67	12165	
2023-12	19.86	11901	
2024-03	19.93	12553	
2024-06	23.82	12357	
2024-09	23.83	13376	
