month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2018-03	24.94	-75.22	
2018-04	22.68	-82.14	
2018-05	20.57	-90.63	
2018-06	16.34	-89.87	
2018-07	14.72	-88.84	
2018-08	15.33	-85.17	
2018-09	19.46	-52.68	
2018-10	18.09	-54.32	
2018-11	18.84	-35.1	
2018-12	18.28	-38.7	
2019-01	21.05	9.29	
2019-02	24.4	34.47	
2019-03	29.27	46.34	
2019-04	29.16	61.48	
2019-05	24.5	48.39	
2019-06	24	41.92	
2019-07	25.65	51.36	
2019-08	29.15	76.91	
2019-09	38.02	88.04	
2019-10	38.44	91.96	
2019-11	36.72	80.87	
2019-12	39.98	89.89	
2020-01	44.04	95.93	
2020-02	63.47	99.2	
2020-03	63.93	89.2	
2020-04	67.45	92.6	
2020-05	70	89.88	
2020-06	52.81	52.32	
2020-07	69.66	75.66	
2020-08	69.6	79.76	
2020-09	62.91	48.7	
2020-10	66.66	58.59	
2020-11	61.97	21.68	
2020-12	55.64	-17.47	
2021-01	54.07	-36.47	
2021-02	49.6	-57.2	
2021-03	41.64	-73.87	
2021-04	41.87	-80.06	
2021-05	40.98	-82.09	
2021-06	35.75	-81.42	
2021-07	36.18	-81.98	
2021-08	39.93	-67.41	
2021-09	34.82	-88.26	
2021-10	32.13	-92.24	
2021-11	31.45	-87.05	
2021-12	35.4	-64.05	
2022-01	37.19	-30.87	
2022-02	37.85	-13.84	
2022-03	33.68	-35.06	
2022-04	26.25	-77.44	
2022-05	25.05	-85.34	
2022-06	26.19	-83.21	
2022-07	24.27	-89.29	
2022-08	26.56	-68.98	
2022-09	22.81	-89.63	
2022-10	22.44	-89.95	
2022-11	26.87	-52.64	
2022-12	24.41	-60.06	
2023-01	25.05	-53.18	
2023-02	30.36	5.62	
2023-03	35.35	41.81	
2023-04	71.13	79.89	
2023-05	66	83.66	
2023-06	68.79	87.05	
2023-07	61.78	70.49	
2023-08	50.05	43.63	
2023-09	42.64	12.1	
2023-10	38	-7.67	
2023-11	41.54	-16.68	
2023-12	50.46	11.78	
2024-01	47.94	6.41	
2024-02	56.25	27.8	
2024-03	70.76	62.59	
2024-04	72.39	64.24	
2024-05	85.62	76.21	
2024-06	103.15	83.03	
2024-07	108.06	88.08	
2024-08	95.6	76.05	
2024-09	98.29	68.14	
2024-10	140.24	93.06	
2024-11	125.78	83.93	
2024-12	124.02	80.68	
2025-01	121.09	68.45	
