month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2009-01	37.25	6.93	0.68	-30.48	1.84	-10.89	
2009-02	39.35	7.32	0.77	-6.07	1.93	18.57	
2009-03	39.74	7.38	0.77	9.78	1.88	39.29	
2009-04	39.65	7.43	0.76	26.06	1.83	51.83	
2009-05	32.85	7.35	0.46	-27.88	1.73	48.41	
2009-06	34.85	7.8	0.54	-40.83	1.83	73.54	
2009-07	35.96	8.04	0.59	-36.84	1.84	83.54	
2009-08	37.57	8.4	0.66	-13.69	1.9	90.48	
2009-09	42.22	9.44	0.85	46.79	2.17	96.87	
2009-10	41.95	9.38	0.82	61.72	2.07	88.23	
2009-11	46.76	10.46	1.01	82.69	2.32	98.43	
2009-12	49.76	11.13	1.11	86.92	2.41	95.89	
2010-01	48.96	10.95	1.05	85.22	2.27	87.28	
2010-02	47.63	10.65	0.97	74.88	2.09	74.88	
2010-03	43.08	10.54	0.76	48.38	1.97	64.21	
2010-04	44.36	11.86	0.79	31.63	2.25	86.01	
2010-05	44.03	11.84	0.76	19.91	2.15	89.2	
2010-06	44.78	11.98	0.77	28.92	2.1	87.12	
2010-07	39.53	10.63	0.55	-27.84	1.68	40.54	
2010-08	43	11.57	0.67	-16.15	1.84	64.37	
2010-09	46.68	12.56	0.79	15.88	2	82.1	
2010-10	46.64	12.54	0.76	39.01	1.91	86.22	
2010-11	56	15.06	1.08	59.46	2.38	95.05	
2010-12	56.61	15.23	1.07	69.68	2.32	88.86	
2011-01	50.51	13.59	0.82	58.08	1.88	68.3	
2011-02	51.2	13.77	0.82	59.23	1.84	63.75	
2011-03	48.05	12.92	0.69	34.21	1.6	35.87	
2011-04	43.73	12.65	0.52	0.89	1.49	8.69	
2011-05	31.85	12.88	0.1	-41.62	1.47	5.87	
2011-06	29.83	12.06	0.02	-60.88	1.27	-28.96	
2011-07	32.11	12.98	0.09	-54.51	1.38	-13.65	
2011-08	31.7	12.82	0.07	-72.24	1.3	-9.98	
2011-09	29.72	12.02	0	-91.28	1.12	-51.53	
2011-10	28.91	11.69	-0.04	-95.42	1.02	-76.73	
2011-11	30.7	12.41	0.02	-67.69	1.1	-50	
2011-12	30.21	12.21	-0.01	-65.95	1.03	-49.23	
2012-01	26.65	10.78	-0.13	-93.04	0.76	-88.81	
2012-02	27.01	10.92	-0.12	-88.17	0.75	-86.96	
2012-03	27.02	10.92	-0.13	-85.19	0.73	-85.23	
2012-04	26.92	10.87	-0.14	-82.48	0.69	-83.04	
2012-05	27.82	11.4	-0.11	-60.27	0.74	-57.14	
2012-06	27.88	12.44	-0.12	-55.58	0.87	-7.01	
