month	ct_avg_前复权价格	股东人数
2001-06	0.86	30699	
2001-12	0.55	28266	
2002-06	0.52	25570	
2002-09	0.57	24052	
2002-12	0.53	27629	
2003-03	0.5	25017	
2003-06	0.59	19053	
2003-09	0.52	18912	
2003-12	0.43	19663	
2004-03	0.46	19602	
2004-06	0.38	19223	
2004-09	0.38	20662	
2004-12	0.35	20273	
2005-03	0.33	19758	
2005-06	0.28	19597	
2005-09	0.4	15477	
2005-12	0.35	15147	
2006-03	0.51	18014	
2006-06	0.79	18199	
2006-09	0.83	15549	
2006-12	1.17	10942	
2007-03	1.53	11743	
2007-06	1.87	7005	
2007-09	2.03	22069	
2007-12	1.86	18018	
2008-03	2.37	15902	
2008-06	2.23	16006	
2008-09	1.79	13011	
2008-12	1.68	12033	
2009-03	1.81	22407	
2009-06	2.06	44285	
2009-09	2.09	42723	
2009-12	2.81	25490	
2010-03	3.13	21713	
2010-06	3.2	22301	
2010-09	3.61	19359	
2010-12	3.43	32659	
2011-03	3	37182	
2011-06	2.92	32179	
2011-09	3.31	20655	
2011-12	2.66	23611	
2012-03	2.8	22933	
2012-06	2.76	23034	
2012-09	2.59	24621	
2012-12	1.62	44768	
2013-03	1.81	43018	
2013-06	1.82	39093	
2013-09	2.43	37536	
2013-12	2.47	31798	
2014-03	3.6	29494	
2014-06	3.13	43684	
2014-09	3.57	55817	
2014-12	5.79	42003	
2015-03	9.23	72603	
2015-06	16.18	67194	
2015-09	6.65	104066	
2015-12	8.17	95408	
2016-03	5.15	106929	
2016-06	5.13	95714	
2016-09	6.29	87104	
2016-12	6.06	79851	
2017-02	5.16	83347	
2017-03	5.11	84005	
2017-06	4.38	80299	
2017-09	6.68	68068	
2017-12	5.76	67410	
2018-03	10.25	85738	
2018-06	8.45	79340	
2018-09	9.68	80596	
2018-12	8.19	81816	
2019-03	12.24	75728	
2019-06	11.47	75378	
2019-09	15.75	78980	
2019-12	13.53	100144	
2020-03	20.6	92163	
2020-06	23.26	80760	
2020-09	23.89	114988	
2020-12	26.66	89146	
2021-03	20.86	127377	
2021-06	20.58	131650	
2021-09	20.18	119335	
2021-12	21.36	93656	
2022-03	15.79	128141	
2022-06	12.34	147929	
2022-09	11.65	132871	
2022-12	14.07	110358	
2023-03	15.89	142886	
2023-06	13	139326	
2023-09	10.56	146791	
2023-12	10.76	131407	
2024-03	7.84	143004	
2024-06	6.57	139305	
2024-09	5.52	141153	
