month	ct_avg_Tdx收盘价	股东人数
2001-06	79.36	30699	
2001-12	51.04	28266	
2002-06	47.54	25570	
2002-09	51.92	24052	
2002-12	47.86	27629	
2003-03	45.78	25017	
2003-06	53.26	19053	
2003-09	38.61	18912	
2003-12	32.53	19663	
2004-03	34.77	19602	
2004-06	23.3	19223	
2004-09	23.57	20662	
2004-12	21.62	20273	
2005-03	20.39	19758	
2005-06	14.35	19597	
2005-09	20.38	15477	
2005-12	17.51	15147	
2006-03	17.21	18014	
2006-06	20	18199	
2006-09	20.93	15549	
2006-12	29.51	10942	
2007-03	38.78	11743	
2007-06	46.65	7005	
2007-09	50.41	22069	
2007-12	46.27	18018	
2008-03	59.4	15902	
2008-06	27.31	16006	
2008-09	21.84	13011	
2008-12	20.54	12033	
2009-03	22.18	22407	
2009-06	19.2	44285	
2009-09	19.43	42723	
2009-12	26.13	25490	
2010-03	29.08	21713	
2010-06	22.33	22301	
2010-09	25.32	19359	
2010-12	24.02	32659	
2011-03	21.06	37182	
2011-06	20.26	32179	
2011-09	22.94	20655	
2011-12	18.41	23611	
2012-03	19.67	22933	
2012-06	15.63	23034	
2012-09	14.7	24621	
2012-12	9.21	44768	
2013-03	10.23	43018	
2013-06	10.08	39093	
2013-09	13.5	37536	
2013-12	13.72	31798	
2014-03	19.98	29494	
2014-06	14.24	43684	
2014-09	16.23	55817	
2014-12	26.23	42003	
2015-03	41.52	72603	
2015-06	60.27	67194	
2015-09	24.77	104066	
2015-12	30.43	95408	
2016-03	19.19	106929	
2016-06	18.98	95714	
2016-09	23.24	87104	
2016-12	22.38	79851	
2017-02	19.07	83347	
2017-03	18.89	84005	
2017-06	16.06	80299	
2017-09	24.5	68068	
2017-12	21.14	67410	
2018-03	37.62	85738	
2018-06	23.76	79340	
2018-09	27.2	80596	
2018-12	23.03	81816	
2019-03	34.4	75728	
2019-06	24.59	75378	
2019-09	33.76	78980	
2019-12	29	100144	
2020-03	44.15	92163	
2020-06	38.15	80760	
2020-09	39.18	114988	
2020-12	43.73	89146	
2021-03	34.22	127377	
2021-06	33.55	131650	
2021-09	32.91	119335	
2021-12	34.83	93656	
2022-03	26.21	128141	
2022-06	20.02	147929	
2022-09	18.9	132871	
2022-12	22.82	110358	
2023-03	25.76	142886	
2023-06	21.02	139326	
2023-09	17.07	146791	
2023-12	17.4	131407	
2024-03	12.68	143004	
2024-06	10.62	139305	
2024-09	8.93	141153	
