month	ct_avg_Tdx收盘价	股东人数
2014-03	90.22	6993	
2014-06	57.68	8229	
2014-09	67.4	8027	
2014-12	64.11	7874	
2015-03	91.27	7556	
2015-06	70.76	19636	
2015-09	30.51	21931	
2015-12	50.7	25491	
2016-03	36.67	25899	
2016-06	38.41	20526	
2016-09	38.05	22169	
2016-12	35.55	22478	
2017-03	29.55	28963	
2017-04	25.68	28018	
2017-06	11.85	31855	
2017-07	10.17	31245	
2017-08	10.25	34930	
2017-09	11.01	34153	
2017-12	9.15	35016	
2018-02	10.74	34761	
2018-03	12.68	29382	
2018-04	13.52	28851	
2018-05	12.4	27933	
2018-06	10.58	27399	
2018-07	10.27	27113	
2018-08	9.14	27726	
2018-09	9.57	28392	
2018-10	8.24	27295	
2018-11	8.94	26276	
2018-12	8.78	25800.33	
2019-01	9.07	25362.33	
2019-02	11.02	23034	
2019-03	12.86	22641.33	
2019-04	13.78	20656	
2019-05	12.7	20303	
2019-06	12.59	20806.5	
2019-07	14.43	18673	
2019-08	15.88	18930	
2019-09	17.86	19896.5	
2019-11	18.65	18636	
2019-12	18.29	18485.5	
2020-03	21.76	18327	
2020-06	20.82	17377	
2020-09	20.89	22174	
2020-12	15.76	23360	
2021-03	16.18	22808	
2021-06	16.33	23613	
2021-09	18.34	28148	
2021-12	16.69	27901	
2022-03	12.99	35256	
2022-06	10.38	36055	
2022-09	8.97	34077	
2022-12	10.33	31566	
2023-03	13.08	34424	
2023-06	13.51	52558	
2023-09	9.96	48838	
2023-12	9.69	47005	
2024-03	7.45	43883	
2024-06	5.37	41128	
2024-09	5.75	47924	
