month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2022-04	28.55	2.05	
2022-05	27.33	1.84	
2022-06	37.92	2.8	
2022-07	41.99	3.05	
2022-08	37.64	2.5	
2022-09	33.07	1.99	
2022-10	32.48	1.86	
2022-11	32.49	1.78	
2022-12	34.34	1.86	
2023-01	33.04	1.68	
2023-02	32.83	1.6	
2023-03	29.63	1.3	
2023-04	29.84	1.26	
2023-05	31.34	1.32	
2023-06	29.25	1.13	
2023-07	27.17	0.94	
2023-08	25.22	0.77	
2023-09	21.05	0.46	
2023-10	19.12	0.31	
2023-11	19.29	0.31	
2023-12	16.46	0.1	
2024-01	16.16	0.07	
2024-02	13.28	-0.12	
2024-03	15.36	0	
2024-04	16.29	0.06	
2024-05	15.17	-0.02	
2024-06	13.8	-0.12	
2024-07	11.71	-0.25	
2024-08	10.51	-0.33	
2024-09	10.47	-0.34	
2024-10	12.73	-0.2	
2024-11	16.41	0.03	
2024-12	15.78	-0.01	
2025-01	13.34	-0.17	
