month	ct_avg_Tdx收盘价	人均持股
2003-12	17.74	1201	
2004-03	21.01	1436	
2004-06	18.7	1705	
2004-09	11.39	1610	
2004-12	11.02	1605	
2005-06	5.87	2528	
2005-09	6.09	2879	
2005-12	5.14	2978	
2006-03	5.35	3420	
2006-06	6.3	4617	
2006-09	7.38	11163	
2006-12	8.76	13701	
2007-03	17.29	18829	
2007-06	18.41	14061	
2007-09	34.88	23637	
2007-12	30.41	21959	
2008-03	28.89	22008	
2008-06	14.8	38359	
2008-09	10.79	45299	
2008-12	10.58	37900	
2009-03	14.24	31642	
2009-06	12.44	29868	
2009-09	13.38	34065	
2009-12	19.03	54281	
2010-03	22.97	53511	
2010-06	15.81	70744	
2010-09	16.25	43631	
2010-12	20.96	57856	
2011-03	17.01	29093	
2011-06	13.92	27685	
2011-09	14.69	37794	
2011-12	11.98	37517	
2012-03	12.72	40180	
2012-06	13.94	44269	
2012-09	12.32	45360	
2012-12	11.21	41592	
2013-03	11.82	38183	
2013-06	12.41	40974	
2013-09	19.98	55568	
2013-12	19.51	57825	
2014-03	20.48	53508	
2014-06	28.56	41486	
2014-09	35.76	24238	
2014-12	58.98	32012	
2015-03	94.4	30578	
2015-06	142.37	13937	
2015-09	44.52	7806	
2015-12	64.05	6150	
2016-03	47.05	5051	
2016-06	65.64	6050	
2016-09	57.1	5618	
2016-12	50.03	5389	
2017-02	44.92	5299	
2017-03	44.52	5388	
2017-06	42.73	5587	
2017-09	53.4	6177	
2017-12	47.2	6081	
2018-03	52.54	7069	
2018-06	53.27	7328	
2018-09	54.35	8224	
2018-12	54.4	8789	
2019-03	86.04	8396	
2019-06	64.79	8675	
2019-09	79.23	8293	
2019-12	76.54	7309	
2020-03	91.76	8078	
2020-06	97.69	12091	
2020-09	101.09	9078	
2020-12	97.75	9982	
2021-03	86.4	8057	
2021-06	88.73	9252	
2021-09	55.23	11622	
2021-12	61.94	16489	
2022-03	47.82	13915	
2022-06	43.12	13728	
2022-09	33.93	20300	
2022-12	39.21	22804	
2023-03	46.65	26388	
2023-06	44.35	19729	
2023-09	33.4	14630	
2023-12	28.8	13369	
2024-03	24.13	11588	
2024-06	18.86	11786	
2024-09	17.08	12454	
