month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2012-03	8.83	0.76	
2012-04	9.12	0.79	
2012-05	9.89	0.91	
2012-06	9.7	0.84	
2012-07	9.14	0.71	
2012-08	8.76	0.61	
2012-09	8.6	0.56	
2012-10	8.55	0.53	
2012-11	7.33	0.3	
2012-12	7.14	0.25	
2013-01	8.62	0.49	
2013-02	9.2	0.56	
2013-03	8.26	0.38	
2013-04	8.02	0.33	
2013-05	9.32	0.52	
2013-06	8.73	0.41	
2013-07	10.44	0.65	
2013-08	12.11	0.88	
2013-09	14.06	1.14	
2013-10	14.64	1.19	
2013-11	13.87	1.03	
2013-12	13.72	0.97	
2014-01	13.52	0.9	
2014-02	14.74	1.04	
2014-03	14.77	1	
2014-04	18.19	1.41	
2014-05	18.78	1.43	
2014-06	20.21	1.55	
2014-07	20.91	1.57	
2014-08	20.9	1.51	
2014-09	25.27	1.95	
2014-10	28.46	2.21	
2014-11	30.76	2.36	
2014-12	40.91	3.28	
2015-01	41.07	3.13	
2015-02	47.87	3.59	
2015-03	65.48	4.92	
2015-04	88.36	6.41	
2015-05	89.88	6.02	
2015-06	98.97	6.18	
2015-07	55.26	2.86	
2015-08	43.6	1.96	
2015-09	30.92	1.07	
2015-10	42.85	1.79	
2015-11	49.06	2.1	
2015-12	44.49	1.74	
2016-01	30.61	0.86	
2016-02	28.97	0.74	
2016-03	32.68	0.93	
2016-04	39.34	1.28	
2016-05	38.86	1.21	
2016-06	45.81	1.55	
2016-07	43.38	1.36	
2016-08	41.13	1.2	
2016-09	39.85	1.09	
2016-10	40.18	1.07	
2016-11	41.08	1.08	
2016-12	34.92	0.74	
2017-01	31.4	0.54	
2017-02	31.35	0.52	
2017-03	31.07	0.49	
2017-04	27.76	0.31	
2017-05	26.27	0.23	
2017-06	29.9	0.38	
2017-07	29.6	0.35	
2017-08	32.17	0.45	
2017-09	37.36	0.66	
2017-10	36.26	0.59	
2017-11	36.69	0.59	
2017-12	33.03	0.41	
2018-01	34.85	0.47	
2018-02	32.12	0.35	
2018-03	36.76	0.52	
2018-04	43.39	0.77	
2018-05	42.68	0.72	
2018-06	37.45	0.49	
2018-07	36.4	0.44	
2018-08	35.87	0.4	
2018-09	38.21	0.48	
2018-10	34.24	0.31	
2018-11	37.56	0.43	
2018-12	38.24	0.44	
2019-01	40.48	0.5	
2019-02	52.06	0.9	
2019-03	60.48	1.18	
2019-04	63.95	1.26	
2019-05	57.5	1	
2019-06	59.43	1.04	
2019-07	62.7	1.11	
2019-08	63.68	1.11	
2019-09	72.67	1.35	
2019-10	69.2	1.2	
2019-11	69.62	1.17	
2019-12	70.2	1.15	
2020-01	76.76	1.3	
2020-02	87.16	1.56	
2020-03	84.16	1.42	
2020-04	86.37	1.42	
2020-05	95.73	1.62	
2020-06	110.88	1.95	
2020-07	131.94	2.4	
2020-08	126.43	2.17	
2020-09	121.12	1.95	
2020-10	115.6	1.75	
2020-11	107.86	1.5	
2020-12	117.12	1.65	
2021-01	118.17	1.61	
2021-02	119.65	1.58	
2021-03	103.51	1.19	
2021-04	103.33	1.14	
2021-05	108.03	1.19	
2021-06	106.31	1.11	
2021-07	101.17	0.98	
2021-08	89.84	0.73	
2021-09	92.75	0.75	
2021-10	98.67	0.84	
2021-11	101.68	0.86	
2021-12	104.01	0.87	
2022-01	100.07	0.77	
2022-02	91.08	0.59	
2022-03	79.23	0.37	
2022-04	64.06	0.1	
2022-05	62.01	0.05	
2022-06	72.41	0.22	
2022-07	70.87	0.18	
2022-08	70.5	0.16	
2022-09	74.24	0.22	
2022-10	76.49	0.24	
2022-11	90.14	0.45	
2022-12	85.82	0.36	
2023-01	95.86	0.51	
2023-02	100.54	0.56	
2023-03	102.08	0.57	
2023-04	110.17	0.67	
2023-05	95.97	0.45	
2023-06	97.17	0.45	
2023-07	85.87	0.28	
2023-08	84	0.25	
2023-09	73.29	0.1	
2023-10	68.44	0.03	
2023-11	70.24	0.05	
2023-12	63.2	-0.06	
2024-01	53.85	-0.2	
2024-02	48.29	-0.28	
2024-03	52.96	-0.21	
2024-04	46.54	-0.31	
2024-05	45.67	-0.32	
2024-06	41.59	-0.38	
2024-07	37.73	-0.44	
2024-08	36.55	-0.46	
2024-09	37.74	-0.44	
2024-10	57.85	-0.14	
2024-11	66.7	-0.02	
2024-12	66.73	-0.02	
2025-01	57.21	-0.16	
2025-02	65.32	-0.05	
