month	ct_avg_前复权价格	股东人数
2001-12	0.65	16025	
2002-06	0.56	17218	
2002-09	0.57	17285	
2002-12	0.45	17388	
2003-03	0.52	17727	
2003-06	0.54	17590	
2003-09	0.58	17534	
2003-12	0.74	18914	
2004-03	0.87	20036	
2004-06	0.91	24086	
2004-09	0.72	31496	
2004-12	0.59	34987	
2005-03	0.55	36473	
2005-06	0.34	30732	
2005-09	0.39	31848	
2005-12	0.36	31308	
2006-03	0.54	30840	
2006-06	0.55	30614	
2006-09	0.51	30979	
2006-12	0.46	31331	
2007-03	0.85	31743	
2007-06	1.09	33767	
2007-09	1.72	32647	
2007-12	1.98	32211	
2008-03	1.84	78569	
2008-06	1.17	36212	
2008-09	0.57	91000	
2008-12	0.5	39146	
2009-03	0.64	39667	
2009-06	0.88	40569	
2009-09	0.81	41225	
2009-12	0.88	40031	
2010-03	0.83	39962	
2010-06	0.57	40053	
2010-09	0.52	40791	
2010-12	0.57	40261	
2011-03	0.56	39942	
2011-06	0.53	40115	
2011-09	0.45	40554	
2011-12	0.38	40516	
2012-03	0.39	40498	
2012-06	0.38	447700	
2012-09	0.38	38279	
2012-12	0.45	37796	
2013-03	0.49	374589	
2013-06	0.5	36929	
2013-09	0.44	37283	
2013-12	0.43	37925	
2014-03	0.47	36580	
2014-06	0.45	37155	
2014-09	0.49	34327	
2014-12	0.65	35430	
2015-03	0.73	36441	
2015-06	1.07	45341	
2015-09	0.61	47762	
2015-12	0.62	47475	
2016-03	0.52	47816	
2016-06	0.48	47600	
2016-09	0.49	46395	
2016-12	0.59	45152	
2017-03	0.68	42061	
2017-05	0.83	998087	
2017-06	0.83	39872	
2017-07	0.83	39184	
2017-08	0.8	1016963	
2017-09	0.84	37292	
2017-11	1.27	35990	
2017-12	1.19	36697	
2018-01	1.28	36584	
2018-02	1.16	37689	
2018-03	1.18	38102.33	
2018-04	1.01	1377940	
2018-05	0.9	1393391.5	
2018-06	0.79	714088.5	
2018-07	0.75	1383906.33	
2018-08	0.75	1374124	
2018-09	0.68	39452	
2018-11	0.6	1393875	
2018-12	0.57	39469	
2019-03	0.85	39696	
2019-05	0.72	1494760.5	
2019-06	0.73	754319.5	
2019-08	0.82	40000	
2019-09	0.83	39998.5	
2019-10	0.79	40031	
2019-12	0.93	39825	
2020-01	1.04	1139521	
2020-02	1.05	806446.67	
2020-03	0.94	40255	
2020-06	0.96	40244	
2020-09	1.12	39595	
2020-12	1.16	38448	
2021-03	1.32	37134	
2021-06	1.35	37604	
2021-09	1.22	38151	
2021-12	1.08	38171	
2022-03	0.95	37459	
2022-06	0.88	34470	
2022-09	0.8	32457	
2022-12	0.81	32319	
2023-03	0.97	1332076	
2023-06	0.93	32108	
2023-09	0.91	31990	
2023-12	0.88	31781	
2024-03	0.94	31570	
2024-06	0.95	31333	
2024-09	0.91	31164	
