month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2005-09	2.84	0.7	-0.7	-53.53	-0.61	-51.58	
2005-10	2.77	0.68	-0.71	-53.85	-0.62	-52.57	
2005-11	2.61	0.64	-0.72	-73.26	-0.64	-71.71	
2005-12	2.45	0.6	-0.74	-83.2	-0.66	-81.53	
2006-01	2.68	0.66	-0.71	-53.63	-0.63	-55.92	
2006-02	2.74	0.67	-0.7	-24.95	-0.62	-22.64	
2006-03	2.62	0.64	-0.71	-45.66	-0.64	-45.69	
2006-04	3.04	0.75	-0.67	12.5	-0.57	14.2	
2006-05	5.18	1.28	-0.43	71.18	-0.28	70.59	
2006-06	7.7	1.97	-0.15	89.29	0.11	93.87	
2006-10	10.3	2.5	0.13	92.6	0.38	96.32	
2010-02	53.65	6.84	4.64	99.7	2.56	39.76	
2010-03	55.14	13.6	4.54	97.36	5.67	97.32	
2010-04	51.13	12.58	3.94	85.54	4.88	84.99	
2010-05	36.04	9.19	2.41	70.11	3.16	68.66	
2010-06	34.33	8.89	2.19	64.19	2.88	62.88	
2010-07	30.43	7.94	1.79	44.02	2.39	41.11	
2010-08	31.36	8.14	1.84	36.86	2.38	33	
2010-09	31.78	8.21	1.85	32.89	2.32	24.2	
2010-10	48.82	12.64	3.27	62.83	3.92	58.54	
2010-11	52.26	13.53	3.44	76.46	4.05	73.86	
2010-12	51.3	13.28	3.24	78.88	3.76	79.89	
2011-01	47.5	12.3	2.83	67.14	3.26	68.79	
2011-02	46.11	11.94	2.63	56.31	2.99	54.46	
2011-03	42.38	10.97	2.26	26.4	2.56	28.07	
2011-04	38.55	9.96	1.92	-6.75	2.15	-5.31	
2011-05	33.28	8.63	1.49	-30.31	1.68	-30.1	
2011-06	34.92	9.09	1.58	-32.06	1.76	-30.4	
2011-07	36.65	9.63	1.67	-28.23	1.86	-25.09	
2011-08	32.27	8.48	1.32	-48.76	1.47	-51.16	
2011-09	30.83	8.1	1.19	-68.54	1.31	-72.24	
2011-10	31.96	8.4	1.24	-67.24	1.35	-70.14	
2011-11	30.65	8.07	1.13	-77.08	1.22	-77.27	
2011-12	23.7	6.23	0.64	-95.7	0.69	-97.2	
2012-01	22.72	5.97	0.56	-91.07	0.6	-91.49	
2012-02	24.85	6.53	0.7	-79.95	0.73	-79.78	
2012-03	28.55	7.5	0.93	-55.64	0.95	-55.44	
2012-04	30.6	8.04	1.05	-28.26	1.06	-27.84	
2012-05	31.95	8.41	1.11	0.21	1.11	2.03	
2012-06	30.84	8.11	1.01	8.98	1	9.91	
2012-07	16.74	7.85	0.09	-55.48	0.91	2.27	
2012-08	12.63	6.76	-0.18	-90.57	0.62	-37.62	
2012-09	12.04	6.44	-0.22	-87.86	0.53	-61.43	
2012-10	13.37	7.16	-0.14	-75.64	0.67	-51.88	
2012-11	12.36	6.61	-0.2	-87.7	0.52	-64.12	
2012-12	13.34	7.14	-0.14	-71.51	0.62	-42.77	
2013-01	15.01	8.03	-0.04	-40.4	0.79	12.1	
2013-02	15.77	8.44	0.01	-27.68	0.85	43.75	
2013-03	14.6	7.81	-0.07	-30.78	0.69	35.63	
2013-04	13.23	7.08	-0.16	-52.33	0.51	-17.76	
2013-05	13.67	7.32	-0.13	-43.06	0.54	-23.99	
2013-06	12.25	6.56	-0.22	-60.03	0.36	-45.17	
2013-07	11.69	6.3	-0.26	-72.52	0.3	-66.19	
2013-08	12.04	6.52	-0.24	-68.83	0.33	-63.76	
2013-09	12.21	6.61	-0.23	-60.62	0.33	-53.1	
2013-10	11.77	6.37	-0.26	-69.35	0.26	-68.2	
2013-11	11.89	6.44	-0.25	-71.77	0.26	-69.43	
2013-12	12.77	6.92	-0.2	-27.52	0.34	-23.62	
2014-01	11.73	6.35	-0.27	-58.59	0.22	-56.68	
2014-02	11.35	6.15	-0.29	-76.45	0.17	-74.83	
2014-03	10.06	5.45	-0.37	-93.66	0.02	-93.28	
2014-04	10.34	5.6	-0.36	-87.76	0.04	-87.24	
2014-05	10.31	5.58	-0.36	-84.96	0.03	-85.13	
2014-06	9.92	5.38	-0.38	-94.73	-0.02	-94.91	
2014-07	9.87	5.43	-0.39	-91.73	-0.01	-87.62	
2014-08	10.5	5.81	-0.35	-53.66	0.04	-46.34	
2014-09	10.63	5.88	-0.34	-36.78	0.05	-23.94	
2014-10	11.09	6.13	-0.31	1.84	0.08	10.96	
2014-11	13.97	7.66	-0.14	34.94	0.34	44.78	
2014-12	24.3	13.44	0.49	71.66	1.31	77.64	
2015-01	24.56	13.58	0.49	86.97	1.29	88.48	
2015-02	22.92	12.67	0.37	81.67	1.1	81.55	
2015-03	24.55	13.58	0.46	84.29	1.21	84.38	
2015-04	29.21	16.16	0.71	95.19	1.57	95.28	
2015-05	27.53	15.31	0.59	85.04	1.39	86.07	
2015-06	26.41	14.72	0.51	73.09	1.25	74.23	
2015-07	20.03	11.16	0.14	24.22	0.69	25.04	
2015-08	16.87	9.4	-0.05	-9.35	0.41	-8.67	
2015-09	13.54	7.55	-0.24	-42.9	0.12	-42.37	
2015-10	15.32	8.53	-0.15	-43.59	0.25	-43.07	
2015-11	18.63	10.38	0.03	-26.49	0.51	-26.44	
2015-12	20.21	11.26	0.11	-9.71	0.62	-8.58	
2016-01	15.76	8.78	-0.14	-44.87	0.25	-43.84	
2016-02	13.98	7.79	-0.24	-67.02	0.1	-64.64	
2016-03	15.19	8.46	-0.18	-65.06	0.19	-64.09	
2016-04	16.49	9.18	-0.12	-48.48	0.28	-48.26	
2016-05	15.48	8.63	-0.18	-70.45	0.19	-70.62	
2016-06	16.11	8.97	-0.15	-51.43	0.23	-51.56	
2016-07	16.89	9.41	-0.11	-9.91	0.27	-9.86	
2016-08	17.08	9.63	-0.11	9.67	0.29	11.41	
2016-09	16.41	9.58	-0.15	3.93	0.27	29.37	
2016-10	17	9.93	-0.13	24.16	0.31	47.49	
2016-11	18.7	10.92	-0.05	55.88	0.42	62.99	
2016-12	17.53	10.23	-0.11	40.42	0.32	49.76	
2017-01	17.16	10.02	-0.14	25.15	0.28	36.56	
2017-02	17.68	10.32	-0.12	46.58	0.3	50.79	
2017-03	17.33	10.11	-0.14	29.23	0.27	33.7	
2017-04	16.85	9.84	-0.17	-11.86	0.22	-3.27	
2017-05	16.03	9.35	-0.22	-46.07	0.15	-37.01	
2017-06	16.87	9.84	-0.18	-34.5	0.2	-17.25	
2017-07	17.36	10.33	-0.16	8.33	0.25	32.65	
2017-08	17.65	10.52	-0.16	34.01	0.26	52.52	
2017-09	19.04	11.34	-0.1	59.48	0.34	76.57	
2017-10	18.51	11.03	-0.13	67.96	0.29	73.74	
2017-11	17.94	10.69	-0.16	54.1	0.24	61	
2017-12	17.08	10.18	-0.21	12.16	0.17	29.8	
2018-01	18.39	10.96	-0.15	27.52	0.25	38.96	
2018-02	17.1	10.19	-0.22	34.94	0.15	39.94	
2018-03	16.51	9.84	-0.25	-26.02	0.1	-18.59	
2018-04	16.08	9.58	-0.27	-56.1	0.07	-48.76	
2018-05	15.46	9.21	-0.3	-67.73	0.02	-64	
2018-06	13.73	8.18	-0.37	-83.66	-0.1	-80.22	
2018-07	13.27	7.91	-0.38	-91.64	-0.12	-87.09	
2018-08	13.29	8.06	-0.36	-87	-0.1	-82.41	
2018-09	13.46	8.27	-0.35	-75.42	-0.08	-71.95	
2018-10	12.28	7.54	-0.4	-89.98	-0.16	-81.65	
2018-11	13.22	8.12	-0.35	-76.42	-0.09	-70.37	
2018-12	13.04	8.01	-0.35	-69.64	-0.1	-58.88	
2019-01	13.18	8.1	-0.34	-62.09	-0.09	-50.32	
2019-02	15.01	9.22	-0.23	-25.42	0.03	-15.06	
2019-03	16.62	10.21	-0.13	32.57	0.15	38.22	
2019-04	16.25	9.98	-0.14	45.92	0.13	50.76	
2019-05	13.58	8.35	-0.27	3.88	-0.05	10.67	
2019-06	13.17	8.09	-0.27	-22.09	-0.08	-17.29	
2019-07	13.83	8.5	-0.23	-19.6	-0.03	-13.74	
2019-08	12.85	7.89	-0.27	-43.38	-0.1	-42.73	
2019-09	14.21	8.73	-0.18	-15.76	0	-15.18	
2019-10	13.8	8.48	-0.2	-22.47	-0.03	-22.32	
2019-11	13.51	8.3	-0.2	-38.31	-0.05	-38.22	
2019-12	14.26	8.84	-0.15	-16.27	0.01	-13.03	
2020-01	15.38	9.58	-0.08	41.35	0.1	48.27	
2020-02	14.65	9.13	-0.11	36.96	0.05	46.03	
2020-03	14.4	8.97	-0.12	37.38	0.03	40.79	
2020-04	13.74	8.56	-0.15	-15.26	-0.02	-3.02	
2020-05	13.48	8.4	-0.16	-33.09	-0.04	-24.6	
2020-06	13.73	8.55	-0.14	-31.47	-0.03	-21.47	
2020-07	16.29	10.15	0.03	60.4	0.15	64.95	
2020-08	15.8	10.04	0	80.14	0.13	84.57	
2020-09	16.12	10.27	0.03	85.43	0.16	88.72	
2020-10	16.03	10.21	0.04	84.32	0.15	86.5	
2020-11	16.71	10.65	0.08	90.6	0.19	91.24	
2020-12	16.19	10.31	0.05	74.88	0.15	76.59	
2021-01	16.64	10.6	0.07	79.91	0.18	80.05	
2021-02	16.05	10.22	0.03	61.43	0.13	62.8	
2021-03	15.7	10	0.01	26.16	0.1	28.3	
2021-04	15.17	9.67	-0.03	-9.1	0.06	-4.76	
2021-05	15.16	9.66	-0.03	-26.14	0.06	-21.18	
2021-06	15.34	9.77	-0.02	-27.47	0.07	-23.6	
2021-07	14.88	9.72	-0.05	-55.11	0.06	-39.89	
2021-08	18.68	12.27	0.19	25.32	0.34	43.06	
2021-09	22.79	14.97	0.45	84.47	0.62	91.25	
2021-10	20.68	13.59	0.31	85.16	0.46	85.16	
2021-11	21.47	14.11	0.35	84.54	0.5	84.58	
2021-12	24.54	16.12	0.53	92.93	0.7	92.93	
2022-01	22.27	14.63	0.38	74.48	0.53	74.53	
2022-02	19.39	12.74	0.2	40.96	0.32	41.8	
2022-03	17.68	11.52	0.09	8.93	0.19	6.56	
2022-04	16.79	11.03	0.03	-12.55	0.13	-16.78	
2022-05	16.19	10.63	-0.01	-34.59	0.09	-39.38	
2022-06	18.4	12.09	0.12	-22.19	0.23	-21.17	
2022-07	16.96	11.34	0.03	-43.62	0.15	-36.18	
2022-08	16.02	10.83	-0.03	-64.48	0.09	-63.08	
2022-09	15.82	10.7	-0.05	-72.36	0.07	-68.96	
2022-10	14.49	9.8	-0.13	-87.22	-0.02	-84.54	
2022-11	15.16	10.25	-0.09	-80.48	0.01	-79.38	
2022-12	15.84	10.71	-0.06	-63.27	0.06	-59.66	
2023-01	16.62	11.24	-0.01	-46.26	0.1	-43.08	
2023-02	16.63	11.25	-0.01	-15.71	0.1	-5.89	
2023-03	15.84	10.71	-0.06	-36.88	0.04	-30.94	
2023-04	15.99	10.81	-0.05	-22.93	0.05	-15.84	
2023-05	15.52	10.5	-0.07	-53.12	0.03	-48.75	
2023-06	14.85	10.04	-0.11	-77.9	-0.02	-76.61	
2023-07	15.02	10.15	-0.09	-74.36	0	-74.49	
2023-08	15.93	10.92	-0.03	-30.59	0.08	-22.63	
2023-09	14.98	10.35	-0.08	-67.5	0.03	-47.72	
2023-10	14.61	10.09	-0.1	-72.95	0.01	-64.97	
2023-11	14.77	10.2	-0.08	-75.93	0.02	-71.27	
2023-12	14.2	9.81	-0.12	-91.07	-0.02	-87.08	
2024-01	13.89	9.59	-0.14	-95.37	-0.04	-93.59	
2024-02	13.87	9.59	-0.14	-89.35	-0.04	-87.82	
2024-03	13.9	9.6	-0.13	-82.74	-0.04	-81.33	
2024-04	13.06	9.03	-0.18	-96.88	-0.1	-96.25	
2024-05	13.1	9.05	-0.18	-90.4	-0.1	-90.31	
2024-06	12.53	8.66	-0.21	-98.87	-0.14	-98.82	
2024-07	11.97	8.46	-0.25	-93.91	-0.16	-92.43	
2024-08	11.95	8.47	-0.25	-92.94	-0.15	-89.49	
2024-09	12.86	9.11	-0.19	-69.74	-0.09	-63.86	
2024-10	16.17	11.45	0.02	2.73	0.14	10.37	
2024-11	16.9	11.97	0.07	36.78	0.19	43.62	
2024-12	16.59	11.82	0.05	51.22	0.17	60.71	
2025-01	15.44	11	-0.02	51.01	0.09	57.92	
