month	ct_avg_Tdx收盘价	股东人数
2004-06	21.72	20701	
2004-09	15.28	15837	
2004-12	14.41	15579	
2005-03	12.62	15095	
2005-06	10.57	13496	
2005-09	10.42	12130	
2005-12	9.43	7871	
2006-03	9.18	9561	
2006-06	10.6	20283	
2006-09	5.52	20805	
2006-12	5.12	22901	
2007-03	7.6	23854	
2007-06	9.05	23510	
2007-09	14.35	11966	
2007-12	27.98	12054	
2008-03	38.14	12294	
2008-06	45.13	23182	
2008-09	24.3	31635	
2008-12	25.02	39636	
2009-03	30.97	43392	
2009-06	31.16	20795	
2009-09	39.67	13711	
2009-12	46.92	17689	
2010-03	47.04	19140	
2010-06	28.95	25105	
2010-09	33.73	37327	
2010-12	26.41	57572	
2011-03	29.95	40200	
2011-06	27.9	35611	
2011-09	24.03	44361	
2011-12	19.87	40928	
2012-03	21.37	41040	
2012-06	21.47	38593	
2012-09	18.56	37959	
2012-12	17.48	36956	
2013-03	19.12	42846	
2013-06	16.71	41807	
2013-09	21.09	33436	
2013-12	19.63	35923	
2014-03	18.33	37001	
2014-06	12.46	38288	
2014-09	14.79	45148	
2014-12	15.42	54666	
2015-03	16.51	56547	
2015-06	24.81	45059	
2015-09	13.98	44323	
2015-12	16.83	39477	
2016-03	19.58	36727	
2016-06	20.21	35751	
2016-09	22.57	36256	
2016-12	19.59	42841	
2017-03	19.92	43371	
2017-04	19.09	43450	
2017-06	18.42	42735.5	
2017-08	21.14	34000	
2017-09	23.47	29613	
2017-10	24.99	27390	
2017-11	30.79	27731	
2017-12	37.31	34146	
2018-01	41.35	32681	
2018-03	36.53	46872	
2018-05	35.11	64100	
2018-06	18.21	74353.33	
2018-07	17.51	79000	
2018-08	15.96	81266.67	
2018-09	14.8	85767	
2018-10	14.12	84150	
2018-11	15.52	84750	
2018-12	15.71	83051	
2019-01	14.9	80666.67	
2019-02	16.59	77600	
2019-03	18.6	73120	
2019-04	20.37	62300	
2019-05	19.24	62933.33	
2019-06	19.5	60869.67	
2019-07	20.58	57633.33	
2019-08	21.04	50900	
2019-09	22.46	50694.67	
2019-10	20.81	55133.33	
2019-11	21.6	55200	
2019-12	22.2	54310.33	
2020-01	24.16	44600	
2020-02	24.86	42366.67	
2020-03	26.41	46675	
2020-04	27.58	54766.67	
2020-05	26.07	59533.33	
2020-06	27.29	57531.67	
2020-07	29.73	73266.67	
2020-08	30.82	76300	
2020-09	31.48	73542	
2020-10	29.3	83050	
2020-11	31.28	72166.67	
2020-12	32.74	62875.33	
2021-01	38.56	61033.33	
2021-02	40.74	59725	
2021-03	40.4	59002	
2021-04	37.76	66366.67	
2021-05	36.02	78150	
2021-06	30.28	86195.33	
2021-07	27.62	91300	
2021-09	29.25	99655	
2021-12	29.1	78234	
2022-03	33.29	64016	
2022-06	22.45	93348	
2022-09	22.4	89376	
2022-12	19.41	109313	
2023-03	18.24	119034	
2023-06	15.44	119419	
2023-09	16.34	116509	
2023-12	17.07	107247	
2024-03	17.43	98469	
2024-06	19.08	86381	
2024-09	19.41	84564	
