month	ct_avg_前复权价格	股东人数
2004-06	0.87	20701	
2004-09	0.61	15837	
2004-12	0.58	15579	
2005-03	0.5	15095	
2005-06	0.44	13496	
2005-09	0.58	12130	
2005-12	0.78	7871	
2006-03	0.76	9561	
2006-06	1.02	20283	
2006-09	0.93	20805	
2006-12	0.86	22901	
2007-03	1.28	23854	
2007-06	1.53	23510	
2007-09	2.43	11966	
2007-12	4.74	12054	
2008-03	6.45	12294	
2008-06	7.65	23182	
2008-09	4.1	31635	
2008-12	4.43	39636	
2009-03	5.48	43392	
2009-06	5.55	20795	
2009-09	7.07	13711	
2009-12	8.37	17689	
2010-03	8.37	19140	
2010-06	6.88	25105	
2010-09	8.02	37327	
2010-12	9.38	57572	
2011-03	10.64	40200	
2011-06	10.07	35611	
2011-09	8.74	44361	
2011-12	7.18	40928	
2012-03	7.72	41040	
2012-06	7.93	38593	
2012-09	6.89	37959	
2012-12	6.49	36956	
2013-03	7.1	42846	
2013-06	6.39	41807	
2013-09	8.06	33436	
2013-12	7.5	35923	
2014-03	7.01	37001	
2014-06	7.33	38288	
2014-09	8.7	45148	
2014-12	9.07	54666	
2015-03	9.71	56547	
2015-06	14.44	45059	
2015-09	8.33	44323	
2015-12	10.04	39477	
2016-03	11.68	36727	
2016-06	12.14	35751	
2016-09	13.59	36256	
2016-12	11.72	42841	
2017-03	12	43371	
2017-04	11.5	43450	
2017-06	11.36	42735.5	
2017-08	13.16	34000	
2017-09	14.61	29613	
2017-10	15.55	27390	
2017-11	19.16	27731	
2017-12	23.22	34146	
2018-01	25.74	32681	
2018-03	22.73	46872	
2018-05	22.66	64100	
2018-06	19.68	74353.33	
2018-07	18.91	79000	
2018-08	17.24	81266.67	
2018-09	15.99	85767	
2018-10	15.26	84150	
2018-11	16.76	84750	
2018-12	16.97	83051	
2019-01	16.09	80666.67	
2019-02	17.93	77600	
2019-03	20.09	73120	
2019-04	22	62300	
2019-05	20.78	62933.33	
2019-06	21.07	60869.67	
2019-07	22.71	57633.33	
2019-08	23.53	50900	
2019-09	25.12	50694.67	
2019-10	23.27	55133.33	
2019-11	24.16	55200	
2019-12	24.84	54310.33	
2020-01	27.02	44600	
2020-02	27.81	42366.67	
2020-03	29.54	46675	
2020-04	30.85	54766.67	
2020-05	29.16	59533.33	
2020-06	30.74	57531.67	
2020-07	33.85	73266.67	
2020-08	35.09	76300	
2020-09	35.83	73542	
2020-10	33.35	83050	
2020-11	35.61	72166.67	
2020-12	37.27	62875.33	
2021-01	43.89	61033.33	
2021-02	46.37	59725	
2021-03	45.99	59002	
2021-04	42.98	66366.67	
2021-05	45.13	78150	
2021-06	42.1	86195.33	
2021-07	38.41	91300	
2021-09	40.66	99655	
2021-12	40.45	78234	
2022-03	46.77	64016	
2022-06	38.52	93348	
2022-09	38.43	89376	
2022-12	33.29	109313	
2023-03	31.29	119034	
2023-06	26.97	119419	
2023-09	28.96	116509	
2023-12	30.24	107247	
2024-03	30.89	98469	
2024-06	34.6	86381	
2024-09	35.21	84564	
