month	ct_avg_Tdx收盘价	人均持股
1994-12	10.62	3301	
1995-12	6.72	1985	
1996-12	17.64	2162	
1997-12	23.75	1286	
1998-06	18.83	1167	
1998-12	15.29	1172	
1999-12	18.6	1519	
2000-06	18.32	1402	
2000-12	14.94	1720	
2001-12	12.7	1810	
2002-03	11.31	5483	
2002-06	12.11	2047	
2002-09	14.62	2194	
2002-12	11.21	2083	
2003-03	11.11	2071	
2003-06	11.82	2025	
2003-09	9.78	2001	
2003-12	8.67	2006	
2004-03	10.79	2094	
2004-06	9.16	2083	
2004-09	8.27	2097	
2004-12	6.88	2116	
2005-03	5.88	2139	
2005-06	6.24	2183	
2005-09	6.17	2234	
2005-12	5.99	2268	
2006-03	6.37	2337	
2006-06	7.31	2593	
2006-09	7.51	2760	
2006-12	13.4	3469	
2007-03	18.74	4767	
2007-06	32.28	5696	
2007-09	37.03	8402	
2007-12	37.89	7015	
2008-03	27.84	6520	
2008-06	22.25	8092	
2008-09	16.23	8607	
2008-12	10.08	9432	
2009-03	15.3	11197	
2009-06	21.14	11984	
2009-09	20.54	11235	
2009-12	24.32	12682	
2010-03	23.13	11584	
2010-06	17.63	10517	
2010-09	17.13	9146	
2010-12	16.33	8806	
2011-03	16.2	9098	
2011-06	16.59	10879	
2011-09	16.5	11325	
2011-12	15.57	11377	
2012-03	16.46	11265	
2012-06	15.04	10958	
2012-09	13.53	11032	
2012-12	14.6	11786	
2013-03	22.33	12084	
2013-06	15.91	17630	
2013-09	12.19	17071	
2013-12	12.61	18707	
2014-03	10.59	17473	
2014-06	10.45	22430	
2014-09	10.31	31571	
2014-12	14.41	35661	
2015-03	14.71	31424	
2015-06	15.63	28220	
2015-09	10.87	32968	
2015-12	12.14	35456	
2016-03	10.39	34563	
2016-06	9.45	42966	
2016-09	9.21	42992	
2016-12	9.3	41786	
2017-02	9.42	48440	
2017-03	9.32	45579	
2017-06	9.18	44617	
2017-09	11.33	51039	
2017-12	13.19	49181	
2018-03	11.67	40121	
2018-06	9.85	39383	
2018-09	10.21	42266	
2018-12	9.98	39986	
2019-03	12.58	48434	
2019-06	12.85	53336	
2019-09	14.89	64695	
2019-12	16.03	60105	
2020-01	16.59	56922	
2020-03	13.72	48832	
2020-06	13.11	45021	
2020-09	15.3	55228	
2020-12	18.83	62858	
2021-03	21.49	58481	
2021-06	23.42	65377	
2021-09	18.61	49696	
2021-12	17.62	38601	
2022-03	15.03	38149	
2022-06	14.32	39360	
2022-09	12.42	35429	
2022-12	13.14	39831	
2023-03	13.1	38285	
2023-06	11.59	36157	
2023-09	11.27	36598	
2023-12	9.29	33850	
2024-03	10.44	34171	
2024-06	10.44	35515	
2024-09	10.23	37485	
