month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2011-08	9.2	1.96	0.39	50.19	0.61	48.29	
2011-09	8.73	1.87	0.32	31.92	0.52	15.77	
2011-10	8.1	1.74	0.23	-35.2	0.4	-41.69	
2011-11	8.14	1.74	0.23	-52.64	0.4	-56.7	
2011-12	6.79	1.45	0.03	-85.59	0.16	-77.23	
2012-01	6.65	1.42	0.01	-83.99	0.13	-78.04	
2012-02	7.37	1.57	0.12	-69.6	0.25	-70.27	
2012-03	8.79	1.88	0.34	-25.08	0.47	-26.79	
2012-04	9.46	2.02	0.43	10.03	0.57	10.19	
2012-05	7.18	2.11	0.09	-10.03	0.62	30.85	
2012-06	5.03	1.95	-0.24	-79.69	0.49	33.79	
2012-07	4.41	1.71	-0.33	-92.53	0.3	-7.1	
2012-08	5.5	2.13	-0.16	-78.73	0.59	37.38	
2012-09	5.36	2.08	-0.18	-73.22	0.54	62.77	
2012-10	5.38	2.09	-0.17	-64.83	0.54	70.98	
2012-11	5.73	2.21	-0.12	-42.01	0.6	85.27	
2012-12	6.2	2.39	-0.05	-21.7	0.71	90.56	
2013-01	6.8	2.64	0.04	10.62	0.86	97.95	
2013-02	7.85	3.05	0.19	37.02	1.1	97.74	
2013-03	7.3	2.83	0.1	35.71	0.93	84.57	
2013-04	7.07	2.74	0.06	32.24	0.84	75.05	
2013-05	6.89	2.68	0.03	23.94	0.77	62.26	
2013-06	6.11	2.4	-0.09	-0.16	0.57	33.14	
2013-07	5.56	2.21	-0.17	-30.05	0.43	-1.94	
2013-08	5.71	2.27	-0.15	-41.32	0.45	-15.99	
2013-09	6.04	2.4	-0.11	-35.29	0.51	-7.05	
2013-10	6.33	2.51	-0.07	-24.26	0.56	4.81	
2013-11	6.48	2.57	-0.06	2.64	0.57	33.89	
2013-12	6.35	2.52	-0.08	7.79	0.52	31.82	
2014-01	5.54	2.2	-0.2	-59.61	0.31	-37.29	
2014-02	5.76	2.29	-0.17	-63.51	0.35	-44.92	
2014-03	5.58	2.22	-0.2	-74.62	0.29	-62.5	
2014-04	5.64	2.24	-0.2	-71.85	0.29	-62.41	
2014-05	5.38	2.14	-0.24	-91.03	0.22	-82.77	
2014-06	5.42	2.17	-0.24	-80.67	0.23	-75.31	
2014-07	5.67	2.28	-0.2	-48.02	0.27	-43.25	
2014-08	6.35	2.55	-0.11	4.12	0.41	12.07	
2014-09	8.22	3.3	0.14	54.89	0.79	58.04	
2014-10	5	3.81	-0.31	20.49	1.04	82.24	
2014-11	4.84	3.9	-0.33	-20.49	1.05	92.95	
2014-12	5.54	4.47	-0.24	-30.36	1.3	95.92	
2015-01	5.34	4.3	-0.26	-40.58	1.17	85.72	
2015-02	5.28	4.26	-0.27	-52.62	1.12	79.76	
2015-03	6.17	4.97	-0.15	2.56	1.41	96.1	
2015-04	7.56	6.1	0.04	57.48	1.89	98.98	
2015-05	7.26	5.85	-0.01	74.11	1.71	88.39	
2015-06	7.84	6.32	0.07	85.76	1.85	93.79	
2015-07	5.75	4.66	-0.22	19.95	1.07	43.36	
2015-08	5.6	4.56	-0.24	-8.72	1	22.53	
2015-09	4.61	3.75	-0.37	-38.7	0.63	-15.89	
2015-10	4.86	3.96	-0.33	-45.64	0.71	-21.06	
2015-11	5.19	4.22	-0.28	-41.97	0.8	-19.6	
2015-12	5.03	4.09	-0.3	-49.42	0.73	-30.63	
2016-01	4.22	3.43	-0.41	-73.57	0.45	-60.62	
2016-02	3.9	3.17	-0.45	-84.4	0.33	-75.95	
2016-03	3.91	3.2	-0.45	-88.34	0.33	-80.51	
2016-04	4.02	3.27	-0.43	-80.95	0.35	-72.23	
2016-05	3.82	3.11	-0.45	-90.9	0.28	-89.46	
2016-06	3.82	3.1	-0.45	-89.91	0.27	-87.99	
2016-07	3.94	3.24	-0.43	-64.54	0.32	-59.18	
2016-08	4.01	3.3	-0.41	-45.73	0.34	-39.29	
2016-09	4.2	3.46	-0.38	-18.93	0.39	-9.15	
2016-10	4.38	3.61	-0.35	10.94	0.44	19.53	
2016-11	4.57	3.76	-0.32	29.26	0.49	36.97	
2016-12	4.8	3.95	-0.28	42.57	0.55	46.75	
2017-01	4.85	3.99	-0.27	51.98	0.55	56.99	
2017-02	5.07	4.18	-0.24	67.51	0.6	72.97	
2017-03	4.95	4.08	-0.26	62.42	0.54	69.26	
2017-04	4.97	4.09	-0.25	69.25	0.53	75.69	
2017-05	4.13	3.4	-0.38	-2.63	0.26	3.79	
2017-06	4.1	3.39	-0.38	-29.95	0.25	-23.58	
2017-07	4.45	3.71	-0.33	-20.58	0.35	-10.8	
2017-08	4.51	3.76	-0.31	-13.2	0.36	1.13	
2017-09	4.65	3.87	-0.29	17.01	0.39	29.08	
2017-10	4.56	3.8	-0.3	16.49	0.36	31.04	
2017-11	4.15	3.46	-0.36	-49.68	0.23	-39.89	
2017-12	4.03	3.36	-0.37	-75.64	0.19	-68.88	
2018-01	4.11	3.42	-0.36	-69.48	0.2	-63.31	
2018-02	3.85	3.21	-0.39	-85	0.12	-82.32	
2018-03	3.83	3.19	-0.39	-89.33	0.11	-88.03	
2018-04	3.7	3.08	-0.41	-95.29	0.07	-94.15	
2018-05	3.74	3.11	-0.4	-82.31	0.07	-81.74	
2018-06	3.32	2.76	-0.46	-97.9	-0.05	-97.81	
2018-07	3.38	2.85	-0.45	-87.46	-0.02	-85.35	
2018-08	3.76	3.18	-0.38	-51.48	0.09	-45.96	
2018-09	3.39	2.87	-0.43	-79	-0.02	-73.92	
