month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2021-02	173.27	43.01	2.23	94.28	4.05	94.28	
2021-03	135.15	33.55	1.48	61.72	2.8	61.72	
2021-04	146.99	36.49	1.66	63.65	2.97	63.65	
2021-05	164.14	40.75	1.91	81.25	3.25	81.25	
2021-06	187.57	46.64	2.25	92.35	3.65	92.39	
2021-07	169.88	42.24	1.88	74.07	3.04	74.35	
2021-08	152.33	37.88	1.55	45.09	2.5	45.66	
2021-09	157.18	39.09	1.59	28.04	2.5	28.44	
2021-10	166.67	41.44	1.7	52.01	2.58	52.46	
2021-11	144.58	35.95	1.32	-1.09	2.02	-0.73	
2021-12	130.28	32.4	1.07	-40.02	1.65	-39.79	
2022-01	115.89	28.82	0.82	-60.48	1.31	-60.15	
2022-02	99.02	24.62	0.54	-73.33	0.94	-72.71	
2022-03	97.64	23.78	0.51	-80.24	0.84	-81.75	
2022-04	97.26	24.19	0.5	-84.02	0.84	-80.26	
2022-05	84.45	21.01	0.3	-92.57	0.58	-92.11	
2022-06	97.45	24.37	0.49	-74.79	0.8	-73.6	
2022-07	114.61	28.66	0.73	-44.98	1.08	-38.86	
2022-08	103.49	25.88	0.56	-46.86	0.85	-41.07	
2022-09	94.9	23.74	0.41	-61.35	0.67	-52.3	
2022-10	84.75	21.2	0.25	-81.14	0.47	-75.78	
2022-11	93.53	23.39	0.37	-64.81	0.6	-61.04	
2022-12	94.36	23.6	0.37	-65.83	0.59	-63.55	
2023-01	113.84	28.47	0.63	-8.7	0.89	-5.86	
2023-02	116.57	29.16	0.65	20.62	0.9	26.03	
2023-03	107.68	26.93	0.51	31.06	0.73	34.82	
2023-04	98.43	24.62	0.37	7.24	0.56	10.76	
2023-05	87.99	22.01	0.21	-32.86	0.37	-31.56	
2023-06	71.43	17.86	-0.02	-67.05	0.11	-66.79	
2023-07	64.65	16.28	-0.11	-84.86	0	-84.27	
2023-08	65.97	16.64	-0.09	-84.4	0.02	-83.81	
2023-09	64.17	16.19	-0.12	-88.3	-0.02	-87.72	
2023-10	65.45	16.51	-0.1	-80.25	0	-79.73	
2023-11	66.92	16.88	-0.08	-63.39	0.01	-62.78	
2023-12	55.09	13.9	-0.25	-94.3	-0.17	-94.09	
2024-01	48.37	12.21	-0.34	-98.94	-0.27	-98.94	
2024-02	42.42	10.7	-0.42	-95.28	-0.37	-95.28	
2024-03	48.08	12.13	-0.35	-82.19	-0.28	-82.23	
2024-04	54.14	13.66	-0.27	-61.79	-0.2	-61.74	
2024-05	57.3	14.46	-0.23	-36.7	-0.16	-36.56	
2024-06	53.06	13.39	-0.29	-47.04	-0.22	-46.95	
2024-07	49.96	12.7	-0.33	-64.71	-0.27	-63.51	
2024-08	52.07	13.29	-0.31	-41.27	-0.24	-34.05	
2024-09	51.67	13.19	-0.31	-60.01	-0.24	-53.85	
2024-10	66.24	16.91	-0.12	21.33	-0.04	24.95	
2024-11	64.35	16.43	-0.15	38.44	-0.07	40.86	
2024-12	61.71	15.75	-0.19	46.02	-0.12	47.04	
2025-01	50.41	12.87	-0.34	-0.89	-0.28	0.25	
2025-02	49.52	12.64	-0.35	-16.07	-0.3	-16.07	
