month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2014-09	2.69	55.89	
2014-10	3	82.24	
2014-11	2.8	78.08	
2014-12	2.5	31.52	
2015-01	2.65	6.78	
2015-02	3.37	77.02	
2015-03	4.16	96.83	
2015-04	6.24	98.68	
2015-05	7.75	97.68	
2015-06	7.56	87.88	
2015-07	6.58	75.97	
2015-08	5.53	48.39	
2015-09	4.59	16.7	
2015-10	5.69	30.72	
2015-11	5.79	30.4	
2015-12	5.1	-6.75	
2016-01	4.16	-37.99	
2016-02	4.56	-34.64	
2016-03	4.6	-41.46	
2016-04	4.68	-44.02	
2016-05	4.89	-19.69	
2016-06	4.71	-31.88	
2016-07	4.79	-23.47	
2016-08	5.28	36.72	
2016-09	5.28	52.37	
2016-10	5.23	52.62	
2016-11	4.9	19.85	
2016-12	4.4	-31.82	
2017-01	4.09	-54.56	
2017-02	4.07	-59.47	
2017-03	4.37	-49.57	
2017-04	4.09	-73.86	
2017-05	4.13	-82.9	
2017-06	3.88	-91.48	
2017-07	4.19	-62.92	
2017-08	4.38	-27.13	
2017-09	4.52	1.1	
2017-10	5.15	46.9	
2017-11	5.25	61.77	
2017-12	5.28	72.11	
2018-01	5.76	89.98	
2018-02	5.94	91.85	
2018-03	7.59	99.11	
2018-04	8.84	98.26	
2018-05	8.98	90.54	
2018-06	9.85	96.88	
2018-07	10.23	92.9	
2018-08	9.12	69.25	
2018-09	8.39	42.34	
2018-10	7.32	13.94	
2018-11	7.67	-1.14	
2018-12	7.61	-11.79	
2019-01	6.74	-38.6	
2019-02	8.18	-15.42	
2019-03	10.19	34.61	
2019-04	10.7	57.02	
2019-05	10.99	67.19	
2019-06	10.82	62.12	
2019-07	12.9	81.79	
2019-08	13.93	92.57	
2019-09	15.12	96.16	
2019-10	16.43	97.97	
2019-11	16.5	91.62	
2019-12	15.54	73.78	
2020-01	17.12	83.59	
2020-02	19.31	96.74	
2020-03	17.74	79.06	
2020-04	18.42	79.38	
2020-05	20.03	94.59	
2020-06	21.75	97.72	
2020-07	26.24	97.2	
2020-08	26.24	89.16	
2020-09	25.47	80.64	
2020-10	29.05	92.08	
2020-11	30	93.15	
2020-12	35.89	97.13	
2021-01	42	96.79	
2021-02	43.01	94.28	
2021-03	33.55	61.72	
2021-04	36.49	63.65	
2021-05	40.75	81.25	
2021-06	46.64	92.39	
2021-07	42.24	74.35	
2021-08	37.88	45.66	
2021-09	39.09	28.44	
2021-10	41.44	52.46	
2021-11	35.95	-0.73	
2021-12	32.4	-39.79	
2022-01	28.82	-60.15	
2022-02	24.62	-72.71	
2022-03	23.78	-81.75	
2022-04	24.19	-80.26	
2022-05	21.01	-92.11	
2022-06	24.37	-73.6	
2022-07	28.66	-38.86	
2022-08	25.88	-41.07	
2022-09	23.74	-52.3	
2022-10	21.2	-75.78	
2022-11	23.39	-61.04	
2022-12	23.6	-63.55	
2023-01	28.47	-5.86	
2023-02	29.16	26.03	
2023-03	26.93	34.82	
2023-04	24.62	10.76	
2023-05	22.01	-31.56	
2023-06	17.86	-66.79	
2023-07	16.28	-84.27	
2023-08	16.64	-83.81	
2023-09	16.19	-87.72	
2023-10	16.51	-79.73	
2023-11	16.88	-62.78	
2023-12	13.9	-94.09	
2024-01	12.21	-98.94	
2024-02	10.7	-95.28	
2024-03	12.13	-82.23	
2024-04	13.66	-61.74	
2024-05	14.46	-36.56	
2024-06	13.39	-46.95	
2024-07	12.7	-63.51	
2024-08	13.29	-34.05	
2024-09	13.19	-53.85	
2024-10	16.91	24.95	
2024-11	16.43	40.86	
2024-12	15.75	47.04	
2025-01	12.87	0.25	
2025-02	12.64	-16.07	
