month	ct_avg_前复权价格	股东人数
2015-12	0.95	163974	
2016-03	0.66	158605	
2016-06	0.62	150754	
2016-09	0.69	123906	
2016-12	0.76	104720	
2017-02	0.74	104164	
2017-03	0.78	102001	
2017-06	0.92	103503	
2017-09	0.86	101309	
2017-12	0.86	86300	
2018-03	0.99	88320	
2018-06	0.99	83301	
2018-09	0.83	77333	
2018-12	0.83	76562	
2019-03	1.01	69963	
2019-06	0.98	66370	
2019-09	0.95	65299	
2019-12	0.93	60546	
2020-03	0.84	59669	
2020-06	0.79	64932	
2020-09	0.8	78528	
2020-12	0.68	83758	
2021-02	0.61	84118	
2021-03	0.64	84488	
2021-06	0.56	93481	
2021-09	0.6	82699	
2021-12	0.68	73677	
2022-03	0.76	62978	
2022-06	0.67	83709	
2022-09	0.87	53023	
2022-12	0.77	79895	
2023-03	0.78	66288	
2023-06	0.75	61696	
2023-09	0.74	65782	
2023-12	0.54	78818	
2024-03	0.53	80598	
2024-06	0.54	92085	
2024-09	0.55	117777	
