month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2018-01	23.37	83.1	
2018-02	23.6	86.43	
2018-03	21.96	73.3	
2018-04	21.78	68.45	
2018-05	22.26	75.04	
2018-06	21.48	52.99	
2018-07	17.83	-14.53	
2018-08	17.01	-45.57	
2018-09	17.92	-46.57	
2018-10	17.42	-53.47	
2018-11	18.58	-38.51	
2018-12	17.97	-49.2	
2019-01	18	-57.95	
2019-02	20.38	-1.73	
2019-03	21.84	36.22	
2019-04	22.74	52.64	
2019-05	21.36	50.36	
2019-06	21.14	50.75	
2019-07	21.27	51.44	
2019-08	19.86	13.11	
2019-09	19.76	-7.41	
2019-10	19.67	-29.71	
2019-11	18.58	-54.25	
2019-12	19.33	-48.38	
2020-01	19.35	-43.53	
2020-02	17.35	-81.12	
2020-03	17.47	-85.59	
2020-04	16.78	-89.46	
2020-05	16.39	-95.93	
2020-06	16.6	-87.8	
2020-07	18.15	-45.96	
2020-08	17.03	-65.35	
2020-09	15.91	-85.03	
2020-10	15.17	-94.14	
2020-11	14.56	-92.86	
2020-12	13.55	-98.8	
2021-01	12.9	-94.64	
2021-02	12.21	-94.82	
2021-03	12.63	-87.46	
2021-04	12.01	-97.15	
2021-05	11.65	-96.03	
2021-06	11.15	-98.94	
2021-07	10.92	-93.3	
2021-08	9.88	-93.67	
2021-09	11.19	-70.94	
2021-10	11.88	-36.38	
2021-11	10.73	-59.7	
2021-12	12.74	0.66	
2022-01	13.63	31.39	
2022-02	13.93	47.21	
2022-03	14.48	62.68	
2022-04	15.96	79.28	
2022-05	13.34	55.07	
2022-06	12.42	15.09	
2022-07	12.93	8.38	
2022-08	13.78	29.66	
2022-09	15.63	73.77	
2022-10	15.28	70.87	
2022-11	14.3	56.78	
2022-12	13.39	40.62	
2023-01	14.09	22.71	
2023-02	14.5	50.09	
2023-03	13.98	27.33	
2023-04	14.5	25.89	
2023-05	13.23	-19.06	
2023-06	13.21	-40.85	
2023-07	12.72	-63.1	
2023-08	13.91	-23.84	
2023-09	13.08	-41.47	
2023-10	11.75	-83.77	
2023-11	10.87	-95.86	
2023-12	9.55	-98.89	
2024-01	8.65	-97.52	
2024-02	9	-85.08	
2024-03	9.26	-76.23	
2024-04	8.43	-87.54	
2024-05	9.92	-58.39	
2024-06	9.52	-45.25	
2024-07	9.03	-57.72	
2024-08	8.89	-72.48	
2024-09	9.44	-52.11	
2024-10	11.01	22.32	
2024-11	11.44	43.32	
2024-12	10.87	46.23	
2025-01	9.97	28.47	
2025-02	9.73	5.54	
