month	ct_avg_Tdx收盘价	人均持股
2015-12	22.02	15355.5	
2016-03	15.42	11976	
2016-06	14.28	11714	
2016-09	15.73	14252	
2016-12	17.32	18138	
2017-02	16.97	18235	
2017-03	17.66	18622	
2017-06	20.89	18354	
2017-09	19.19	18751	
2017-12	19.05	22012	
2018-03	21.96	21509	
2018-06	21.48	22805	
2018-09	17.92	24565	
2018-12	17.97	24812	
2019-03	21.84	34337	
2019-06	21.14	36339	
2019-09	19.76	121224	
2019-12	19.33	130740	
2020-03	17.47	132661	
2020-06	16.6	121986	
2020-09	15.91	100866	
2020-12	13.55	94578	
2021-02	12.21	94173	
2021-03	12.63	93761	
2021-06	11.15	84741	
2021-09	11.19	95790	
2021-12	12.74	107518	
2022-03	14.48	125784	
2022-06	12.42	92440	
2022-09	15.63	145938	
2022-12	13.39	96852	
2023-03	13.98	116732	
2023-06	13.21	125421	
2023-09	13.08	117630	
2023-12	9.55	98175	
2024-03	9.26	96006	
2024-06	9.52	90379	
2024-09	9.44	70664	
