month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2015-08	16.75	0.03	
2015-09	10.56	-0.35	
2015-10	12.69	-0.22	
2015-11	13.99	-0.13	
2015-12	12.63	-0.22	
2016-01	9.16	-0.43	
2016-02	8.56	-0.46	
2016-03	8.27	-0.48	
2016-04	9.02	-0.43	
2017-11	9.52	-0.39	
2017-12	11.85	-0.24	
2018-01	10.7	-0.31	
2018-02	8.3	-0.47	
2018-03	9.59	-0.38	
2018-04	10.77	-0.3	
2018-05	10.52	-0.32	
2018-06	7.87	-0.49	
2018-07	8.32	-0.46	
2018-08	7.65	-0.51	
2018-09	7.53	-0.52	
2018-10	5.89	-0.62	
2018-11	6.28	-0.6	
2018-12	7.15	-0.54	
2019-01	7.45	-0.52	
2019-02	9.64	-0.38	
2019-03	10.01	-0.35	
2019-04	10.6	-0.32	
2019-05	9.65	-0.38	
2019-06	9.71	-0.37	
2019-07	9.75	-0.37	
2019-08	11.32	-0.27	
2019-09	12.32	-0.21	
2019-10	12.05	-0.23	
2019-11	10.99	-0.3	
2019-12	11.09	-0.29	
2020-01	13.71	-0.13	
2020-02	17.43	0.11	
2020-03	16.82	0.06	
2020-04	15.6	-0.01	
2020-05	18.15	0.14	
2020-06	19.94	0.25	
2020-07	24.97	0.56	
2020-08	23.23	0.44	
2020-09	21.95	0.36	
2020-10	23.6	0.47	
2020-11	23.02	0.44	
2020-12	24.83	0.55	
2021-01	29.61	0.86	
2021-02	27.39	0.72	
2021-03	27.44	0.72	
2021-04	28.46	0.78	
2021-05	27.53	0.71	
2021-06	31.76	0.96	
2021-07	43.2	1.63	
2021-08	49.03	1.92	
2021-09	47.57	1.78	
2021-10	49.13	1.81	
2021-11	46.81	1.62	
2021-12	40.89	1.26	
2022-01	40.74	1.21	
2022-02	44.33	1.37	
2022-03	45.37	1.38	
2022-04	39.98	1.07	
2022-05	41.39	1.11	
2022-06	47.26	1.37	
2022-07	56.21	1.76	
2022-08	52.18	1.52	
2022-09	46.3	1.2	
2022-10	42.86	1	
2022-11	43.64	1.01	
2022-12	38.65	0.76	
2023-01	40.05	0.8	
2023-02	42.49	0.89	
2023-03	46.24	1.03	
2023-04	45.18	0.96	
2023-05	39.83	0.71	
2023-06	34.6	0.48	
2023-07	30.21	0.28	
2023-08	26.7	0.13	
2023-09	23.99	0.02	
2023-10	20.46	-0.13	
2023-11	18.3	-0.22	
2023-12	15.28	-0.35	
2024-01	14.78	-0.37	
2024-02	12.2	-0.48	
2024-03	13.01	-0.44	
2024-04	10.97	-0.53	
2024-05	10.87	-0.53	
2024-06	9.67	-0.58	
2024-07	8.44	-0.63	
2024-08	8.05	-0.65	
2024-09	8.16	-0.64	
2024-10	10.53	-0.53	
2024-11	11.08	-0.51	
2024-12	9.67	-0.57	
2025-01	8.58	-0.61	
2025-02	8.5	-0.61	
