month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2019-09	49.96	0.12	
2019-10	47.09	0.05	
2019-11	43.8	-0.03	
2019-12	44.95	-0.01	
2020-01	52.46	0.15	
2020-02	62.15	0.35	
2020-03	57.4	0.24	
2020-04	57.61	0.23	
2020-05	58.29	0.24	
2020-06	64.56	0.36	
2020-07	85.17	0.77	
2020-08	83.38	0.72	
2020-09	100.73	1.04	
2020-10	137.88	1.73	
2020-11	174.96	2.36	
2020-12	178.11	2.32	
2021-01	232.84	3.17	
2021-02	243.79	3.19	
2021-03	179.69	2.01	
2021-04	168.18	1.74	
2021-05	163.62	1.61	
2021-06	222.74	2.44	
2021-07	246.08	2.68	
2021-08	291.54	3.19	
2021-09	258.97	2.61	
2021-10	288.68	2.88	
2021-11	305.8	2.97	
2021-12	286.42	2.6	
2022-01	250.89	2.07	
2022-02	241.86	1.89	
2022-03	235.31	1.74	
2022-04	237.47	1.71	
2022-05	272.11	2.02	
2022-06	334.73	2.6	
2022-07	328.6	2.43	
2022-08	317.66	2.23	
2022-09	272.78	1.71	
2022-10	258.49	1.51	
2022-11	260.85	1.49	
2022-12	264.62	1.47	
2023-01	270.43	1.47	
2023-02	280.27	1.51	
2023-03	248.93	1.19	
2023-04	249.48	1.16	
2023-05	257.15	1.18	
2023-06	261.67	1.18	
2023-07	265.62	1.17	
2023-08	250.3	1.02	
2023-09	245.7	0.95	
2023-10	239.94	0.88	
2023-11	230.14	0.78	
2023-12	194.1	0.48	
2024-01	188.73	0.43	
2024-02	180.1	0.35	
2024-03	205.67	0.53	
2024-04	212.16	0.56	
2024-05	221.31	0.6	
2024-06	247.84	0.77	
2024-07	252.44	0.78	
2024-08	235.12	0.64	
2024-09	258.45	0.78	
2024-10	304.15	1.05	
2024-11	291.16	0.94	
2024-12	282.11	0.85	
2025-01	274.54	0.77	
2025-02	316.16	1.01	
