month	ct_avg_Tdx收盘价	人均持股
2011-06	25.45	4692899	
2011-09	21.16	4480791	
2011-12	22.25	4241176	
2012-03	26.5	4218617	
2012-06	22.59	3985427	
2012-09	15.64	3850000	
2012-12	17.59	3965500	
2013-03	23.6	4152356	
2013-06	32.4	10949	
2013-09	38.01	4067179	
2013-12	37.33	4174211	
2014-03	52.48	4480791	
2014-06	46.74	5169492	
2014-09	50.65	5613497	
2014-12	39.73	5683230	
2015-03	52.26	5350877	
2015-06	68.66	5903226	
2015-09	54.02	5754717	
2015-12	62.89	5754717	
2016-03	55.01	5754717	
2016-06	59.71	5903226	
2016-09	57.11	6182432	
2016-12	51.2	6140940	
2017-03	49.71	6140940	
2017-06	50.67	6182432	
2017-09	57.06	6630435	
2017-12	62.68	6879699	
2018-03	62.77	6984733	
2018-06	48.32	6931818	
2018-09	44.86	6630435	
2018-12	54.83	6678832	
2019-03	54.22	6489362	
2019-06	49.95	6267123	
2019-09	49.96	6224490	
2019-12	44.95	5903226	
2020-03	57.4	5791139	
2020-06	64.56	6019737	
2020-09	100.73	7887931	
2020-12	178.11	8551402	
2021-03	179.69	9274336	
2021-06	222.74	9113043	
2021-09	258.97	9274336	
2021-12	286.42	9305085	
2022-03	235.31	9074380	
2022-06	334.73	9226891	
2022-09	272.78	9803571	
2022-12	264.62	9981818	
2023-03	248.93	9981818	
2023-06	261.67	9891892	
2023-09	245.7	9981818	
2023-12	194.1	9891892	
2024-03	205.67	10166667	
2024-06	247.84	3874	
2024-09	258.45	9716814	
