month	ct_avg_Tdx收盘价	股东人数
2015-01	18.66	116455	
2015-03	36.1	21364	
2015-06	69.89	19625	
2015-09	25.75	19717	
2015-12	42.5	28237	
2016-03	26.97	30023	
2016-06	25.8	40699	
2016-12	24.14	48295	
2017-03	21.69	43894	
2017-12	30.32	27319	
2018-02	33.65	22780	
2018-03	39.64	22985	
2018-06	38.96	18545	
2018-09	35.51	18441	
2018-12	38.2	15348	
2019-03	45.01	15430	
2019-06	39.66	16006	
2019-09	47.64	15449	
2019-12	33.27	19407	
2020-03	44.08	19041	
2020-06	58.46	22057	
2020-09	67.22	21845	
2020-11	71.85	25151	
2020-12	67.33	24773	
2021-02	75.89	36348	
2021-03	59.93	36311	
2021-06	69.37	27955	
2021-09	43.37	38290.5	
2021-10	40.14	35398	
2021-12	49.65	42998	
2022-03	32.04	57541	
2022-05	35.64	53693.5	
2022-06	34.84	54019.5	
2022-09	26.37	61871	
2022-10	23.56	61736	
2022-11	25.09	60046	
2022-12	28.06	52454	
2023-01	32.08	49304	
2023-03	36.46	40637	
2023-04	36.81	43989	
2023-06	35.01	41751	
2023-07	33.72	44742	
2023-08	31.37	48908	
2023-09	28.06	49942	
2023-11	27.45	54997	
2023-12	27.78	56718	
2024-01	22.77	60967	
2024-03	25	62435	
2024-05	24.36	66354	
2024-06	21.8	66102	
2024-07	19.9	64866	
2024-08	19.85	63055	
2024-09	19.58	59407	
2024-10	25.11	59228	
2024-11	27.78	48333	
2024-12	29.04	45591	
2025-01	26.17	42938	
