month	ct_avg_前复权价格	股东人数
2015-01	1.43	116455	
2015-03	2.77	21364	
2015-06	5.36	19625	
2015-09	1.98	19717	
2015-12	3.27	28237	
2016-03	2.07	30023	
2016-06	1.93	40699	
2016-09	1.87	40699	
2016-12	1.86	48295	
2017-03	1.67	43894	
2017-06	1.56	46510	
2017-09	1.56	46511	
2017-12	2.34	27319	
2018-02	2.6	22780	
2018-03	3.06	22985	
2018-06	3.01	18545	
2018-09	2.74	18441	
2018-12	2.95	15348	
2019-03	3.48	15430	
2019-06	3.06	16006	
2019-09	3.68	15449	
2019-12	4.37	19407	
2020-03	5.79	19041	
2020-06	7.68	22057	
2020-09	8.84	21845	
2020-11	9.45	25151	
2020-12	8.86	24773	
2021-02	9.99	36348	
2021-03	7.89	36311	
2021-06	9.14	27955	
2021-09	5.72	38290.5	
2021-10	5.29	35398	
2021-12	6.54	42998	
2022-03	4.13	57541	
2022-05	4.7	53693.5	
2022-06	4.59	54019.5	
2022-09	3.49	61871	
2022-10	3.12	61736	
2022-11	3.32	60046	
2022-12	3.71	52454	
2023-01	4.25	49304	
2023-03	4.83	40637	
2023-04	4.87	43989	
2023-06	4.64	41751	
2023-07	4.48	44742	
2023-08	4.17	48908	
2023-09	3.73	49942	
2023-11	3.65	54997	
2023-12	3.69	56718	
2024-01	3.03	60967	
2024-03	3.32	62435	
2024-05	3.24	66354	
2024-06	2.9	66102	
2024-07	2.66	64866	
2024-08	2.66	63055	
2024-09	2.63	59407	
2024-10	3.37	59228	
2024-11	3.72	48333	
2024-12	3.89	45591	
2025-01	3.51	42938	
