month	ct_avg_Tdx收盘价	股东人数
2007-09	24.6	132556	
2007-12	21.04	164555	
2008-03	15.96	163303	
2008-06	11.65	151642	
2008-09	7.42	154895	
2008-12	7.19	155816	
2009-03	9.32	160663	
2009-06	11.58	127677	
2009-09	12.42	121157	
2009-12	16.1	108099	
2010-03	15.72	128869	
2010-06	11.29	146357	
2010-09	12.57	144868	
2010-12	12.28	155974	
2011-03	13.21	135221	
2011-06	10.9	137974	
2011-09	9.59	137086	
2011-12	9.34	133030	
2012-03	9.69	135709	
2012-06	9.71	137974	
2012-09	9.24	132968	
2012-12	9.65	120414	
2013-03	11.06	126005	
2013-06	9.36	130325	
2013-09	9.13	129707	
2013-12	9.33	123623	
2014-03	8.76	124705	
2014-06	9.08	121285	
2014-09	9.86	112183	
2014-12	14.41	119702	
2015-03	16.8	127720	
2015-06	21.05	139854	
2015-09	11.6	114087	
2015-12	15.49	101252	
2016-03	13.25	127720	
2016-06	14.55	84823	
2016-09	15.81	86763	
2016-12	17.14	74650	
2017-03	18.14	68595	
2017-06	18.24	67137	
2017-09	16.03	76071	
2017-12	17.57	68670	
2018-03	19.69	71615	
2018-06	17.11	76387	
2018-09	16.63	68273	
2018-12	16.4	77577	
2019-03	20.01	59618	
2019-06	23.16	58337	
2019-09	24.28	61325	
2019-12	27.57	69877	
2020-03	25.07	87639	
2020-06	26.37	94005	
2020-09	33.31	105177	
2020-12	35.32	127840	
2021-03	39.96	116255	
2021-06	40.54	124635	
2021-09	34.71	125882	
2021-12	38.42	108946	
2022-03	37.08	105330	
2022-06	33.79	115138	
2022-09	30.93	116943	
2022-12	31.78	103901	
2023-03	28.23	156853	
2023-06	25.89	156875	
2023-09	27.71	127597	
2023-12	20.48	167196	
2024-03	21.24	166638	
2024-06	22.83	137917	
2024-09	20.14	131633	
