month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2015-10	12.6	0.82	0.03	-22.85	0.37	-3.68	
2015-11	14.72	0.96	0.21	-9.18	0.6	28.66	
2015-12	15.49	1.01	0.29	7.88	0.68	53.96	
2016-01	13.3	0.87	0.12	-23.3	0.47	22.5	
2016-02	12.31	0.81	0.04	-55.12	0.37	-22.56	
2016-03	13.25	0.87	0.13	-46.31	0.47	-26.98	
2016-04	13.64	0.89	0.17	-25.23	0.51	-14.78	
2016-05	14.38	0.94	0.24	8.97	0.59	25.13	
2016-06	14.55	0.95	0.26	24.2	0.61	43.35	
2016-07	15.44	1.03	0.33	51.28	0.72	68.96	
2016-08	16.1	1.09	0.39	67.66	0.82	84.43	
2016-09	15.81	1.07	0.36	70.45	0.78	80.94	
2016-10	16.1	1.09	0.38	75.33	0.79	80.64	
2016-11	17.3	1.17	0.48	87.58	0.89	94.11	
2016-12	17.14	1.16	0.45	81.7	0.87	86.12	
2017-01	17.47	1.18	0.47	86.9	0.87	87.8	
2017-02	18.22	1.23	0.52	94.05	0.92	95.59	
2017-03	18.14	1.22	0.49	88	0.88	87.73	
2017-04	17.48	1.18	0.43	67.71	0.79	66.76	
2017-05	17.4	1.17	0.41	49.24	0.75	47.63	
2017-06	18.24	1.23	0.47	77.03	0.81	75.37	
2017-07	16.95	1.39	0.35	50.51	1.01	93.62	
2017-08	15.62	1.39	0.24	-23.37	0.99	89.6	
2017-09	16.03	1.43	0.27	-31.04	1.01	93.54	
2017-10	16.57	1.48	0.31	-24.58	1.08	96.32	
2017-11	17.67	1.58	0.39	3.81	1.19	98.54	
2017-12	17.57	1.57	0.37	27.64	1.15	89.46	
2018-01	19.15	1.71	0.49	51.34	1.28	97.56	
2018-02	20.29	1.81	0.57	67.44	1.38	96.13	
2018-03	19.69	1.76	0.52	63.68	1.29	85.11	
2018-04	18.38	1.64	0.41	45.54	1.1	60.81	
2018-05	17.61	1.57	0.35	21.14	0.99	32.18	
2018-06	17.11	1.53	0.31	-8.8	0.94	6.07	
2018-07	16.57	1.5	0.27	-34.86	0.88	-13.6	
2018-08	16.68	1.52	0.28	-43.17	0.88	-18.79	
2018-09	16.63	1.52	0.27	-52.07	0.85	-32.14	
2018-10	17.04	1.56	0.29	-36.51	0.88	-7.19	
2018-11	17.22	1.57	0.3	-26.91	0.87	3.12	
2018-12	16.4	1.5	0.24	-62.41	0.76	-34.37	
