month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2008-11	3.2	-0.54	
2008-12	3.61	-0.48	
2009-01	3.56	-0.48	
2009-02	4.59	-0.32	
2009-03	4.39	-0.34	
2009-04	4.89	-0.26	
2009-05	5.29	-0.19	
2009-06	5.59	-0.13	
2009-07	6.5	0.02	
2009-08	6.46	0.02	
2009-09	5.98	-0.04	
2009-10	6.16	0	
2009-11	6.99	0.14	
2009-12	6.97	0.15	
2010-01	6.73	0.12	
2010-02	6.22	0.05	
2010-03	6.48	0.11	
2010-04	6.79	0.17	
2010-05	6.09	0.06	
2010-06	5.36	-0.06	
2010-07	4.84	-0.15	
2010-08	5.16	-0.09	
2010-09	4.91	-0.12	
2010-10	5.18	-0.07	
2010-11	5.31	-0.04	
2010-12	5.23	-0.05	
2011-01	4.81	-0.12	
2011-02	4.75	-0.13	
2011-03	4.89	-0.09	
2011-04	5.04	-0.06	
2011-05	4.65	-0.13	
2011-06	4.2	-0.21	
2011-07	4.1	-0.23	
2011-08	3.65	-0.31	
2011-09	3.43	-0.34	
2011-10	3.21	-0.38	
2011-11	3.63	-0.3	
2011-12	3	-0.42	
2012-01	2.9	-0.43	
2012-02	3.1	-0.39	
2012-03	3.18	-0.37	
2012-04	3.24	-0.35	
2012-05	3.24	-0.35	
2012-06	3.09	-0.38	
2012-07	2.91	-0.41	
2012-08	2.93	-0.41	
2012-09	2.92	-0.4	
2012-10	3	-0.38	
2012-11	3	-0.38	
2012-12	2.98	-0.38	
2013-01	3.11	-0.35	
2013-02	3.17	-0.34	
2013-03	3.05	-0.36	
2013-04	2.96	-0.38	
2013-05	3.08	-0.35	
2013-06	2.98	-0.37	
2013-07	2.83	-0.4	
2013-08	3.08	-0.35	
2013-09	3.23	-0.32	
2013-10	3.4	-0.28	
2013-11	3.29	-0.3	
2013-12	3.28	-0.31	
2014-01	3.07	-0.35	
2014-02	3.2	-0.33	
2014-03	3.26	-0.32	
2014-04	3.27	-0.31	
2014-05	3.03	-0.37	
2014-06	2.93	-0.39	
2014-07	3.02	-0.37	
2014-08	3.23	-0.33	
2014-09	3.81	-0.21	
2014-10	4.05	-0.16	
2014-11	4.1	-0.15	
2014-12	4.58	-0.05	
2015-01	4.83	0	
2015-02	4.92	0.01	
2015-03	5.68	0.17	
2015-04	7.39	0.51	
2015-05	7.65	0.55	
2015-06	10.12	1.02	
2015-07	6.35	0.26	
2015-08	6.05	0.2	
2015-09	4.76	-0.06	
2015-10	5.22	0.04	
2015-11	5.92	0.18	
2015-12	6.23	0.25	
2016-01	4.98	0.02	
2016-02	4.52	-0.07	
2016-03	4.56	-0.05	
2016-04	4.73	0	
2016-05	4.3	-0.08	
2016-06	4.26	-0.07	
2016-07	4.42	-0.02	
2016-08	4.49	0	
2016-09	4.55	0.02	
2016-10	4.66	0.04	
2016-11	5.13	0.15	
2016-12	5.17	0.16	
2017-01	5.17	0.16	
2017-02	5.16	0.15	
2017-03	5.15	0.14	
2017-10	5.97	0.32	
2017-11	5.86	0.29	
2017-12	5.32	0.17	
2018-01	5.8	0.27	
2018-02	6.03	0.32	
2018-03	6.53	0.42	
2018-04	6.56	0.42	
2018-05	6.34	0.38	
2018-06	6.83	0.48	
2018-07	6.1	0.32	
2018-08	6.35	0.38	
2018-09	6.38	0.38	
2018-10	5.71	0.24	
2018-11	5.67	0.24	
2018-12	5.47	0.19	
2019-01	5.18	0.14	
2019-02	5.15	0.13	
2019-03	5.91	0.3	
2019-04	6.28	0.38	
2019-05	5.35	0.17	
2019-06	5.64	0.24	
2019-07	5.38	0.18	
2019-08	5.12	0.12	
2019-09	5.34	0.17	
2019-10	5.28	0.16	
2019-11	5.05	0.11	
2019-12	5.11	0.12	
2020-01	5.22	0.14	
2020-02	4.89	0.07	
2020-03	4.89	0.07	
2020-04	4.96	0.08	
2020-05	5.09	0.11	
2020-06	5.54	0.2	
2020-07	5.73	0.23	
2020-08	5.82	0.25	
2020-09	6.29	0.34	
2020-10	6.46	0.37	
2020-11	9.03	0.89	
2020-12	9.8	1.02	
2021-01	13.13	1.65	
2021-02	14.86	1.93	
2021-03	13.24	1.56	
2021-04	14.77	1.79	
2021-05	17.54	2.23	
2021-06	17.46	2.13	
2021-07	23.82	3.11	
2021-08	26.69	3.43	
2021-09	33.36	4.27	
2021-10	27.3	3.16	
2021-11	23.01	2.4	
2021-12	22.81	2.27	
2022-01	18.78	1.64	
2022-02	18.25	1.51	
2022-03	15.54	1.1	
2022-04	13.14	0.75	
2022-05	14.16	0.86	
2022-06	17.25	1.22	
2022-07	17.36	1.2	
2022-08	21.85	1.7	
2022-09	19.25	1.34	
2022-10	15.01	0.8	
2022-11	13.42	0.59	
2022-12	13.94	0.63	
2023-01	14.39	0.66	
2023-02	15.68	0.78	
2023-03	14.17	0.59	
2023-04	12.91	0.43	
2023-05	11.92	0.31	
2023-06	11.47	0.25	
2023-07	11.96	0.29	
2023-08	12.02	0.29	
2023-09	11.67	0.24	
2023-10	10.68	0.13	
2023-11	10.43	0.09	
2023-12	9.22	-0.04	
2024-01	9.65	0	
2024-02	10.43	0.08	
2024-03	10.32	0.07	
2024-04	10.29	0.06	
2024-05	9.58	-0.01	
2024-06	8.28	-0.15	
2024-07	7.91	-0.19	
2024-08	7.63	-0.22	
2024-09	7.65	-0.22	
2024-10	8.33	-0.15	
2024-11	8.88	-0.1	
2024-12	8.96	-0.1	
2025-01	8.41	-0.15	
